id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
250,Vizzit,1340.0,67.0,20.0,Appartement,3 pièce - 67 m² - s,69003,Lyon,45.75636,4.85437,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ay9r3b2xfd2ue8de,,,Part-Dieu / Villette,T3,387.0,1,310.0,1,2342.0,0,1129.0,0,1461.0,0,536.0,0,1017.0,0,1772.0,0,789.0,0,295.0,3,2145.0,0,2952.0,0,1077.0,0,402.0,1,2661.0,0,,0,,0,,0,,0,,0
251,Vizzit,570.0,38.0,15.0,Appartement,2 pièce - 38 m² - s,69003,Lyon,45.7564,4.84442,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ac8941yy9n634lx0,,,Préfecture / Quais,T2,928.0,0,464.0,1,1776.0,0,814.0,0,1194.0,0,267.0,1,1419.0,0,1049.0,0,106.0,3,71.0,3,1579.0,0,2532.0,0,1822.0,0,180.0,3,2427.0,0,,0,,0,,0,,0,,0
252,Vizzit,513.0,23.0,22.3,Studio,23 m² - Studio,69003,Lyon,45.7564,4.84442,https://www.vizzit.fr/fr/property/appartement/lyon-3/A3al1dze6qorqxcl,,,Préfecture / Quais,Studio/T1,928.0,0,464.0,1,1776.0,0,814.0,0,1194.0,0,267.0,1,1419.0,0,1049.0,0,106.0,3,71.0,3,1579.0,0,2532.0,0,1822.0,0,180.0,3,2427.0,0,,0,,0,,0,,0,,0
253,Vizzit,662.0,39.0,16.97,Appartement,2 pièce - 39 m² - s,69005,Lyon,45.75641,4.81323,https://www.vizzit.fr/fr/property/appartement/lyon-5/Ax37smu6tf61pvq2,,,Point du Jour / St Just,T2,1753.0,0,843.0,0,1898.0,0,1289.0,0,1781.0,0,1969.0,0,763.0,0,1563.0,0,556.0,0,389.0,1,1289.0,0,2441.0,0,2876.0,0,224.0,1,2914.0,0,,0,,0,,0,,0,,0
254,Vizzit,1200.0,18.0,66.67,Studio,18 m² - Studio,69003,Lyon,45.75643,4.8722,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ai8teeoqc7hqek0v,,,Part-Dieu / Villette,Studio/T1,1359.0,0,411.0,1,3550.0,0,1864.0,0,1846.0,0,1578.0,0,359.0,1,3124.0,0,1469.0,0,689.0,0,3364.0,0,3968.0,0,515.0,0,408.0,2,3503.0,0,,0,,0,,0,,0,,0
255,Vizzit,949.0,34.0,27.91,Appartement,1 pièce - 34 m²,69005,Lyon,45.7565,4.82413,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aa4552ku7gm9e033,,,Vieux Lyon,Studio/T1,1037.0,0,61.0,3,1445.0,0,525.0,0,1127.0,0,1171.0,0,1098.0,0,796.0,0,74.0,2,358.0,5,1031.0,0,2324.0,0,2505.0,0,291.0,3,2678.0,0,,0,,0,,0,,0,,0
256,Vizzit,660.0,20.0,33.0,Studio,20 m² - Studio,69003,Lyon,45.7566,4.8679,https://www.vizzit.fr/fr/property/appartement/lyon-3/Appx7jc8qej13one,,,Part-Dieu / Villette,Studio/T1,1035.0,0,428.0,1,3237.0,0,1645.0,0,1667.0,0,1577.0,0,372.0,2,2792.0,0,1605.0,0,356.0,1,3049.0,0,3689.0,0,341.0,1,74.0,2,3281.0,0,,0,,0,,0,,0,,0
257,Vizzit,1070.0,50.0,21.4,Appartement,3 pièce - 50 m² - s,69003,Lyon,45.75662,4.84365,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ajan00dxrcpsewjn,,,Préfecture / Quais,T3,974.0,0,526.0,0,1720.0,0,791.0,0,1165.0,0,316.0,1,1390.0,0,985.0,0,62.0,3,16.0,4,1524.0,0,2485.0,0,1876.0,0,144.0,3,2442.0,0,,0,,0,,0,,0,,0
258,Vizzit,2800.0,150.0,18.67,Appartement,5 pièce - 150 m² - s,69002,Lyon,45.75664,4.83133,https://www.vizzit.fr/fr/property/appartement/lyon-2/Akx2nrjdc7hjed3z,,,Bellecour / Cordeliers,Grand (T4+),727.0,0,288.0,1,1359.0,0,388.0,1,869.0,0,701.0,0,1545.0,0,462.0,1,233.0,2,129.0,7,1213.0,0,2259.0,0,2405.0,0,147.0,8,2499.0,0,,0,,0,,0,,0,,0
259,Vizzit,685.0,33.0,20.76,Appartement,1 pièce - 33 m²,69003,Lyon,45.75672,4.84675,https://www.vizzit.fr/fr/property/appartement/lyon-3/As5fz2v21tgpk77q,,,Préfecture / Quais,Studio/T1,749.0,0,290.0,1,1869.0,0,800.0,0,1188.0,0,93.0,1,1415.0,0,1199.0,0,247.0,3,133.0,5,1671.0,0,2584.0,0,1637.0,0,264.0,2,2498.0,0,,0,,0,,0,,0,,0
260,Vizzit,716.0,25.0,28.64,Studio,25 m² - Studio,69002,Lyon,45.7568,4.8315,https://www.vizzit.fr/fr/property/appartement/lyon-2/An5apejn6azhdwpw,,,Bellecour / Cordeliers,Studio/T1,706.0,0,269.0,1,1342.0,0,410.0,1,849.0,0,679.0,0,1548.0,0,442.0,1,227.0,1,137.0,7,1201.0,0,2242.0,0,2422.0,0,131.0,7,2513.0,0,,0,,0,,0,,0,,0
261,Vizzit,760.0,15.0,50.67,Studio,15 m² - Studio,69003,Lyon,45.75696,4.85412,https://www.vizzit.fr/fr/property/appartement/lyon-3/Anzil52v57mkryxg,,,Part-Dieu / Villette,Studio/T1,327.0,1,303.0,1,2288.0,0,1068.0,0,1392.0,0,508.0,0,1059.0,0,1736.0,0,804.0,0,346.0,3,2091.0,0,2888.0,0,1075.0,0,460.0,2,2713.0,0,,0,,0,,0,,0,,0
262,Vizzit,1094.0,60.0,18.23,Appartement,2 pièce - 60 m² - s,69002,Lyon,45.75699,4.83222,https://www.vizzit.fr/fr/property/appartement/lyon-2/Alm2ws0dyvt787sx,,,Bellecour / Cordeliers,T2,674.0,0,209.0,1,1327.0,0,454.0,1,820.0,0,625.0,0,1563.0,0,416.0,1,253.0,1,190.0,6,1179.0,0,2224.0,0,2439.0,0,75.0,7,2521.0,0,,0,,0,,0,,0,,0
263,Vizzit,940.0,52.0,18.08,Appartement,2 pièce - 52 m² - s,69003,Lyon,45.757,4.87637,https://www.vizzit.fr/fr/property/appartement/lyon-3/A7n72ukkeqdgdvxg,,,Montchat,T2,1659.0,0,658.0,0,3828.0,0,2051.0,0,1996.0,0,1281.0,0,478.0,1,3436.0,0,1483.0,0,1009.0,0,3646.0,0,4203.0,0,753.0,0,731.0,0,3786.0,0,,0,,0,,0,,0,,0
264,Vizzit,1130.0,56.0,20.18,Appartement,3 pièce - 56 m² - s,69005,Lyon,45.75707,4.80644,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aux51zpfb6de1973,,,Point du Jour / St Just,T3,2205.0,0,1298.0,0,2249.0,0,1818.0,0,2039.0,0,2466.0,0,895.0,0,2055.0,0,641.0,0,380.0,1,1710.0,0,2466.0,0,3259.0,0,678.0,0,3086.0,0,,0,,0,,0,,0,,0
265,Vizzit,616.0,29.0,21.24,Studio,29 m² - Studio,69003,Lyon,45.75709,4.86746,https://www.vizzit.fr/fr/property/appartement/lyon-3/Acjhthh0r9to4f5w,,,Part-Dieu / Villette,Studio/T1,985.0,0,491.0,1,3184.0,0,1581.0,0,1603.0,0,1541.0,0,419.0,2,2749.0,0,1669.0,0,318.0,1,2996.0,0,3628.0,0,285.0,1,60.0,2,3299.0,0,,0,,0,,0,,0,,0
266,Vizzit,1473.0,118.0,12.48,Appartement,4 pièce - 118 m² - s,69002,Lyon,45.75727,4.83482,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ao6jd6sf04ylxn9d,,,Bellecour / Cordeliers,Grand (T4+),636.0,0,44.0,1,1338.0,0,603.0,0,793.0,0,481.0,1,1443.0,0,428.0,1,421.0,2,142.0,5,1170.0,0,2215.0,0,2465.0,0,133.0,4,2515.0,0,,0,,0,,0,,0,,0
267,Vizzit,590.0,28.0,21.07,Appartement,1 pièce - 28 m²,69005,Lyon,45.75738,4.79621,https://www.vizzit.fr/fr/property/appartement/lyon-5/Auxx7jluzmvmpyx0,,,Point du Jour / St Just,Studio/T1,2929.0,0,1240.0,0,2916.0,0,2604.0,0,2534.0,0,3245.0,0,1514.0,0,2833.0,0,628.0,0,1066.0,0,2391.0,0,2772.0,0,3853.0,0,193.0,1,3540.0,0,,0,,0,,0,,0,,0
268,Vizzit,665.0,16.0,41.56,Studio,16 m² - Studio,69003,Lyon,45.75751,4.8746,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ajy8zk3vxh2anqt8,,,Part-Dieu / Villette,Studio/T1,1514.0,0,609.0,0,3679.0,0,1911.0,0,1863.0,0,1429.0,0,337.0,1,3293.0,0,1551.0,0,873.0,0,3498.0,0,4057.0,0,605.0,0,600.0,0,3721.0,0,,0,,0,,0,,0,,0
269,Vizzit,1095.0,58.0,18.88,Appartement,2 pièce - 58 m² - s,69003,Lyon,45.7576,4.85655,https://www.vizzit.fr/fr/property/appartement/lyon-3/Aqpzidnde49wmgtt,,,Part-Dieu / Villette,T2,259.0,1,505.0,0,2406.0,0,1166.0,0,1372.0,0,695.0,0,922.0,0,1905.0,0,1003.0,0,260.0,4,2212.0,0,2960.0,0,875.0,0,498.0,1,2860.0,0,,0,,0,,0,,0,,0
270,Vizzit,580.0,18.0,32.22,Studio,18 m² - Studio,69003,Lyon,45.75777,4.86962,https://www.vizzit.fr/fr/property/appartement/lyon-3/Avv3w1akydmoq8bw,,,Part-Dieu / Villette,Studio/T1,1129.0,0,525.0,0,3308.0,0,1620.0,0,1613.0,0,1709.0,0,251.0,1,2906.0,0,1672.0,0,491.0,1,3124.0,0,3719.0,0,269.0,1,239.0,2,3467.0,0,,0,,0,,0,,0,,0
271,Vizzit,506.0,18.0,28.11,Studio,18 m² - Studio,69003,Lyon,45.75783,4.84949,https://www.vizzit.fr/fr/property/appartement/lyon-3/Aet5h2w1ilvdg9os,,,Part-Dieu / Villette,Studio/T1,504.0,0,201.0,1,1943.0,0,767.0,0,1144.0,0,158.0,1,1365.0,0,1364.0,0,460.0,1,114.0,5,1744.0,0,2593.0,0,1407.0,0,321.0,2,2673.0,0,,0,,0,,0,,0,,0
272,Vizzit,1160.0,33.0,35.15,Appartement,1 pièce - 33 m²,69002,Lyon,45.75798,4.82916,https://www.vizzit.fr/fr/property/appartement/lyon-2/A1m9odzlv4k20y0o,,,Bellecour / Cordeliers,Studio/T1,659.0,0,304.0,4,1208.0,0,503.0,0,777.0,0,748.0,0,1327.0,0,396.0,1,56.0,2,58.0,5,1090.0,0,2111.0,0,2574.0,0,282.0,7,2534.0,0,,0,,0,,0,,0,,0
273,Vizzit,910.0,27.0,33.7,Studio,27 m² - Studio,69002,Lyon,45.75798,4.82916,https://www.vizzit.fr/fr/property/appartement/lyon-2/Azipzjo7lxz7zl0o,,,Bellecour / Cordeliers,Studio/T1,659.0,0,304.0,4,1208.0,0,503.0,0,777.0,0,748.0,0,1327.0,0,396.0,1,56.0,2,58.0,5,1090.0,0,2111.0,0,2574.0,0,282.0,7,2534.0,0,,0,,0,,0,,0,,0
274,Vizzit,690.0,14.0,49.29,Studio,14 m² - Studio,69002,Lyon,45.75798,4.82916,https://www.vizzit.fr/fr/property/appartement/lyon-2/Aiz9qkmv7jn7yddt,,,Bellecour / Cordeliers,Studio/T1,659.0,0,304.0,4,1208.0,0,503.0,0,777.0,0,748.0,0,1327.0,0,396.0,1,56.0,2,58.0,5,1090.0,0,2111.0,0,2574.0,0,282.0,7,2534.0,0,,0,,0,,0,,0,,0
275,Vizzit,1100.0,54.0,20.37,Appartement,2 pièce - 54 m² - s,69003,Lyon,45.7581,4.84177,https://www.vizzit.fr/fr/property/appartement/lyon-3/Apb136lse76zxxg8,,,Préfecture / Quais,T2,821.0,0,548.0,0,1501.0,0,656.0,0,951.0,0,459.0,2,1223.0,0,783.0,0,127.0,2,209.0,5,1305.0,0,2275.0,0,1998.0,0,266.0,2,2591.0,0,,0,,0,,0,,0,,0
276,Vizzit,1045.0,75.0,13.93,Appartement,2 pièce - 75 m² - s,69003,Lyon,45.758105,4.842759,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ainpl32eelz5fx2n,,,Préfecture / Quais,T2,880.0,0,624.0,0,1548.0,0,636.0,0,1000.0,0,386.0,1,1222.0,0,854.0,0,124.0,2,165.0,5,1351.0,0,2306.0,0,1922.0,0,248.0,2,2598.0,0,,0,,0,,0,,0,,0
277,Vizzit,629.0,26.0,24.19,Appartement,2 pièce - 26 m² - s,69003,Lyon,45.75816,4.87431,https://www.vizzit.fr/fr/property/appartement/lyon-3/Aalr3p83vw7u1eth,,,Part-Dieu / Villette,T2,1481.0,0,657.0,0,3634.0,0,1846.0,0,1794.0,0,1474.0,0,273.0,1,3263.0,0,1625.0,0,857.0,0,3454.0,0,4000.0,0,559.0,0,594.0,0,3754.0,0,,0,,0,,0,,0,,0
278,Vizzit,1450.0,68.0,21.32,Appartement,3 pièce - 68 m² - s,69003,Lyon,45.75823,4.85017,https://www.vizzit.fr/fr/property/appartement/lyon-3/A0crq3zyjvesla2s,,,Part-Dieu / Villette,T3,437.0,1,233.0,1,1957.0,0,759.0,0,1129.0,0,224.0,1,1347.0,0,1406.0,0,520.0,0,181.0,3,1759.0,0,2588.0,0,1348.0,0,276.0,3,2732.0,0,,0,,0,,0,,0,,0
279,Vizzit,780.0,52.0,15.0,Appartement,2 pièce - 52 m² - s,69005,Lyon,45.7583,4.7991,https://www.vizzit.fr/fr/property/appartement/lyon-5/A1tyxqcuy1wx7fo6,,,Point du Jour / St Just,T2,2684.0,0,1093.0,0,2669.0,0,2404.0,0,2465.0,0,3011.0,0,1268.0,0,2598.0,0,532.0,0,830.0,0,2250.0,0,2568.0,0,3753.0,0,268.0,1,3314.0,0,,0,,0,,0,,0,,0
280,Vizzit,880.0,50.0,17.6,Appartement,2 pièce - 50 m² - s,69003,Lyon,45.7583,4.85539,https://www.vizzit.fr/fr/property/appartement/lyon-3/A7ckxb0sivifi90p,,,Part-Dieu / Villette,T2,164.0,1,456.0,1,2289.0,0,1048.0,0,1271.0,0,614.0,0,1039.0,0,1803.0,0,921.0,0,176.0,2,2096.0,0,2841.0,0,946.0,0,405.0,2,2889.0,0,,0,,0,,0,,0,,0
281,Vizzit,468.0,27.0,17.33,Appartement,1 pièce - 27 m²,69003,Lyon,45.75857,4.84176,https://www.vizzit.fr/fr/property/appartement/lyon-3/Apkjt9wpc218jlcd,,,Préfecture / Quais,Studio/T1,787.0,0,554.0,0,1459.0,0,606.0,0,913.0,0,422.0,2,1171.0,0,764.0,0,173.0,2,220.0,5,1262.0,0,2227.0,0,1995.0,0,309.0,2,2643.0,0,,0,,0,,0,,0,,0
282,Vizzit,950.0,50.0,19.0,Appartement,2 pièce - 50 m² - s,69009,Lyon,45.7588,4.81129,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ahaaj1716l6718s7,,,Vaise / Valmy,T2,1783.0,0,1041.0,0,1832.0,0,1518.0,0,1819.0,0,2065.0,0,533.0,0,1652.0,0,287.0,1,527.0,0,1592.0,0,2194.0,0,3180.0,0,309.0,2,2734.0,0,,0,,0,,0,,0,,0
283,Vizzit,2733.0,165.0,16.56,Appartement,5 pièce - 165 m² - s,69002,Lyon,45.75883,4.83113,https://www.vizzit.fr/fr/property/appartement/lyon-2/Aago8724n6sm25n1,,,Bellecour / Cordeliers,Grand (T4+),502.0,0,309.0,3,1115.0,0,615.0,0,635.0,0,569.0,0,1430.0,0,233.0,1,128.0,1,143.0,5,976.0,0,2015.0,0,2649.0,0,185.0,6,2454.0,0,,0,,0,,0,,0,,0
284,Vizzit,610.0,35.0,17.43,Studio,35 m² - Studio,69009,Lyon,45.75888,4.81087,https://www.vizzit.fr/fr/property/appartement/lyon-9/Akmwg8uh2xakcy2m,,,Vaise / Valmy,Studio/T1,1809.0,0,1075.0,0,1852.0,0,1551.0,0,1847.0,0,2096.0,0,538.0,0,1683.0,0,287.0,1,527.0,0,1618.0,0,2191.0,0,3206.0,0,313.0,2,2741.0,0,,0,,0,,0,,0,,0
285,Vizzit,1845.0,95.0,19.42,Appartement,3 pièce - 95 m² - s,69003,Lyon,45.7589,4.84364,https://www.vizzit.fr/fr/property/appartement/lyon-3/Aj8hgqjoloyuppgm,,,Préfecture / Quais,T3,887.0,0,607.0,0,1527.0,0,538.0,0,912.0,0,354.0,1,1137.0,0,895.0,0,192.0,2,237.0,6,1329.0,0,2256.0,0,1848.0,0,160.0,2,2694.0,0,,0,,0,,0,,0,,0
286,Vizzit,850.0,20.0,42.5,Appartement,2 pièce - 20 m² - s,69002,Lyon,45.759,4.83616,https://www.vizzit.fr/fr/property/appartement/lyon-2/Avfpmeyfnznaie78,,,Bellecour / Cordeliers,T2,476.0,1,185.0,1,1192.0,0,815.0,0,631.0,0,263.0,1,1225.0,0,349.0,1,421.0,1,117.0,5,1011.0,0,2046.0,0,2427.0,0,208.0,4,2513.0,0,,0,,0,,0,,0,,0
287,Vizzit,1010.0,48.0,21.04,Appartement,2 pièce - 48 m² - s,69003,Lyon,45.75912,4.85149,https://www.vizzit.fr/fr/property/appartement/lyon-3/Am04kfe3qz58o7hg,,,Part-Dieu / Villette,T2,309.0,1,342.0,1,1984.0,0,754.0,0,1101.0,0,363.0,1,1310.0,0,1491.0,0,647.0,0,321.0,5,1789.0,0,2573.0,0,1238.0,0,180.0,5,2858.0,0,,0,,0,,0,,0,,0
288,Vizzit,600.0,17.0,35.29,Studio,17 m² - Studio,69003,Lyon,45.7592,4.85232,https://www.vizzit.fr/fr/property/appartement/lyon-3/Avvxcbji6ioxaug9,,,Part-Dieu / Villette,Studio/T1,244.0,1,372.0,1,2034.0,0,797.0,0,1125.0,0,422.0,1,1295.0,0,1554.0,0,710.0,0,273.0,4,1839.0,0,2608.0,0,1173.0,0,201.0,4,2888.0,0,,0,,0,,0,,0,,0
289,Vizzit,600.0,25.0,24.0,Studio,25 m² - Studio,69005,Lyon,45.75924,4.8124,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aqk45y0upr7zc59o,,,Point du Jour / St Just,Studio/T1,1684.0,0,976.0,0,1734.0,0,1460.0,0,1722.0,0,1974.0,0,460.0,1,1561.0,0,235.0,1,604.0,0,1583.0,0,2134.0,0,3174.0,0,243.0,2,2652.0,0,,0,,0,,0,,0,,0
290,Vizzit,1050.0,47.0,22.34,Appartement,2 pièce - 47 m² - s,69003,Lyon,45.75925,4.84394,https://www.vizzit.fr/fr/property/appartement/lyon-3/Agie364rn9x2l6jl,,,Préfecture / Quais,T2,888.0,0,608.0,0,1516.0,0,498.0,1,875.0,0,356.0,2,1100.0,0,910.0,0,232.0,2,226.0,7,1317.0,0,2233.0,0,1823.0,0,140.0,2,2717.0,0,,0,,0,,0,,0,,0
291,Vizzit,790.0,37.0,21.35,Appartement,2 pièce - 37 m² - s,69002,Lyon,45.759261,4.831931,https://www.vizzit.fr/fr/property/appartement/lyon-2/A35i0mshebnannbp,,,Bellecour / Cordeliers,T2,435.0,1,281.0,1,1074.0,0,677.0,0,574.0,0,492.0,1,1366.0,0,167.0,1,205.0,1,132.0,5,927.0,0,1970.0,0,2692.0,0,151.0,5,2415.0,0,,0,,0,,0,,0,,0
292,Vizzit,1400.0,75.0,18.67,Appartement,3 pièce - 75 m² - s,69003,Lyon,45.75936,4.87036,https://www.vizzit.fr/fr/property/appartement/lyon-3/A7kqk3u96pxao8d0,,,Part-Dieu / Villette,T3,1165.0,0,662.0,0,3301.0,0,1530.0,0,1497.0,0,1780.0,0,92.0,1,2948.0,0,1600.0,0,598.0,0,3122.0,0,3669.0,0,229.0,1,398.0,1,3637.0,0,,0,,0,,0,,0,,0
293,Vizzit,1305.0,91.0,14.34,Appartement,4 pièce - 91 m² - s,69003,Lyon,45.75993,4.84939,https://www.vizzit.fr/fr/property/appartement/lyon-3/A6z4uii51ian2din,,,Part-Dieu / Villette,Grand (T4+),463.0,1,429.0,1,1798.0,0,575.0,0,935.0,0,322.0,1,1151.0,0,1321.0,0,541.0,0,271.0,6,1603.0,0,2401.0,0,1400.0,0,138.0,6,2881.0,0,,0,,0,,0,,0,,0
294,Vizzit,1750.0,85.0,20.59,Appartement,3 pièce - 85 m² - s,69003,Lyon,45.75994,4.84348,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ae2bq72kwj40ahrk,,,Préfecture / Quais,T3,823.0,0,683.0,0,1437.0,0,425.0,1,796.0,0,402.0,3,1020.0,0,864.0,0,308.0,2,154.0,8,1238.0,0,2148.0,0,1858.0,0,203.0,3,2633.0,0,,0,,0,,0,,0,,0
295,Vizzit,574.0,23.0,24.96,Appartement,1 pièce - 23 m²,69003,Lyon,45.76006,4.85986,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ae5zw1r7knvuyi45,,,Part-Dieu / Villette,Studio/T1,351.0,1,563.0,0,2511.0,0,1028.0,0,1134.0,0,999.0,0,903.0,0,2131.0,0,1136.0,0,124.0,4,2326.0,0,2961.0,0,589.0,0,438.0,2,3224.0,0,,0,,0,,0,,0,,0
296,Vizzit,1350.0,67.0,20.15,Appartement,3 pièce - 67 m² - s,69003,Lyon,45.76015,4.86192,https://www.vizzit.fr/fr/property/appartement/lyon-3/Avozoshwevhbosuv,,,Part-Dieu / Villette,T3,511.0,0,462.0,1,2655.0,0,1073.0,0,1145.0,0,1155.0,0,744.0,0,2290.0,0,1174.0,0,36.0,4,2472.0,0,3080.0,0,431.0,1,418.0,1,3314.0,0,,0,,0,,0,,0,,0
297,Vizzit,920.0,43.0,21.4,Appartement,2 pièce - 43 m² - s,69003,Lyon,45.76036,4.84848,https://www.vizzit.fr/fr/property/appartement/lyon-3/Arpxalddhw5gdtkt,,,Part-Dieu / Villette,T2,537.0,0,492.0,1,1713.0,0,492.0,1,858.0,0,345.0,1,1076.0,0,1248.0,0,516.0,0,188.0,5,1518.0,0,2320.0,0,1472.0,0,185.0,5,2801.0,0,,0,,0,,0,,0,,0
298,Vizzit,795.0,26.0,30.58,Studio,26 m² - Studio,69003,Lyon,45.76036,4.84848,https://www.vizzit.fr/fr/property/appartement/lyon-3/Av9zuzp55vsv3wzo,,,Part-Dieu / Villette,Studio/T1,537.0,0,492.0,1,1713.0,0,492.0,1,858.0,0,345.0,1,1076.0,0,1248.0,0,516.0,0,188.0,5,1518.0,0,2320.0,0,1472.0,0,185.0,5,2801.0,0,,0,,0,,0,,0,,0
299,Vizzit,650.0,23.0,28.26,Studio,23 m² - Studio,69009,Lyon,45.76107,4.80825,https://www.vizzit.fr/fr/property/appartement/lyon-9/Al6kf36bnqik74g9,,,Vaise / Valmy,Studio/T1,1916.0,0,968.0,0,1897.0,0,1839.0,0,1981.0,0,2285.0,0,496.0,1,1874.0,0,293.0,1,286.0,1,1935.0,0,2000.0,0,3522.0,0,342.0,1,2636.0,0,,0,,0,,0,,0,,0
300,Vizzit,1215.0,82.0,14.82,Appartement,3 pièce - 82 m² - s,69002,Lyon,45.761091,4.837474,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ag06cz8p1zmfwxwn,,,Bellecour / Cordeliers,T3,353.0,1,436.0,1,1036.0,0,607.0,0,481.0,1,18.0,2,971.0,0,395.0,1,513.0,0,78.0,5,843.0,0,1848.0,0,2330.0,0,160.0,4,2324.0,0,,0,,0,,0,,0,,0
301,Vizzit,930.0,31.0,30.0,Studio,31 m² - Studio,69002,Lyon,45.76192,4.83467,https://www.vizzit.fr/fr/property/appartement/lyon-2/Axfu6acnqhyzaimy,,,Bellecour / Cordeliers,Studio/T1,133.0,2,474.0,1,848.0,0,776.0,0,286.0,1,252.0,1,1002.0,0,220.0,1,557.0,0,137.0,6,667.0,0,1704.0,0,2554.0,0,138.0,5,2170.0,0,,0,,0,,0,,0,,0
302,Vizzit,1120.0,58.0,19.31,Appartement,3 pièce - 58 m² - s,69003,Lyon,45.76199,4.84006,https://www.vizzit.fr/fr/property/appartement/lyon-3/A0dwxqh74t6eialj,,,Préfecture / Quais,T3,498.0,1,634.0,0,1088.0,0,383.0,1,581.0,0,208.0,2,812.0,0,610.0,0,543.0,0,204.0,11,889.0,0,1826.0,0,2139.0,0,381.0,2,2309.0,0,,0,,0,,0,,0,,0
303,Vizzit,1206.0,57.0,21.16,Appartement,2 pièce - 57 m² - s,69003,Lyon,45.76242,4.84299,https://www.vizzit.fr/fr/property/appartement/lyon-3/A13knecgt7olkg62,,,Préfecture / Quais,T2,716.0,0,831.0,0,1232.0,0,178.0,1,520.0,0,124.0,3,743.0,0,842.0,0,585.0,0,90.0,11,1036.0,0,1890.0,0,1921.0,0,267.0,4,2375.0,0,,0,,0,,0,,0,,0
304,Vizzit,1257.0,87.0,14.45,Appartement,3 pièce - 87 m² - s,69002,Lyon,45.76259,4.83269,https://www.vizzit.fr/fr/property/appartement/lyon-2/Apz3c509d6h9b5vb,,,Bellecour / Cordeliers,T3,94.0,3,571.0,0,723.0,0,912.0,0,200.0,1,423.0,1,1049.0,0,208.0,1,527.0,0,307.0,6,560.0,0,1606.0,0,2715.0,0,176.0,6,2061.0,0,,0,,0,,0,,0,,0
305,Vizzit,990.0,70.0,14.14,Appartement,2 pièce - 70 m² - s,69005,Lyon,45.76294,4.82792,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aekxh3b0271cxxay,,,Vieux Lyon,T2,443.0,2,470.0,1,674.0,0,1060.0,0,449.0,1,786.0,0,1094.0,0,426.0,1,526.0,0,384.0,2,602.0,0,1568.0,0,3087.0,0,356.0,4,1979.0,0,,0,,0,,0,,0,,0
306,Vizzit,1090.0,49.0,22.24,Appartement,2 pièce - 49 m² - s,69005,Lyon,45.76298,4.82774,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aliwfupv8ghkm1hm,,,Vieux Lyon,T2,450.0,2,469.0,1,674.0,0,1066.0,0,461.0,1,801.0,0,1080.0,0,440.0,1,534.0,0,396.0,2,606.0,0,1566.0,0,3101.0,0,357.0,4,1974.0,0,,0,,0,,0,,0,,0
307,Vizzit,1520.0,87.0,17.47,Appartement,4 pièce - 87 m² - s,69003,Lyon,45.76327,4.84808,https://www.vizzit.fr/fr/property/appartement/lyon-3/Adk3ndklwqmyennd,,,Part-Dieu / Villette,Grand (T4+),685.0,0,769.0,0,1531.0,0,294.0,1,576.0,0,426.0,2,779.0,0,1248.0,0,760.0,0,90.0,10,1345.0,0,2051.0,0,1554.0,0,65.0,7,2527.0,0,,0,,0,,0,,0,,0
