id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
1017,SeLoger,477.0,20.3,23.5,Appartement,"1 pièce - 20,3 m², Étage 2/7, dès le 02/03/2026",69008,Lyon,45.73864761724036,4.866570843839376,https://www.seloger.com/annonces/locations/appartement/lyon-69/260628421.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Monplaisir / Bachut,Studio/T1,2505.0,0,124.0,2,689.0,0,2301.0,0,715.0,0,354.0,2,62.0,2,1018.0,0,871.0,0,191.0,2,219.0,4,171.0,1,63.0,10,5238.0,0,1771.0,0,288.0,2,76.0,1,681.0,0,4345.0,0,843.0,0
1018,SeLoger,745.0,29.0,25.69,Appartement,"1 pièce - 29 m², étage",69009,Lyon,45.79051529328103,4.812787097067607,https://www.seloger.com/259456989/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Vaise / Valmy,Studio/T1,2789.0,0,250.0,1,1231.0,0,1806.0,0,1216.0,0,1144.0,0,276.0,2,2175.0,0,930.0,0,1385.0,0,476.0,1,1313.0,0,133.0,2,3166.0,0,1830.0,0,413.0,1,1111.0,0,1845.0,0,2693.0,0,856.0,0
1019,SeLoger,1198.0,66.8,17.93,Appartement,"3 pièce - 2 chambre - s, s, 66,8 m², Étage 5/5",69007,Lyon,45.74936325488364,4.839484573540236,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/260786361.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Guillotière / Jean Macé,T3,1574.0,0,58.0,29,83.0,6,747.0,0,240.0,1,350.0,3,192.0,4,212.0,2,341.0,1,58.0,3,268.0,6,273.0,1,191.0,9,4068.0,0,58.0,2,143.0,4,1181.0,0,799.0,0,2442.0,0,1068.0,0
1020,SeLoger,1350.0,63.0,21.43,Appartement,"3 pièce - 2 chambre - s, s, 63 m², étage",69003,Lyon,45.74844911847395,4.879897513352399,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/villette/259397395.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Montchat,T3,2283.0,0,67.0,3,41.0,1,2657.0,0,118.0,1,1101.0,0,248.0,7,2515.0,0,547.0,0,209.0,1,708.0,0,924.0,0,202.0,9,4553.0,0,2660.0,0,567.0,0,1010.0,0,906.0,0,4262.0,0,2051.0,0
1021,SeLoger,840.0,67.9,12.37,Appartement,"4 pièce - 3 chambre - s, s, 67,9 m², RDC/3",69008,Lyon,45.734548022250294,4.867503516129846,https://www.seloger.com/annonces/locations/appartement/lyon-69/260511359.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Monplaisir / Bachut,Grand (T4+),2959.0,0,294.0,4,317.0,1,2698.0,0,1172.0,0,494.0,1,261.0,8,765.0,0,700.0,0,338.0,1,232.0,2,292.0,1,201.0,13,5699.0,0,2059.0,0,231.0,1,435.0,1,1103.0,0,4769.0,0,995.0,0
1022,SeLoger,738.0,51.3,14.39,Appartement,"2 pièce - 1 chambre - s, , 51,3 m², Étage 3/4",69005,Lyon,45.75991344586516,4.78738224279626,https://www.seloger.com/annonces/locations/appartement/lyon-69/260689545.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Point du Jour / St Just,T2,3523.0,0,886.0,0,854.0,0,2223.0,0,2229.0,0,1838.0,0,146.0,4,2238.0,0,853.0,0,1561.0,0,2153.0,0,2164.0,0,177.0,12,5775.0,0,2108.0,0,508.0,0,816.0,0,2221.0,0,3747.0,0,1875.0,0
1023,SeLoger,1500.0,93.2,16.09,Appartement,"3 pièce - 2 chambre - s, s, 93,2 m², Étage 4/4",69007,Lyon,45.746120443681534,4.8326639554752715,https://www.seloger.com/annonces/locations/appartement/lyon-69/260684373.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Guillotière / Jean Macé,T3,1873.0,0,350.0,4,350.0,1,768.0,0,507.0,0,969.0,0,167.0,3,375.0,1,394.0,1,194.0,1,195.0,2,833.0,0,341.0,3,4570.0,0,194.0,1,391.0,2,1199.0,0,764.0,0,2751.0,0,1076.0,0
1024,SeLoger,1473.0,65.0,22.66,Appartement,"3 pièce - 2 chambre - s, s, 65 m², Étage 2/6",69003,Lyon,45.75452978282475,4.861139745761304,https://www.seloger.com/annonces/locations/appartement/lyon-69/260161195.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Part-Dieu / Villette,T3,736.0,0,330.0,3,408.0,1,1133.0,0,530.0,0,313.0,1,123.0,10,1329.0,0,1243.0,0,134.0,2,456.0,1,790.0,0,294.0,2,3423.0,0,1060.0,0,472.0,1,645.0,0,875.0,0,2710.0,0,1430.0,0
1025,SeLoger,983.0,38.0,25.87,Appartement,"2 pièce - 1 chambre - s, , 38 m², étage",69008,Lyon,45.734077007135724,4.862621518256401,https://www.seloger.com/annonces/locations/appartement/lyon-69/260824219.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Monplaisir / Bachut,T2,2913.0,0,91.0,2,358.0,2,2534.0,0,1265.0,0,355.0,1,47.0,5,429.0,1,909.0,0,591.0,0,343.0,1,467.0,1,158.0,7,5687.0,0,1796.0,0,462.0,1,618.0,0,1270.0,0,4632.0,0,696.0,0
1026,SeLoger,1200.0,54.1,22.18,Appartement,"2 pièce - 1 chambre - s, , 54,1 m², étage",69003,Lyon,45.75576623141094,4.86195159456607,https://www.seloger.com/annonces/locations/appartement/lyon-69/260819659.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Part-Dieu / Villette,T2,679.0,0,345.0,4,277.0,1,1121.0,0,653.0,0,340.0,2,69.0,6,1199.0,0,1328.0,0,184.0,3,403.0,1,818.0,0,333.0,5,3301.0,0,1088.0,0,402.0,2,722.0,0,782.0,0,2665.0,0,1581.0,0
1027,SeLoger,1100.0,75.0,14.67,Appartement,"2 pièce - 1 chambre - s, , 75 m², Étage 1/5",69002,Lyon,45.74451489210616,4.817615126570845,https://www.seloger.com/annonces/locations/appartement/lyon-69/260158987.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Confluence,T2,2403.0,0,197.0,6,311.0,1,1345.0,0,416.0,1,298.0,1,131.0,6,719.0,0,1454.0,0,158.0,3,371.0,1,616.0,0,171.0,5,5240.0,0,1097.0,0,472.0,1,955.0,0,1357.0,0,3165.0,0,1924.0,0
1028,SeLoger,590.0,16.0,36.88,Appartement,"1 pièce - 16 m², RDC",69009,Lyon,45.775890023760006,4.816780389097799,https://www.seloger.com/annonces/locations/appartement/lyon-69/260533779.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Vaise / Valmy,Studio/T1,1429.0,0,513.0,0,641.0,0,746.0,0,791.0,0,660.0,0,21.0,7,683.0,0,729.0,0,824.0,0,534.0,0,282.0,1,303.0,7,2960.0,0,762.0,0,480.0,1,330.0,2,771.0,0,1381.0,0,730.0,0
1029,SeLoger,1775.0,99.5,17.84,Appartement,"3 pièce - 2 chambre - s, s, 99,5 m², Étage 4/5",69002,Lyon,45.7502034777853,4.8266223266296375,https://www.seloger.com/annonces/locations/appartement/lyon-69/260602165.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Ainay,T3,1522.0,0,100.0,14,51.0,3,417.0,2,218.0,4,464.0,2,112.0,6,283.0,1,666.0,0,217.0,6,204.0,3,476.0,1,251.0,8,4345.0,0,217.0,2,315.0,4,1461.0,0,415.0,1,2351.0,0,1616.0,0
1030,SeLoger,620.0,15.0,41.33,Appartement,"1 pièce - 15 m², étage, dès le 15/02/2026",69009,Lyon,45.76242335924989,4.80328642060446,https://www.seloger.com/259386307/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Vaise / Valmy,Studio/T1,2260.0,0,412.0,1,440.0,1,1353.0,0,1366.0,0,873.0,0,311.0,2,1144.0,0,454.0,1,299.0,1,1112.0,0,1033.0,0,266.0,1,4571.0,0,1228.0,0,733.0,0,35.0,1,1365.0,0,2493.0,0,621.0,0
1031,SeLoger,896.0,37.3,24.02,Appartement,"1 pièce - 37,3 m², RDC, dès le 10/03/2026",69008,Lyon,45.735109506330545,4.887990522034768,https://www.seloger.com/annonces/locations/appartement/lyon-69/260679239.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Monplaisir / Bachut,Studio/T1,3733.0,0,479.0,1,582.0,0,3835.0,0,1495.0,0,1274.0,0,154.0,3,2301.0,0,617.0,0,583.0,0,376.0,1,1662.0,0,103.0,7,6160.0,0,3464.0,0,595.0,0,1632.0,0,1744.0,0,5709.0,0,2525.0,0
1032,SeLoger,1257.0,71.9,17.48,Appartement,"3 pièce - 2 chambre - s, s, 71,9 m², Étage 1/5",69003,Lyon,45.76191006165958,4.868557773310515,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/la-guillotiere-nord/259605899.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Part-Dieu / Villette,T3,1051.0,0,359.0,4,403.0,1,1141.0,0,1185.0,0,367.0,1,296.0,13,848.0,0,1300.0,0,311.0,1,788.0,0,1434.0,0,209.0,9,2820.0,0,1166.0,0,477.0,1,1474.0,0,926.0,0,2749.0,0,2412.0,0
1033,SeLoger,397.0,18.2,21.81,Appartement,"1 pièce - 18,2 m², étage",69007,Lyon,45.73681272996454,4.846343341857754,https://www.seloger.com/annonces/locations/appartement/lyon-69/260036985.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Guillotière / Jean Macé,Studio/T1,2647.0,0,322.0,1,493.0,1,1902.0,0,1291.0,0,316.0,1,384.0,3,485.0,1,727.0,0,356.0,1,526.0,0,920.0,0,428.0,2,5354.0,0,924.0,0,576.0,0,588.0,0,1789.0,0,3919.0,0,432.0,1
1034,SeLoger,1400.0,74.4,18.82,Appartement,"4 pièce - 3 chambre - Duplex s, s, 74,4 m², RDC",69005,Lyon,45.76508601834584,4.80518153881065,https://www.seloger.com/annonces/locations/appartement/lyon-69/260702743.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Point du Jour / St Just,Grand (T4+),2084.0,0,395.0,2,642.0,0,1033.0,0,1080.0,0,1050.0,0,315.0,2,817.0,0,643.0,0,223.0,1,1080.0,0,1086.0,0,289.0,4,4290.0,0,910.0,0,707.0,0,354.0,1,1047.0,0,2256.0,0,561.0,0
1035,SeLoger,590.0,21.5,27.44,Appartement,"1 pièce - 21,5 m², étage",69008,Lyon,45.74509782793304,4.867151911863167,https://www.seloger.com/annonces/locations/appartement/lyon-69/260684585.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Monplaisir / Bachut,Studio/T1,1871.0,0,85.0,4,16.0,2,1875.0,0,30.0,1,418.0,1,109.0,7,1500.0,0,790.0,0,220.0,2,332.0,2,888.0,0,121.0,11,4549.0,0,1663.0,0,36.0,3,240.0,1,107.0,2,3795.0,0,995.0,0
1036,SeLoger,995.0,53.0,18.77,Appartement,"2 pièce - 1 chambre - s, , 53 m², Étage 3/4",69007,Lyon,45.747829422548804,4.849275896519518,https://www.seloger.com/annonces/locations/appartement/lyon-69/260442261.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Guillotière / Jean Macé,T2,1410.0,0,148.0,18,120.0,5,709.0,0,220.0,1,362.0,4,97.0,6,566.0,0,624.0,0,208.0,5,327.0,1,479.0,1,79.0,10,4115.0,0,409.0,1,282.0,3,788.0,0,1314.0,0,2810.0,0,744.0,0
1037,SeLoger,867.0,42.2,20.55,Appartement,"2 pièce - 1 chambre - s, , 42,2 m², Étage 2/2",69000,Lyon,45.75557313702836,4.845145667200524,https://www.seloger.com/annonces/locations/appartement/lyon-69/260534783.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Grand Lyon / Autre,T2,920.0,0,68.0,34,135.0,4,214.0,1,177.0,3,226.0,9,160.0,13,824.0,0,213.0,3,175.0,5,42.0,9,516.0,0,156.0,12,3298.0,0,310.0,2,221.0,3,609.0,0,1001.0,0,1892.0,0,1648.0,0
1038,SeLoger,900.0,49.0,18.37,Appartement,"2 pièce - 1 chambre - s, , 49 m², RDC",69005,Lyon,45.75105266297719,4.806978810418397,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/fourviere-saint-just/258969729.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Point du Jour / St Just,T2,2465.0,0,956.0,0,499.0,1,1752.0,0,1454.0,0,658.0,0,455.0,1,1006.0,0,1098.0,0,399.0,1,879.0,0,950.0,0,246.0,4,5163.0,0,1616.0,0,902.0,0,1296.0,0,1819.0,0,2991.0,0,1283.0,0
1039,SeLoger,648.0,28.0,23.14,Appartement,"1 pièce - 28 m², étage",69009,Lyon,45.76476543011341,4.815553853072849,https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/vaise-rochecardon-industrie/258928857.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Vaise / Valmy,Studio/T1,1283.0,0,277.0,3,956.0,0,1227.0,0,385.0,1,764.0,0,215.0,5,759.0,0,470.0,1,691.0,0,904.0,0,726.0,0,247.0,3,3643.0,0,753.0,0,436.0,1,1021.0,0,1258.0,0,1518.0,0,380.0,2
1040,SeLoger,1500.0,99.7,15.05,Appartement,"5 pièce - 3 chambre - s, s, 99,7 m², étage",69008,Lyon,45.74197023571279,4.870123005859066,https://www.seloger.com/annonces/locations/appartement/lyon-69/260158985.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Monplaisir / Bachut,Grand (T4+),2287.0,0,244.0,3,348.0,3,2260.0,0,433.0,1,491.0,1,167.0,3,1479.0,0,576.0,0,176.0,2,92.0,3,599.0,0,67.0,15,4944.0,0,1926.0,0,343.0,2,439.0,1,264.0,1,4210.0,0,1146.0,0
1041,SeLoger,616.0,22.0,28.0,Appartement,"1 pièce - 22 m², étage, dès le 23/03/2026",69000,Lyon,45.760307167846435,4.85524480163455,https://www.seloger.com/annonces/locations/appartement/lyon-69/260144609.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Grand Lyon / Autre,Studio/T1,60.0,1,167.0,6,104.0,1,409.0,1,797.0,0,356.0,1,164.0,5,767.0,0,966.0,0,61.0,4,287.0,4,478.0,1,361.0,5,2725.0,0,519.0,0,182.0,4,676.0,0,107.0,3,1942.0,0,1989.0,0
1042,SeLoger,1370.0,93.8,14.61,Appartement,"3 pièce - 2 chambre - s, s, 93,8 m², étage",69009,Lyon,45.78502509240757,4.797797385988592,https://www.seloger.com/annonces/locations/appartement/lyon-69/260107399.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Vaise / Valmy,T3,3213.0,0,802.0,0,245.0,1,1306.0,0,904.0,0,241.0,1,187.0,4,1889.0,0,1796.0,0,934.0,0,1069.0,0,1574.0,0,32.0,6,4263.0,0,1373.0,0,908.0,0,535.0,0,1382.0,0,3156.0,0,1646.0,0
1043,SeLoger,1290.0,77.0,16.75,Appartement,"3 pièce - 2 chambre - s, s, 77 m², Étage 4/5",69001,Lyon,45.767691767642084,4.817766517081313,https://www.seloger.com/annonces/locations/appartement/lyon-69/260018573.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Terreaux / Hotel de Ville,T3,1118.0,0,115.0,5,906.0,0,1082.0,0,228.0,1,542.0,0,185.0,6,609.0,0,836.0,0,531.0,0,811.0,0,1069.0,0,382.0,6,3312.0,0,531.0,0,706.0,0,1002.0,0,1116.0,0,1238.0,0,747.0,0
1044,SeLoger,540.0,60.0,9.0,Appartement,"4 pièce - 3 chambre - s, s, 60 m², RDC",69009,Lyon,45.78260030188632,4.811569094289894,https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/la-duchere/259611675.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Vaise / Valmy,Grand (T4+),2190.0,0,637.0,0,440.0,1,946.0,0,422.0,1,474.0,1,332.0,4,1293.0,0,722.0,0,585.0,0,416.0,1,574.0,0,440.0,2,3204.0,0,960.0,0,672.0,0,234.0,1,975.0,0,2117.0,0,566.0,0
1045,SeLoger,2350.0,100.7,23.34,Appartement,"4 pièce - 3 chambre - Duplex s, s, 100,7 m², Étage 5/5",69006,Lyon,45.77461117039243,4.857560737340263,https://www.seloger.com/annonces/locations/appartement/lyon-69/260684371.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Brotteaux / Foch,Grand (T4+),1659.0,0,527.0,0,537.0,0,638.0,0,499.0,1,812.0,0,320.0,2,759.0,0,520.0,0,733.0,0,720.0,0,1455.0,0,317.0,2,1188.0,0,947.0,0,621.0,0,2270.0,0,671.0,0,1732.0,0,3120.0,0
1046,SeLoger,1020.0,55.0,18.55,Appartement,"2 pièce - 1 chambre - s, , 55 m², RDC",69000,Lyon,45.756631866918305,4.849518026751899,https://www.seloger.com/annonces/locations/appartement/lyon-69/26ANYQMTTEIU.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Grand Lyon / Autre,T2,572.0,0,87.0,9,493.0,1,379.0,1,480.0,1,167.0,4,172.0,13,1078.0,0,461.0,1,140.0,5,258.0,3,159.0,1,138.0,13,3137.0,0,140.0,1,395.0,3,352.0,1,678.0,0,1947.0,0,1635.0,0
1047,SeLoger,1008.0,56.0,18.0,Appartement,"3 pièce - 2 chambre - s, s, 56 m², Étage 5/6",69002,Lyon,45.757175592388585,4.8270692294269635,https://www.seloger.com/annonces/locations/appartement/lyon-69/260358819.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Bellecour / Cordeliers,T3,827.0,0,97.0,22,293.0,1,448.0,1,138.0,9,145.0,4,132.0,17,563.0,0,169.0,2,128.0,6,265.0,1,652.0,0,140.0,13,3658.0,0,555.0,0,229.0,6,1965.0,0,375.0,1,1591.0,0,1148.0,0
1048,SeLoger,2795.0,104.0,26.88,Appartement,"3 pièce - 2 chambre - s, s, 104 m², Étage 5/6",69006,Lyon,45.78156761552226,4.84856555907836,https://www.seloger.com/annonces/locations/appartement/lyon-69/259932687.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Brotteaux / Foch,T3,1787.0,0,434.0,2,469.0,1,1256.0,0,1335.0,0,1296.0,0,698.0,0,1523.0,0,1236.0,0,884.0,0,1276.0,0,674.0,0,719.0,0,482.0,1,1096.0,0,1251.0,0,1597.0,0,1366.0,0,1516.0,0,2244.0,0
1049,SeLoger,1016.0,45.0,22.58,Appartement,"2 pièce - 1 chambre - s, , 45 m², RDC/4",69000,Lyon,45.75288577260716,4.847782901408573,https://www.seloger.com/annonces/locations/appartement/lyon-69/26TAPV7FP3K7.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Grand Lyon / Autre,T2,965.0,0,120.0,33,133.0,4,149.0,1,337.0,5,139.0,7,149.0,8,665.0,0,203.0,1,117.0,4,327.0,9,531.0,0,36.0,10,3565.0,0,297.0,1,237.0,5,429.0,1,1096.0,0,2247.0,0,1289.0,0
1050,SeLoger,481.0,20.1,23.93,Appartement,"1 pièce - 20,1 m², Étage 3/3, dès le 19/02/2026",69000,Lyon,45.77915836229667,4.833775185925218,https://www.seloger.com/annonces/locations/appartement/lyon-69/260689571.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Grand Lyon / Autre,Studio/T1,1049.0,0,60.0,12,111.0,4,155.0,2,414.0,2,247.0,4,171.0,19,844.0,0,204.0,9,108.0,7,111.0,2,137.0,4,87.0,11,1599.0,0,183.0,3,87.0,2,423.0,1,296.0,2,890.0,0,1208.0,0
1051,SeLoger,1113.0,65.0,17.12,Appartement,"3 pièce - 2 chambre - s, s, 65 m², Étage 5/6",69003,Lyon,45.758206223608084,4.873493432792121,https://www.seloger.com/annonces/locations/appartement/lyon-69/260677493.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,Part-Dieu / Villette,T3,1418.0,0,327.0,3,667.0,0,1695.0,0,1000.0,0,489.0,1,221.0,4,1405.0,0,1640.0,0,795.0,0,623.0,0,1319.0,0,234.0,9,3361.0,0,1675.0,0,535.0,0,1318.0,0,1367.0,0,3268.0,0,2271.0,0
1052,SeLoger,2350.0,110.0,21.36,Maison,"5 pièce - 3 chambre - Maison s, s, 110 m², dès le 04/04/2026",69008,Lyon,45.726235998231616,4.8733347762806245,https://www.seloger.com/annonces/locations/maison/lyon-69/259961619.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,Monplaisir / Bachut,Grand (T4+),3982.0,0,736.0,0,848.0,0,3714.0,0,2156.0,0,369.0,1,277.0,2,1254.0,0,887.0,0,580.0,0,549.0,0,1313.0,0,117.0,6,6700.0,0,3000.0,0,652.0,0,1433.0,0,2031.0,0,5795.0,0,1898.0,0
