id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
294,Vizzit,1750.0,85.0,20.59,Appartement,3 pièce - 85 m² - s,69003,Lyon,45.75994,4.84348,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ae2bq72kwj40ahrk,Préfecture / Quais,T3,823.0,0,95.0,19,401.0,2,399.0,2,382.0,3,133.0,16,341.0,4,556.0,0,308.0,2,154.0,8,414.0,3,711.0,0,231.0,7,2852.0,0,208.0,2,203.0,3,947.0,0,782.0,0,1395.0,0,2141.0,0
295,Vizzit,574.0,23.0,24.96,Appartement,1 pièce - 23 m²,69003,Lyon,45.76006,4.85986,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ae5zw1r7knvuyi45,Part-Dieu / Villette,Studio/T1,351.0,1,63.0,3,349.0,1,673.0,0,876.0,0,501.0,0,279.0,5,710.0,0,1136.0,0,124.0,4,216.0,3,737.0,0,417.0,3,2801.0,0,698.0,0,438.0,2,827.0,0,313.0,3,2247.0,0,1999.0,0
296,Vizzit,1350.0,67.0,20.15,Appartement,3 pièce - 67 m² - s,69003,Lyon,45.76015,4.86192,https://www.vizzit.fr/fr/property/appartement/lyon-3/Avozoshwevhbosuv,Part-Dieu / Villette,T3,511.0,0,219.0,3,416.0,3,805.0,0,971.0,0,435.0,1,137.0,4,719.0,0,1174.0,0,36.0,4,325.0,1,884.0,0,284.0,6,2827.0,0,802.0,0,418.0,1,947.0,0,447.0,1,2377.0,0,2045.0,0
297,Vizzit,920.0,43.0,21.4,Appartement,2 pièce - 43 m² - s,69003,Lyon,45.76036,4.84848,https://www.vizzit.fr/fr/property/appartement/lyon-3/Arpxalddhw5gdtkt,Part-Dieu / Villette,T2,537.0,0,73.0,8,565.0,0,384.0,3,427.0,1,244.0,6,180.0,10,940.0,0,516.0,0,188.0,5,441.0,2,454.0,1,149.0,13,2733.0,0,294.0,3,185.0,5,737.0,0,508.0,0,1564.0,0,2057.0,0
298,Vizzit,795.0,26.0,30.58,Studio,26 m² - Studio,69003,Lyon,45.76036,4.84848,https://www.vizzit.fr/fr/property/appartement/lyon-3/Av9zuzp55vsv3wzo,Part-Dieu / Villette,Studio/T1,537.0,0,73.0,8,565.0,0,384.0,3,427.0,1,244.0,6,180.0,10,940.0,0,516.0,0,188.0,5,441.0,2,454.0,1,149.0,13,2733.0,0,294.0,3,185.0,5,737.0,0,508.0,0,1564.0,0,2057.0,0
299,Vizzit,650.0,23.0,28.26,Studio,23 m² - Studio,69009,Lyon,45.76107,4.80825,https://www.vizzit.fr/fr/property/appartement/lyon-9/Al6kf36bnqik74g9,Vaise / Valmy,Studio/T1,1916.0,0,775.0,0,624.0,0,1466.0,0,1082.0,0,547.0,0,496.0,2,1130.0,0,293.0,1,286.0,1,718.0,0,622.0,0,473.0,2,4343.0,0,1353.0,0,342.0,1,442.0,1,1486.0,0,2211.0,0,277.0,2
300,Vizzit,1215.0,82.0,14.82,Appartement,3 pièce - 82 m² - s,69002,Lyon,45.761091,4.837474,https://www.vizzit.fr/fr/property/appartement/lyon-2/Ag06cz8p1zmfwxwn,Bellecour / Cordeliers,T3,353.0,1,119.0,48,180.0,5,489.0,1,132.0,18,18.0,8,394.0,1,103.0,3,513.0,0,78.0,5,215.0,1,1187.0,0,399.0,2,2886.0,0,519.0,0,160.0,4,1401.0,0,342.0,3,1139.0,0,1845.0,0
301,Vizzit,930.0,31.0,30.0,Studio,31 m² - Studio,69002,Lyon,45.76192,4.83467,https://www.vizzit.fr/fr/property/appartement/lyon-2/Axfu6acnqhyzaimy,Bellecour / Cordeliers,Studio/T1,133.0,2,19.0,64,226.0,7,651.0,0,26.0,20,252.0,2,253.0,2,199.0,4,557.0,0,137.0,6,24.0,1,1423.0,0,253.0,7,2901.0,0,553.0,0,138.0,5,1635.0,0,175.0,3,1002.0,0,1627.0,0
302,Vizzit,1120.0,58.0,19.31,Appartement,3 pièce - 58 m² - s,69003,Lyon,45.76199,4.84006,https://www.vizzit.fr/fr/property/appartement/lyon-3/A0dwxqh74t6eialj,Préfecture / Quais,T3,498.0,1,35.0,30,217.0,2,268.0,2,268.0,10,203.0,12,388.0,4,326.0,1,543.0,0,204.0,11,403.0,1,1056.0,0,409.0,3,2717.0,0,314.0,1,381.0,2,1297.0,0,536.0,0,1085.0,0,2045.0,0
303,Vizzit,1206.0,57.0,21.16,Appartement,2 pièce - 57 m² - s,69003,Lyon,45.76242,4.84299,https://www.vizzit.fr/fr/property/appartement/lyon-3/A13knecgt7olkg62,Préfecture / Quais,T2,716.0,0,121.0,21,133.0,1,121.0,4,143.0,4,124.0,13,361.0,8,553.0,0,585.0,0,90.0,11,385.0,1,905.0,0,336.0,6,2597.0,0,113.0,3,267.0,4,1169.0,0,512.0,0,1133.0,0,2274.0,0
304,Vizzit,1257.0,87.0,14.45,Appartement,3 pièce - 87 m² - s,69002,Lyon,45.76259,4.83269,https://www.vizzit.fr/fr/property/appartement/lyon-2/Apz3c509d6h9b5vb,Bellecour / Cordeliers,T3,94.0,3,40.0,64,93.0,8,560.0,0,46.0,30,127.0,2,179.0,4,200.0,4,527.0,0,307.0,6,193.0,2,1394.0,0,221.0,8,2916.0,0,509.0,0,176.0,6,1781.0,0,87.0,3,920.0,0,1477.0,0
305,Vizzit,990.0,70.0,14.14,Appartement,2 pièce - 70 m² - s,69005,Lyon,45.76294,4.82792,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aekxh3b0271cxxay,Vieux Lyon,T2,443.0,2,41.0,63,92.0,5,600.0,0,22.0,19,378.0,3,84.0,4,127.0,4,526.0,0,384.0,2,393.0,2,1118.0,0,224.0,9,3098.0,0,545.0,0,356.0,4,1588.0,0,367.0,3,967.0,0,1113.0,0
306,Vizzit,1090.0,49.0,22.24,Appartement,2 pièce - 49 m² - s,69005,Lyon,45.76298,4.82774,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aliwfupv8ghkm1hm,Vieux Lyon,T2,450.0,2,52.0,59,105.0,5,603.0,0,26.0,18,390.0,3,74.0,4,132.0,4,534.0,0,396.0,2,394.0,2,1108.0,0,223.0,9,3103.0,0,535.0,0,357.0,4,1579.0,0,382.0,3,969.0,0,1100.0,0
307,Vizzit,1520.0,87.0,17.47,Appartement,4 pièce - 87 m² - s,69003,Lyon,45.76327,4.84808,https://www.vizzit.fr/fr/property/appartement/lyon-3/Adk3ndklwqmyennd,Part-Dieu / Villette,Grand (T4+),685.0,0,256.0,10,430.0,2,73.0,5,183.0,4,243.0,10,131.0,7,956.0,0,760.0,0,90.0,10,319.0,2,760.0,0,185.0,17,2417.0,0,90.0,2,65.0,7,1046.0,0,516.0,0,1306.0,0,2378.0,0
308,Vizzit,890.0,27.0,32.96,Studio,27 m² - Studio,69003,Lyon,45.76361,4.86148,https://www.vizzit.fr/fr/property/appartement/lyon-3/Ab4dkxdqaimps9dx,Part-Dieu / Villette,Studio/T1,638.0,0,252.0,4,193.0,1,603.0,0,760.0,0,235.0,2,261.0,11,342.0,1,810.0,0,335.0,3,322.0,3,1075.0,0,358.0,5,2446.0,0,586.0,0,124.0,1,1218.0,0,430.0,1,2170.0,0,2411.0,0
309,Vizzit,975.0,37.0,26.35,Appartement,2 pièce - 37 m² - s,69006,Lyon,45.76365,4.85476,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aieocazkktyaxwx6,Brotteaux / Foch,T2,433.0,1,169.0,8,227.0,2,155.0,2,641.0,0,675.0,0,231.0,7,497.0,1,718.0,0,28.0,10,65.0,5,794.0,0,193.0,15,2352.0,0,148.0,2,192.0,5,1032.0,0,235.0,3,1701.0,0,2361.0,0
310,Vizzit,800.0,46.0,17.39,Appartement,2 pièce - 46 m² - s,69006,Lyon,45.76365,4.85476,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aairce4nv61f2ifg,Brotteaux / Foch,T2,433.0,1,169.0,8,227.0,2,155.0,2,641.0,0,675.0,0,231.0,7,497.0,1,718.0,0,28.0,10,65.0,5,794.0,0,193.0,15,2352.0,0,148.0,2,192.0,5,1032.0,0,235.0,3,1701.0,0,2361.0,0
311,Vizzit,950.0,28.0,33.93,Appartement,2 pièce - 28 m² - s,69002,Lyon,45.76371,4.83764,https://www.vizzit.fr/fr/property/appartement/lyon-2/A1cbrlf4vt55wpss,Bellecour / Cordeliers,T2,310.0,2,46.0,45,340.0,6,397.0,1,177.0,16,290.0,8,329.0,5,362.0,2,773.0,0,40.0,11,305.0,1,1284.0,0,167.0,8,2618.0,0,412.0,1,276.0,3,1564.0,0,336.0,2,853.0,0,1872.0,0
312,Vizzit,1590.0,97.0,16.39,Appartement,3 pièce - 97 m² - s,69005,Lyon,45.76396,4.82889,https://www.vizzit.fr/fr/property/appartement/lyon-5/A707c4vx0p8lhnko,Vieux Lyon,T3,312.0,3,48.0,69,85.0,5,464.0,1,53.0,19,293.0,7,210.0,3,10.0,4,625.0,0,413.0,3,351.0,3,1239.0,0,114.0,13,2963.0,0,496.0,1,288.0,6,1510.0,0,358.0,3,833.0,0,1207.0,0
313,Vizzit,758.0,33.0,22.97,Appartement,2 pièce - 33 m² - s,69002,Lyon,45.76401,4.8349,https://www.vizzit.fr/fr/property/appartement/lyon-2/Alcz9l7daheqzs5s,Bellecour / Cordeliers,T2,146.0,3,76.0,62,181.0,8,463.0,1,79.0,15,177.0,4,256.0,2,314.0,5,750.0,0,199.0,7,250.0,3,1229.0,0,190.0,10,2691.0,0,320.0,1,97.0,7,1727.0,0,148.0,3,775.0,0,1666.0,0
314,Vizzit,700.0,30.0,23.33,Appartement,3 pièce - 30 m² - s,69006,Lyon,45.76405,4.86778,https://www.vizzit.fr/fr/property/appartement/lyon-6/Afuhaa932jiszglz,Brotteaux / Foch,T3,1075.0,0,121.0,4,300.0,1,970.0,0,968.0,0,258.0,1,115.0,8,677.0,0,1099.0,0,156.0,1,776.0,0,1492.0,0,204.0,4,2580.0,0,1061.0,0,368.0,1,1575.0,0,903.0,0,2611.0,0,2604.0,0
315,Vizzit,990.0,60.0,16.5,Appartement,2 pièce - 60 m² - s,69006,Lyon,45.7641,4.85523,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aypm4qzvu706pn6w,Brotteaux / Foch,T2,481.0,1,129.0,10,171.0,2,201.0,2,606.0,0,680.0,0,249.0,7,437.0,1,663.0,0,87.0,10,90.0,5,853.0,0,158.0,14,2305.0,0,123.0,2,222.0,4,1087.0,0,284.0,3,1708.0,0,2411.0,0
316,Vizzit,1100.0,46.0,23.91,Appartement,2 pièce - 46 m² - s,69006,Lyon,45.7642,4.8428,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ad8d7yfluv3dmqik,Brotteaux / Foch,T2,713.0,0,86.0,19,109.0,2,79.0,4,62.0,7,79.0,12,186.0,8,641.0,0,784.0,0,86.0,10,209.0,1,1059.0,0,226.0,12,2413.0,0,289.0,2,141.0,6,1333.0,0,322.0,1,958.0,0,2276.0,0
317,Vizzit,460.0,58.0,7.93,Appartement,3 pièce - 58 m² - s,69006,Lyon,45.76422,4.8494,https://www.vizzit.fr/fr/property/appartement/lyon-6/A3y6bre9kz3n2o8c,Brotteaux / Foch,T3,677.0,0,231.0,9,403.0,3,164.0,4,284.0,3,334.0,6,117.0,9,841.0,0,844.0,0,141.0,12,228.0,3,833.0,0,83.0,17,2298.0,0,141.0,3,180.0,8,1117.0,0,501.0,0,1317.0,0,2462.0,0
318,Vizzit,897.0,54.0,16.61,Appartement,2 pièce - 54 m² - s,69002,Lyon,45.76432,4.83714,https://www.vizzit.fr/fr/property/appartement/lyon-2/Al8l632s44fxt0kp,Bellecour / Cordeliers,T2,301.0,3,45.0,55,311.0,7,445.0,1,171.0,15,325.0,5,332.0,5,320.0,2,850.0,0,117.0,9,334.0,1,1210.0,0,103.0,9,2575.0,0,333.0,1,198.0,4,1638.0,0,317.0,1,780.0,0,1843.0,0
319,Vizzit,1025.0,50.0,20.5,Appartement,3 pièce - 50 m² - s,69005,Lyon,45.76458,4.8274,https://www.vizzit.fr/fr/property/appartement/lyon-5/Aly13kdgwalvi7l1,Vieux Lyon,T3,381.0,2,1.0,56,96.0,5,480.0,1,64.0,18,302.0,9,225.0,4,138.0,2,713.0,0,308.0,2,371.0,3,1181.0,0,83.0,13,2984.0,0,369.0,1,340.0,2,1403.0,0,488.0,1,825.0,0,1113.0,0
320,Vizzit,1467.0,72.0,20.38,Appartement,3 pièce - 72 m² - s,69005,Lyon,45.76463,4.82845,https://www.vizzit.fr/fr/property/appartement/lyon-5/A29ebami9h47cl9z,Vieux Lyon,T3,303.0,3,27.0,64,16.0,6,421.0,1,18.0,18,320.0,9,254.0,4,90.0,2,703.0,0,332.0,2,309.0,3,1251.0,0,33.0,16,2927.0,0,418.0,1,266.0,4,1428.0,0,413.0,2,780.0,0,1193.0,0
321,Vizzit,2350.0,100.0,23.5,Appartement,4 pièce - 100 m² - s,69006,Lyon,45.76494,4.86577,https://www.vizzit.fr/fr/property/appartement/lyon-6/Anay0eyc968if05i,Brotteaux / Foch,Grand (T4+),991.0,0,149.0,4,204.0,1,787.0,0,789.0,0,176.0,2,83.0,8,495.0,1,915.0,0,113.0,1,678.0,0,1423.0,0,83.0,3,2423.0,0,901.0,0,245.0,1,1538.0,0,794.0,0,2432.0,0,2642.0,0
322,Vizzit,661.0,29.0,22.79,Appartement,1 pièce - 29 m²,69006,Lyon,45.76508,4.84281,https://www.vizzit.fr/fr/property/appartement/lyon-6/As1fejvboy53hdn7,Brotteaux / Foch,Studio/T1,739.0,0,55.0,18,198.0,2,176.0,4,73.0,7,84.0,9,135.0,12,627.0,0,881.0,0,95.0,7,138.0,1,1136.0,0,151.0,12,2320.0,0,206.0,2,146.0,7,1413.0,0,231.0,1,880.0,0,2291.0,0
323,Vizzit,800.0,25.0,32.0,Appartement,2 pièce - 25 m² - s,69006,Lyon,45.76509,4.85452,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aflv6d8bqc1s4k0j,Brotteaux / Foch,T2,595.0,0,9.0,16,97.0,3,219.0,3,483.0,1,589.0,0,219.0,7,433.0,1,566.0,0,34.0,9,108.0,6,942.0,0,35.0,16,2191.0,0,34.0,2,140.0,4,1189.0,0,396.0,4,1610.0,0,2521.0,0
324,Vizzit,870.0,33.0,26.36,Appartement,2 pièce - 33 m² - s,69002,Lyon,45.76518,4.83514,https://www.vizzit.fr/fr/property/appartement/lyon-2/Abozg5krb6jdoqj8,Bellecour / Cordeliers,T2,248.0,3,19.0,66,196.0,6,370.0,1,164.0,14,251.0,5,304.0,6,183.0,2,871.0,0,88.0,8,363.0,4,1100.0,0,116.0,11,2571.0,0,191.0,1,95.0,6,1609.0,0,259.0,1,652.0,0,1710.0,0
325,Vizzit,1020.0,54.0,18.89,Appartement,2 pièce - 54 m² - s,69006,Lyon,45.7652,4.86536,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ayahh3ykq1gtdpug,Brotteaux / Foch,T2,983.0,0,161.0,5,207.0,1,747.0,0,746.0,0,188.0,2,117.0,8,456.0,1,872.0,0,145.0,1,668.0,0,1417.0,0,86.0,4,2384.0,0,870.0,0,236.0,1,1539.0,0,779.0,0,2394.0,0,2659.0,0
326,Vizzit,1263.0,56.0,22.55,Appartement,2 pièce - 56 m² - s,69006,Lyon,45.76533,4.84621,https://www.vizzit.fr/fr/property/appartement/lyon-6/Acmpe6kyitnjm7b0,Brotteaux / Foch,T2,941.0,0,157.0,11,160.0,3,153.0,4,182.0,11,154.0,9,132.0,10,876.0,0,928.0,0,203.0,10,156.0,1,1027.0,0,69.0,17,2219.0,0,263.0,3,155.0,9,1313.0,0,247.0,2,1046.0,0,2556.0,0
327,Vizzit,700.0,25.0,28.0,Studio,25 m² - Studio,69001,Lyon,45.76544,4.83264,https://www.vizzit.fr/fr/property/appartement/lyon-1/Age74c4o6ydxrqso,Terreaux / Hotel de Ville,Studio/T1,55.0,4,11.0,99,93.0,10,247.0,1,129.0,20,190.0,6,178.0,2,247.0,4,821.0,0,240.0,7,191.0,5,1082.0,0,84.0,16,2655.0,0,240.0,2,111.0,5,1513.0,0,255.0,2,604.0,0,1530.0,0
328,Vizzit,700.0,13.0,53.85,Studio,13 m² - Studio,69001,Lyon,45.76544,4.83264,https://www.vizzit.fr/fr/property/appartement/lyon-1/An8s64ie41qtdbv1,Terreaux / Hotel de Ville,Studio/T1,55.0,4,11.0,99,93.0,10,247.0,1,129.0,20,190.0,6,178.0,2,247.0,4,821.0,0,240.0,7,191.0,5,1082.0,0,84.0,16,2655.0,0,240.0,2,111.0,5,1513.0,0,255.0,2,604.0,0,1530.0,0
329,Vizzit,738.0,51.0,14.47,Appartement,2 pièce - 51 m² - s,69005,Lyon,45.76553,4.82733,https://www.vizzit.fr/fr/property/appartement/lyon-5/As63zd7r0ni6si4y,Vieux Lyon,T2,365.0,2,24.0,58,136.0,6,418.0,1,121.0,16,197.0,9,329.0,5,205.0,2,817.0,0,205.0,2,304.0,4,1203.0,0,75.0,14,2909.0,0,287.0,1,315.0,2,1303.0,0,535.0,0,741.0,0,1144.0,0
330,Vizzit,870.0,52.0,16.73,Appartement,2 pièce - 52 m² - s,69006,Lyon,45.76579,4.86797,https://www.vizzit.fr/fr/property/appartement/lyon-6/Alppfr7qwfchwg3r,Brotteaux / Foch,T2,1185.0,0,57.0,4,394.0,1,919.0,0,854.0,0,361.0,1,91.0,6,641.0,0,1008.0,0,268.0,1,873.0,0,1615.0,0,130.0,3,2416.0,0,1076.0,0,440.0,1,1722.0,0,989.0,0,2572.0,0,2789.0,0
331,Vizzit,1155.0,78.0,14.81,Appartement,3 pièce - 78 m² - s,69006,Lyon,45.765912,4.843917,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aulguom5j564odyu,Brotteaux / Foch,T3,852.0,0,28.0,14,134.0,2,116.0,4,98.0,11,85.0,10,70.0,12,690.0,0,972.0,0,151.0,6,34.0,1,1165.0,0,51.0,13,2205.0,0,107.0,2,35.0,7,1449.0,0,117.0,2,870.0,0,2393.0,0
332,Vizzit,780.0,36.0,21.67,Appartement,2 pièce - 36 m² - s,69005,Lyon,45.76592,4.82627,https://www.vizzit.fr/fr/property/appartement/lyon-5/A4a5km3tkr9izyto,Vieux Lyon,T2,448.0,2,83.0,50,227.0,4,471.0,1,160.0,10,153.0,8,334.0,4,153.0,2,880.0,0,150.0,2,301.0,3,1207.0,0,51.0,12,2934.0,0,198.0,1,395.0,2,1233.0,0,628.0,0,761.0,0,1087.0,0
333,Vizzit,920.0,35.0,26.29,Appartement,1 pièce - 35 m²,69006,Lyon,45.76595,4.85218,https://www.vizzit.fr/fr/property/appartement/lyon-6/Abujzi6fu3911tnj,Brotteaux / Foch,Studio/T1,729.0,0,180.0,15,236.0,2,271.0,4,356.0,9,385.0,1,71.0,7,590.0,0,559.0,0,47.0,8,267.0,5,1010.0,0,80.0,21,2092.0,0,192.0,2,269.0,6,1278.0,0,386.0,3,1405.0,0,2625.0,0
334,Vizzit,715.0,30.0,23.83,Appartement,1 pièce - 30 m²,69006,Lyon,45.76601,4.84381,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ajlmbgk6ecged6o7,Brotteaux / Foch,Studio/T1,849.0,0,38.0,15,135.0,2,117.0,4,93.0,11,76.0,10,74.0,12,680.0,0,982.0,0,145.0,6,47.0,1,1179.0,0,37.0,15,2197.0,0,94.0,2,35.0,7,1462.0,0,108.0,2,856.0,0,2387.0,0
335,Vizzit,900.0,32.0,28.12,Appartement,2 pièce - 32 m² - s,69006,Lyon,45.76626,4.86096,https://www.vizzit.fr/fr/property/appartement/lyon-6/A409apk0moq709rj,Brotteaux / Foch,T2,842.0,0,103.0,10,376.0,3,387.0,2,466.0,2,208.0,2,267.0,6,95.0,2,543.0,0,237.0,4,420.0,2,1274.0,0,145.0,9,2153.0,0,549.0,0,316.0,3,1455.0,0,605.0,0,2033.0,0,2692.0,0
336,Vizzit,775.0,27.0,28.7,Appartement,2 pièce - 27 m² - s,69005,Lyon,45.76627,4.81867,https://www.vizzit.fr/fr/property/appartement/lyon-5/A2yieypg9130kbah,Vieux Lyon,T2,1039.0,0,15.0,5,792.0,0,1032.0,0,102.0,1,483.0,1,235.0,3,620.0,0,754.0,0,472.0,1,790.0,0,932.0,0,219.0,2,3350.0,0,472.0,1,715.0,0,1142.0,0,1174.0,0,1228.0,0,647.0,0
337,Vizzit,356.0,16.0,22.25,Appartement,1 pièce - 16 m²,69001,Lyon,45.76659,4.83425,https://www.vizzit.fr/fr/property/appartement/lyon-1/A6g1sqo1ebh8mgjc,Terreaux / Hotel de Ville,Studio/T1,169.0,4,74.0,81,58.0,9,217.0,1,117.0,11,258.0,5,334.0,2,73.0,4,983.0,0,62.0,7,214.0,4,943.0,0,92.0,14,2479.0,0,62.0,2,158.0,5,1439.0,0,382.0,1,484.0,1,1688.0,0
