Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 2ème (69002),746 €,38 m² - 1 pièce,"Disponible de suite. Dépot de candidature directement sur Dans une résidence sécurisée située au 17 Cours Verdun Gensoul à Lyon 2, nous vous proposons un T1 Bis de 38 m2 au 1er étage sans ascenseur. L'appartement se compose d'une entrée avec placard, d'une cuisine équipée (plaques de cuisson, hotte, réfrigérateur) avec une arrivée d'eau pour la machine à laver, d'une grande pièce de vie avec alcove et un grand placard mural ainsi d'une salle d'eau avec Wc. Chauffage, eau chaude et au froide : Individuels. Zone Soumise A L'encadrement Des Loyers, loyer médian : 17,50 euros/m2, loyer majoré : 21 euros/m2 Complément de loyer : 0 euros Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-2/Angj4bk2ic3gltmq,17 Cours Verdun Gensoul,17 Cours Verdun Gensoul,17 Cours Verdun Gensoul
Lyon 3ème (69003),950 €,51 m² - 1 balcon,"À louer, appartement T2 entièrement rénové de 51.78m²situé au 93 rue Bellecombe 69003 Lyon. Appartement au 1er étage avec ascenseur. Ce logement se trouve dans un secteur calme et proche des commodités (commerces, transports). Il se compose d'une pièce de vie lumineuse avec un balcon, d'une chambre séparée, d'une cuisine aménagée et équipée (hott,plaques) ainsi que d'une salle de bains et Wc séparés. L'appartement dispose également d'une cave et d'un garage fermé Disponible de suite loyer 802€ charges 70€ complément de loyer 78€ loyer Cc 950€ Caractéristiques du complément de loyer: garage et cave Zone soumise l'encadrement des loyers dont : le loyer de référence 12.9 €/m² et loyer de référence majoré : 15.50€/m² Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Important ! Pour vous permettre de visiter le bien il convient de déposer votre dossier au préalable sur lien directement sur l'annonce. Loyer de 950,00 euros par mois charges comprises dont 70,00 euros par mois de provision pour charges (soumis la régularisation annuelle). Les honoraires charge locataire sont de 569,58 euros ( soit 11,00 euros/m² ) dont 155,34 euros pour état des lieux ( soit 3,00 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 690 et 980 euros. Prix moyens des énergies indexés en 2023. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 880 euros et le complément de loyer est de 78 euros par mois.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Awvg49vz30xt6tlx,93 rue Bellecombe,93 rue Bellecombe 69003 Lyon,93 rue Bellecombe
Lyon 5ème (69005),750 €,17 m² - Studio,"Machine à lave à côté du métro vieux lyon double vitrage, appartement meublé 1 étage ,très claire, près de commerce .A côté de la place BELLECOUR.
Le studio est tout rénové .dpe est classifique D.il a qu'électricité .
Accès a tous les transportés .libre de suite.",https://www.vizzit.fr/fr/property/appartement/lyon-5/A5rpqmqx9amxcn6e,place BELLECOUR,,place BELLECOUR
Lyon 7ème (69007),730 €,33 m² - Studio,"Au sein d'un copropriété des années 1890, proche des commerces et des transports, nous vous présentons ce joli T1bis meublé de 33.53m² au troisième et dernier étage.



L'appartement se compose d'une entrée, d'un séjour, d'une cuisine aménagée et équ... V... Voir plus sur guy-hoquet.com",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ayzaelblq7bbw1ja,,,
Lyon 7ème (69007),1 124 €,70 m² - 4 pièces,"A saisir ! Appartement T4 non meublé de 70.10 m² situé 255 avenue Jean Jaurès 69007 Lyon. Appartement au 2ème étage comprenant un hall d'entrée, un séjour avec cuisine ouverte aménagée et une belle terrasse de 23m², trois chambres, une salle de bain, un toilette séparé. Proche de toutes les commodités, métro Debourg. Chauffage et eau chaude individuel gaz. Appartement récemment repeint entièrement. Zone soumise à encadrements des loyers. Loyer de base : 701.00 €. Loyer de base majoré : 841.20 € Complément de loyer : 233.00 € justifié par la terrasse de 23m2 et la cave. Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 880.00 € et 1230.00 € par an. Prix moyens des énergies indexés au . Adresse : 69007 - Lyon 7E Arrondissement - 255 Avenue Jean Jaurès. Loyer Hc : 1074 €. Charges mensuelles : 50 €. Honoraires de location : 918.31 €. Dépôt de garantie : 1074 €. Dpe : 157 (D). Pour découvrir cette réelle opportunité de location, contactez-moi : régie gindre - 3 Grande rue de la Croix Rousse - 69004 Lyon - Consultez pour plus de photos et d'informations sur ce bien. Nos honoraires : Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ac3v2xq9kooyufhv,255 avenue Jean Jaurès,255 avenue Jean Jaurès 69007 Lyon,255 avenue Jean Jaurès
Lyon 3ème (69003),1 490 €,96 m² - 4 pièces,"Appartement T4 dans immeuble bien entretenu avec gardien Grand séjour 29 m2 + 3 chambres de 11,5 m2, 10 m2 et 11,5 m2 Cuisine Ixina entièrement équipée : frigo, four, lave-vaisselle, plaque à induction Situé au 143 rue Paul Bert, à 7 minutes à pied de la gare Part Dieu Compris : un garage fermé pour un véhicule Prix : 1.360 € / mois + charges 130 €, soit 1.490 € / mois Dpe (norme 1/1/2026) : énergie classe C (151 kWh ep/m².an, émission classe A (kg eqCO2/m².an). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1.150 Eur et 1.610 Eur par an. Prix moyens des énergies indexés au 1er janvier 2022 (abonnements compris). Disponible à compter du 9 février 2026 Pas de colocation Premier contact par messagerie, merci d’adresser le lien vers Dossier facile",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ahzczkus91g03gwn,143 rue Paul Bert,143 rue Paul Bert,143 rue Paul Bert
Lyon 6ème (69006),980 €,38 m² - 2 pièces,"Je loue cet appartement meublé de 2 pièces de 38m² situé au 3ème étage d'un immeuble bourgeois, dans le quartier des Brotteaux à Lyon 6. Cet appartement comprend une chambre et une salle de bain. La cuisine est équipée et ouverte sur le séjour, offrant une belle luminosité grâce à l'orientation sud. - Cuisine équipée - Cuisine ouverte - Salle d’eau avec douche à l’italienne et toilettes séparés. - Grande chambre avec rangements Équipement : Tv Oled 120 cm et la seconde de 80 cm Full Hd, Nespresso, micro ondes, lave linge, four, plaques de cuisson , , balai aspirateur, enceintes…..) Les équipements sont neufs ou quasi neufs et de hautes qualités. L'appartement est situé dans un quartier calme et agréable des Brotteaux à Lyon. Pas de vis à vis rare dans ce secteur. Belle hauteur sous plafond, cheminée, parquet, tous le charme de l’ancien refait à neuf. Chauffage électrique individuel. Classe énergie C - Classe climat C. Loyer 980 charges comprises (dont 30 euros de charges) Caution : 1900 euros N'hésitez pas à me pour plus d'informations ou pour organiser une visite. Garants obligatoire merci",https://www.vizzit.fr/fr/property/appartement/lyon-6/Ap18ycjia8olhvo7,,,
Lyon 8ème (69008),900 €,55 m² - 2 pièces,"Grand T2 meuble Super Lumineux T2 de 55 m2 meublé + parking dans la résidence + balcon Dans une résidence de standing, arborée et très bien entretenue. Peut se garer également aisément et gratuit à l'extérieur Exposition exceptionnelle : Lumière tout au long de la journee Vue dégagée - aucun vis-à-vis direct Grand calme (orientation sur un petit jardin de la résidence) Résidence avec espaces verts, sécurisée et fermée avec gardien. Local vélo fermé. Situation parfaite : a 2 pas de la fac de médecine et a proximité immédiate de la place montplaisir et grange blanche. Commerces en bas de l’immeuble Transports en commun au pied de l'immeuble (tram et grange blanche à 3 min à pied) • 1 grand séjour avec cuisine. Séjour : meuble Tv avec Tv– canapé- tapis - table basse Table à manger de marque avec chaises Cuisine équipée • 1 grande chambre avec lit 160 cm - 2 commodes - 1 penderie / plan de travail espace bureau • Belle Sdb baignoire - meubles Ikea sous-évier - miroir • lave-linge Wc séparés • Hall et dressing d entrée Très faible consommation d’électricité Double vitrage - Aucune nuisance sonore 800 euros loyer + 100 euros de charges supplémentaires Total 900 euros par mois Nb les charges seront ajustées à votre consommation de charges calculée selon votre consommation réelle Dépôt de garantie = 2 mois du loyer 2 garants demandés Bail meublé annuel reconductible Disponibilite 01 février Contact par Whatsap Visite possible Contact par Whatsap Éligible aux Apl Collocation possible Pas d intermédiaire",https://www.vizzit.fr/fr/property/maison/lyon-8/Adbg1efcte4ub74s,place montplaisir,,place montplaisir
Lyon 8ème (69008),714 €,45 m² - 3 pièces,"Au 14 Rue Germain David 69003 Lyon - Entre Monplaisir et Montchat Idéalement situé dans un quartier calme T3 meublé en duplex de 45,51 m². Au rez-de-chaussée, séjour avec coin cuisine équipé de plaques électrique + frigo top, salle d'eau, Wc séparés, rangements. À l'étage, 2 chambres et rangements. Chauffage individuel électrique. Disponible fin février Zone soumise à l'encadrement des loyers Loyer de référence majoré : 714.51 Eur Loyer de référence : 596.18 Eur. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Loi Alur : Honoraires locataire : 596 € Ttc. Dont honoraires état des lieux : 137 €. Dépôt de garantie : 1 428 €. Surface (arrondie) : 45 m². Appartement meublé. (Gedeon )",https://www.vizzit.fr/fr/property/appartement/lyon-8/A3oztve1ik5bpf0h,14 Rue Germain David,14 Rue Germain David 69003 Lyon -,14 Rue Germain David
Lyon 2ème (69002),1 405 €,62 m² - 3 pièces,"Lyon 2 (69), appartement de 62 m2 à louer meublé. Libre à la location, il se compose de 3 pièces avec 2 chambres. Proposé par un particulier pour un loyer mensuel de 1.405 euros. Avantages du logement : - Cuisine équipée - Cuisine indépendante - Cave Ce propriétaire utilise LocService pour sélectionner ses futurs locataires. Pour proposer directement votre candidature pour ce logement Et toutes les locations conformes à votre recherche, il suffit de vous inscrire sur LocService. Les propriétaires vous contactent directement et les locations sont certifiées sans frais d'agence. Comment ça marche ? 1/ Vous décrivez votre location idéale sur LocService 2/ Votre candidature est transmise aux propriétaires concernés 3/ Les propriétaires vous contactent directement. Vous réglez une seule fois 34 euros (29 euros pour les étudiants) pour toute la durée de votre recherche. Sans abonnement - Sans prélèvement - Sans commission. Depuis sa création en 2005, LocService a accompagné plus de 2,9 millions de particuliers. Pourquoi pas vous ?",https://www.vizzit.fr/fr/property/appartement/lyon-2/A1dnsbi9i2t1w8k8,,,
Lyon 8ème (69008),863 €,42 m² - 2 pièces,"A deux pas du métro Sans SouciAppartement entièrement rénové et meublé Une pièce de vie avec canapé, luminaires, table basse.Cuisine équipée et meublée avec réfrigérateur, plaques de cuisson, micro-ondes, vaisselle, ustensiles de cuisine, lave-linge et lave-vaisselle (...)1 belle chambre1 Salles d'eau avec wcLoyer de référence: 671.93 Loyer de référence majoré: 807.17Disponible de suiteVotre contact: Loyer €863/mois charges comprises dont charges récupérables: €63/mois | Honoraires charge locataire: €549.38 Ttc dont honoraires d'état des lieux: €126.78 Ttc | Dépôt de garantie: €1 600 | Lyon 08ème | Surface habitable: 42.26m²Nos honoraires",https://www.vizzit.fr/fr/property/appartement/lyon-8/Abi6v77zm9tx2gc5,,,
Lyon 6ème (69006),1 495 €,92 m² - 3 pièces,"Au pied de la place Maréchal Lyautey, dans un immeuble ancien, en étage élevé avec ascenseur , grand T3 meublé de 92,45m² comprenant une entrée avec dressing aménagé, un séjour très lumineux, une cuisine séparée entièrement équipée, 2 chambres dont une suite parentale avec dressing et salle de bain, une salle de douche, un Wc. Parfait état, traversant , au pied des transports, écoles et commerces. Honoraires : 931€ + 279€ frais d'état des lieux / Zone soumise à l'encadrements / Loyer de référence médian : 1377€Hc / Loyer majoré : 1654€Hc / Complémént de loyer : 0€Hc Merci de directement Jérémy Mougin sur l'adresse mail suivante pour toute prise de rendez-vous en indiquant votre numéro de télphone: ou au zéro 6",https://www.vizzit.fr/fr/property/appartement/lyon-6/A39giletuh1isvw5,place Maréchal Lyautey,,place Maréchal Lyautey
Lyon 1er (69001),1 530 €,94 m² - 4 pièces,"F4, bon état, secteur calme, balcon, vue Fourviere et espaces verts, 3eme étage sur 7, ascenseur, 3 chambres, séjour, salle de bains et salle d’eau, cave, jardin collectif, chauffage central,libre 1 mars 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-1/Aqlusgjhy1tmi3nz,,,
Lyon 2ème (69002),1 575 €,117 m² - 3 pièces,"Lyon 2 / Rue De Brest - Grand T3 bis de 117,94 m² au 2ème étage sans ascenseur comprenant : Entrée, vaste séjour, cuisine indépendante aménagée (plaque cuisson, hotte), 2 chambres, bureau (3ème chambre possible), salle d'eau, wc séparé, nombreux rangements. Eau froide individuelle. Chauffage et eau chaude individuels électriques. Libre de suite. Contact : Service Location : Zone soumise à l'encadrement des loyers : Oui Loyer de base : 13.20€ par mois Loyer majoré : 15.80€ par mois Complément de loyer : Non -Loyer mensuel charges comprises : 1575.00€ par mois Dont provisions pour charges, soumises à la régularisation annuelle: 75.00€ par mois -Dépôt de garantie : 1500.00€ -Honoraires location : 1 547.36€ Dont pour l'état des lieux : 357.35 € Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-2/A4y68q85nk3up0sn,Rue De Brest,,Rue De Brest
Lyon 7ème (69007),986 €,57 m² - 3 pièces,"À louer, bel appartement 3 pièces meublé de 57 m², situé à Lyon 7 dans le quartier de Debourg, à proximité immédiate du métro et des trams T1 et T6, offrant un accès rapide au centre-ville et aux principaux axes. L'appartement est proposé entièrement meublé ... Voir plus sur leboncoin.fr",https://www.vizzit.fr/fr/property/appartement/lyon-7/An00ie7gz6lj8msr,,,
