id_annonce,site,prix,surface,prix_m2,type,description,description_raw,description_detail,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,statut,derniere_verification_http,sur_carte,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m,source_localisation,position_fiable,precision_localisation,archive_le
1197,Vizzit,1021.0,48.0,21.27,Appartement,2 pièce - 48 m² - s,,type 2 meublé avec parking cave grande terasse + cuisne equipée La location pourra être déléguée à Foncia Développement et Location.,59000,Lille,50.635247,3.05416,https://www.vizzit.fr/fr/property/appartement/lille/A7t2cf5sqipb6n6c,,2026-09-25,a_verifier,,False,Lille-Centre,T2,,0.0,67.0,62.0,634.0,0.0,400.0,1.0,447.0,1.0,463.0,1.0,177.0,2.0,212.0,6.0,336.0,1.0,312.0,1.0,248.0,7.0,561.0,0.0,321.0,7.0,179.0,2.0,1191.0,0.0,1659.0,0.0,572.0,0.0,595.0,0.0,1404.0,0.0,2029.0,0.0,gps,,,2026-09-25
1198,Vizzit,882.0,42.0,21.0,Appartement,2 pièce - 1 chambre - 42 m² - s,,"(FA) À louer: charmant appartement 1 chambre de 42,5 m², idéalement situé à Lille. Niché dans une copropriété de 1998 en bon état général, ce logement lumineux offre un séjour accueillant, une chambre confortable et une disposition fonctionnelle. La cuisine ouverte optimise l'espace et laisse place à une vie quotidienne agréable. Salle de bains bien entretenue, rangements pratiques et finitions soignées complètent le bien. Un atout rare en centre-ville: une place de parking intérieure sécurisée, parfaite pour les citadins ou les couples avec véhicule. Grâce à son emplacement proche des commerces, transports et services, tout se fait à pied ou en quelques minutes, facilitant votre quotidien. Loyer demandé: 935 EUR par mois. Disponible rapidement, ce logement conviendra parfaitement à une personne seule ou un couple recherchant confort et tranquillité en ville. Contactez-nous pour plus d'informations ou pour organiser une visite et découvrir ce bien sans tarder. Votre agence immobilière vous invite à découvrir toutes les originalités de cette maison en vente en prenant RDV avec l'un de nos conseillers immobilier.",59000,Lille,50.64911,3.06206,https://www.vizzit.fr/fr/property/appartement/lille/Ajic3lqjutjtm4k4,,2026-09-25,a_verifier,,False,Vieux-Lille,T2,,0.0,325.0,7.0,1804.0,0.0,1768.0,0.0,362.0,1.0,1188.0,0.0,89.0,4.0,661.0,0.0,1944.0,0.0,1022.0,0.0,565.0,0.0,2200.0,0.0,410.0,1.0,702.0,0.0,1964.0,0.0,1792.0,0.0,1022.0,0.0,1173.0,0.0,1599.0,0.0,1399.0,0.0,gps,,,2026-09-25
1200,Vizzit,886.0,46.0,19.26,Appartement,2 pièce - 1 chambre - 46 m² - s,,"Vieux Lille (VLMO1206) A proximité de la place Louise de Bettignies, superbe appartement T2 Entièrement rénové. Celui ci se compose d'une entrée avec un grand espace rangements, un séjour lumineux avec cuisine équipée couette, une chambre et salle de bains. Appartement au calme, donnant sur la cour intérieur de l'immeuble. Disponible de suite. Loyer: 890 euros/mois + 50 euros de charges Alyette GRONERT chez FAELENS Immobilier ou Retrouvez toutes nos offres et exclusivités sur notre site. Honoraires de 598 € TTC à la charge du locataire comprenant 138 € TTC pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 868 €/mois. Loyer de base 890 €/mois. 50 €/mois de charges forfaitaires. Dépôt de garantie 890 €. Classe énergie C, Classe climat A Montant estimé des dépenses annuelles d'énergie pour un usage standard: entre 560.00 € et 810.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Carte pro. CPI.",59000,Lille,50.64644606215799,3.062859122890805,https://www.vizzit.fr/fr/property/appartement/lille/Axjrs6wn4up4sohk,,2026-09-25,a_verifier,,False,Vieux-Lille,T2,,0.0,126.0,22.0,1508.0,0.0,1472.0,0.0,348.0,1.0,928.0,0.0,248.0,5.0,361.0,1.0,1678.0,0.0,733.0,0.0,269.0,3.0,1947.0,0.0,337.0,5.0,448.0,1.0,1665.0,0.0,1529.0,0.0,733.0,0.0,872.0,0.0,1322.0,0.0,1240.0,0.0,gps,,,2026-09-25
1201,Vizzit,865.0,44.0,19.66,Appartement,2 pièce - 1 chambre - 44 m² - s,,"Rue de la monnaie, en plein coeur du Vieux Lille. T2 meublé de 45 m². Il se compose d'une belle pièce de vie ouverte sur la cuisine équipée, d'une grande chambre et d'une salle de bains. Profil CDI Disponible dès maintenant. Surface du logement: 44.74m². Loyer: 857.08€ + 60.00€ de provisions sur charges par mois (Eau froide, Parties communes), soit 917.08€ charges comprises. Dépôt de garantie: 1714.16€. Honoraires locataire: 586.99€ TTC (dont 135.56€ d'état des lieux). Zone soumise à l'encadrement des loyers: OUI. Loyer de référence: 16.80€/m² soit 751.63€. Loyer de référence majoré: 20.20€/m² soit 903.75€. Complément de loyer: 0.00€. Réf: XLI.",59000,Lille,50.64557238450408,3.051468734522869,https://www.vizzit.fr/fr/property/appartement/lille/Avhob5j2se8hrvbo,,2026-09-25,a_verifier,,False,Vieux-Lille,T2,,0.0,196.0,13.0,1606.0,0.0,1477.0,0.0,492.0,1.0,866.0,0.0,222.0,2.0,861.0,0.0,1500.0,0.0,931.0,0.0,632.0,0.0,1675.0,0.0,374.0,3.0,537.0,0.0,1992.0,0.0,2109.0,0.0,931.0,0.0,1074.0,0.0,1856.0,0.0,2013.0,0.0,gps,,,2026-09-25
1211,Vizzit,550.0,20.0,27.5,Studio,20 m² - Studio,,,59000,Lille,50.609,3.044,https://www.vizzit.fr/fr/property/appartement/lille/A45faqxzq23wyl43,,2026-08-12,a_verifier,,False,Lille-Sud,Studio/T1,,0.0,442.0,1.0,1230.0,0.0,2445.0,0.0,1965.0,0.0,195.0,2.0,128.0,15.0,2073.0,0.0,508.0,0.0,656.0,0.0,602.0,0.0,42.0,1.0,165.0,6.0,432.0,1.0,1159.0,0.0,3858.0,0.0,2550.0,0.0,756.0,0.0,2246.0,0.0,424.0,3.0,gps,,,2026-09-25
1212,Vizzit,494.0,26.0,19.0,Appartement,1 pièce - 26 m²,,,59000,Lille,50.61467,3.038642,https://www.vizzit.fr/fr/property/appartement/lille/Agfn8akenbv3o9wf,,2026-08-12,a_verifier,,False,Faubourg de Béthune,Studio/T1,,0.0,609.0,0.0,765.0,0.0,2057.0,0.0,1467.0,0.0,450.0,1.0,346.0,3.0,1961.0,0.0,575.0,0.0,614.0,0.0,651.0,0.0,697.0,0.0,413.0,2.0,634.0,0.0,969.0,0.0,3658.0,0.0,2180.0,0.0,568.0,0.0,2137.0,0.0,961.0,0.0,gps,,,2026-09-25
1213,Vizzit,680.0,26.0,26.15,Studio,26 m² - Studio,,,59000,Lille,50.6216688,3.0354156,https://www.vizzit.fr/fr/property/appartement/lille/Aqnl9u56qdsnm3pz,,2026-08-12,a_verifier,,False,Faubourg de Béthune,Studio/T1,,0.0,677.0,0.0,47.0,1.0,1610.0,0.0,1027.0,0.0,667.0,0.0,222.0,22.0,1812.0,0.0,82.0,1.0,685.0,0.0,703.0,0.0,893.0,0.0,186.0,8.0,47.0,1.0,458.0,1.0,3396.0,0.0,1813.0,0.0,1036.0,0.0,2101.0,0.0,1568.0,0.0,gps,,,2026-09-25
1214,Vizzit,1039.0,75.0,13.85,Appartement,3 pièce - 75 m² - s,,,59000,Lille,50.62194,3.080512,https://www.vizzit.fr/fr/property/appartement/lille/Ag2h7jddglg3oiw4,,2026-08-12,a_verifier,,False,Lille-Moulins,T3,,0.0,494.0,1.0,1479.0,0.0,1728.0,0.0,1549.0,0.0,488.0,1.0,193.0,6.0,203.0,1.0,593.0,0.0,67.0,2.0,756.0,0.0,670.0,0.0,172.0,1.0,929.0,0.0,1352.0,0.0,1617.0,0.0,1842.0,0.0,973.0,0.0,1129.0,0.0,2319.0,0.0,gps,,,2026-09-25
1215,Vizzit,574.0,30.0,19.13,Studio,30 m² - Studio,,,59000,Lille,50.62238,3.04699,https://www.vizzit.fr/fr/property/appartement/lille/Aqtg5tfo8u1q4e69,,2026-08-12,a_verifier,,False,Wazemmes,Studio/T1,,0.0,213.0,11.0,392.0,2.0,1017.0,0.0,463.0,4.0,189.0,1.0,4.0,27.0,1127.0,0.0,387.0,1.0,133.0,3.0,314.0,9.0,226.0,2.0,79.0,6.0,513.0,0.0,526.0,0.0,2662.0,0.0,1141.0,0.0,754.0,0.0,1281.0,0.0,1198.0,0.0,gps,,,2026-09-25
1216,Vizzit,800.0,44.0,18.18,Appartement,2 pièce - 44 m² - s,,,59000,Lille,50.622447,3.055847,https://www.vizzit.fr/fr/property/appartement/lille/Afk32vxr3vom8rdt,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,127.0,12.0,392.0,1.0,809.0,0.0,585.0,0.0,385.0,2.0,299.0,21.0,507.0,0.0,371.0,1.0,195.0,2.0,137.0,5.0,405.0,1.0,104.0,7.0,703.0,0.0,562.0,0.0,2181.0,0.0,885.0,0.0,769.0,0.0,670.0,0.0,1198.0,0.0,gps,,,2026-09-25
1217,Vizzit,739.0,32.0,23.09,Appartement,2 pièce - 1 chambre - 32 m² - s,,,59000,Lille,50.62263800679276,3.0591906011229097,https://www.vizzit.fr/fr/property/appartement/lille/Aa0sxwhuc36iv541,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,287.0,14.0,532.0,0.0,828.0,0.0,552.0,0.0,160.0,2.0,306.0,6.0,272.0,1.0,587.0,0.0,366.0,1.0,370.0,3.0,642.0,0.0,137.0,7.0,606.0,0.0,742.0,0.0,2005.0,0.0,871.0,0.0,537.0,0.0,441.0,1.0,1297.0,0.0,gps,,,2026-09-25
1218,Vizzit,763.0,32.0,23.84,Appartement,2 pièce - 32 m² - 10 m² de terrain - s,,,59000,Lille,50.622652,3.040202,https://www.vizzit.fr/fr/property/immobilier/lille/A6o8z94xi86k3hdk,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,422.0,2.0,367.0,1.0,1312.0,0.0,687.0,0.0,360.0,1.0,77.0,13.0,1489.0,0.0,390.0,1.0,340.0,2.0,358.0,1.0,554.0,0.0,172.0,8.0,319.0,2.0,481.0,1.0,3048.0,0.0,1472.0,0.0,903.0,0.0,1753.0,0.0,1431.0,0.0,gps,,,2026-09-25
1219,Vizzit,430.0,17.0,25.29,Appartement,1 pièce - 17 m²,,,59000,Lille,50.6227417,3.0494201,https://www.vizzit.fr/fr/property/appartement/lille/Ag1lkir4o1vv5gax,,2026-08-12,a_verifier,,False,Wazemmes,Studio/T1,,0.0,87.0,22.0,309.0,2.0,890.0,0.0,434.0,4.0,357.0,1.0,123.0,20.0,953.0,0.0,294.0,1.0,291.0,4.0,280.0,10.0,96.0,2.0,205.0,8.0,470.0,1.0,495.0,1.0,2501.0,0.0,1008.0,0.0,819.0,0.0,1106.0,0.0,1203.0,0.0,gps,,,2026-09-25
1220,Vizzit,893.0,67.0,13.33,Appartement,3 pièce - 67 m² - s,,,59000,Lille,50.623427,3.043442,https://www.vizzit.fr/fr/property/appartement/lille/Asdgdtke194lmmz2,,2026-08-12,a_verifier,,False,Wazemmes,T3,,0.0,190.0,10.0,611.0,0.0,1106.0,0.0,461.0,1.0,253.0,1.0,274.0,14.0,1270.0,0.0,633.0,0.0,128.0,3.0,142.0,3.0,335.0,2.0,95.0,10.0,350.0,1.0,619.0,0.0,2808.0,0.0,1238.0,0.0,897.0,0.0,1518.0,0.0,1394.0,0.0,gps,,,2026-09-25
1221,Vizzit,683.0,31.0,22.03,Studio,31 m² - Studio,,,59000,Lille,50.62462,3.036663,https://www.vizzit.fr/fr/property/appartement/lille/Ad8eactmi2inke2z,,2026-08-12,a_verifier,,False,Vauban-Esquermes,Studio/T1,,0.0,345.0,1.0,384.0,1.0,1319.0,0.0,814.0,0.0,684.0,0.0,169.0,12.0,1547.0,0.0,420.0,1.0,456.0,1.0,433.0,1.0,686.0,0.0,204.0,6.0,237.0,2.0,153.0,1.0,3171.0,0.0,1581.0,0.0,1222.0,0.0,1994.0,0.0,1754.0,0.0,gps,,,2026-09-25
1222,Vizzit,750.0,47.0,15.96,Appartement,2 pièce - 1 chambre - 47 m² - s,,,59000,Lille,50.6252155,3.0571234,https://www.vizzit.fr/fr/property/appartement/lille/Aj1ri7oot3crwz33,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,107.0,27.0,499.0,1.0,513.0,0.0,265.0,1.0,343.0,2.0,108.0,16.0,462.0,1.0,655.0,0.0,236.0,3.0,356.0,4.0,607.0,0.0,239.0,9.0,395.0,1.0,869.0,0.0,1905.0,0.0,572.0,0.0,492.0,1.0,561.0,0.0,1519.0,0.0,gps,,,2026-09-25
1223,Vizzit,803.0,62.0,12.95,Appartement,2 pièce - 1 chambre - 62 m² - s,,,59000,Lille,50.6263234,3.0324894,https://www.vizzit.fr/fr/property/appartement/lille/Aqsqfebz2e9nrgof,,2026-08-12,a_verifier,,False,Bois Blancs,T2,,0.0,487.0,1.0,602.0,0.0,1161.0,0.0,1082.0,0.0,605.0,0.0,193.0,5.0,1723.0,0.0,633.0,0.0,654.0,0.0,434.0,1.0,967.0,0.0,491.0,1.0,518.0,0.0,221.0,2.0,3374.0,0.0,1798.0,0.0,1551.0,0.0,2300.0,0.0,2086.0,0.0,gps,,,2026-09-25
1224,Vizzit,950.0,53.0,17.92,Appartement,2 pièce - 1 chambre - 53 m² - s,,,59000,Lille,50.626654,3.057268,https://www.vizzit.fr/fr/property/appartement/lille/A4m9llgxvefcnkdq,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,20.0,39.0,343.0,2.0,361.0,3.0,110.0,3.0,372.0,2.0,139.0,6.0,496.0,1.0,647.0,0.0,356.0,6.0,453.0,3.0,596.0,0.0,143.0,8.0,278.0,2.0,1016.0,0.0,1797.0,0.0,412.0,2.0,335.0,1.0,604.0,0.0,1676.0,0.0,gps,,,2026-09-25
1225,Vizzit,708.0,25.0,28.32,Studio,25 m² - Studio,,,59000,Lille,50.627662434937925,3.0668248264605333,https://www.vizzit.fr/fr/property/appartement/lille/Arjm816nq1gm5sga,,2026-08-12,a_verifier,,False,Lille-Centre,Studio/T1,,0.0,126.0,18.0,604.0,0.0,572.0,0.0,401.0,1.0,190.0,3.0,190.0,4.0,214.0,1.0,676.0,0.0,651.0,0.0,618.0,0.0,1133.0,0.0,306.0,4.0,442.0,2.0,568.0,0.0,1232.0,0.0,686.0,0.0,608.0,0.0,406.0,1.0,1985.0,0.0,gps,,,2026-09-25
1226,Vizzit,1385.0,82.0,16.89,Appartement,3 pièce - 82 m² - s,,,59000,Lille,50.62773,3.06033,https://www.vizzit.fr/fr/property/appartement/lille/Aih1t82nqrcw6blf,,2026-08-12,a_verifier,,False,Lille-Centre,T3,,0.0,82.0,33.0,232.0,2.0,308.0,3.0,152.0,4.0,425.0,3.0,89.0,6.0,381.0,2.0,637.0,0.0,326.0,3.0,456.0,1.0,701.0,0.0,52.0,5.0,36.0,2.0,869.0,0.0,1553.0,0.0,368.0,2.0,229.0,1.0,507.0,0.0,1853.0,0.0,gps,,,2026-09-25
1227,Vizzit,950.0,47.0,20.21,Appartement,2 pièce - 1 chambre - 47 m² - s,,,59000,Lille,50.628579,3.095462,https://www.vizzit.fr/fr/property/appartement/lille/Allai4ptda8c4gma,,2026-08-12,a_verifier,,False,Fives,T2,,0.0,275.0,2.0,301.0,1.0,1167.0,0.0,2364.0,0.0,773.0,0.0,292.0,7.0,1413.0,0.0,255.0,1.0,1111.0,0.0,255.0,3.0,975.0,0.0,131.0,11.0,339.0,1.0,237.0,3.0,1528.0,0.0,2615.0,0.0,1316.0,0.0,1777.0,0.0,1684.0,0.0,gps,,,2026-09-25
1228,Vizzit,394.0,15.0,26.27,Studio,15 m² - Studio,,,59000,Lille,50.6287418,3.0348741,https://www.vizzit.fr/fr/property/appartement/lille/Appmfy89xbjt24s5,,2026-08-12,a_verifier,,False,Vauban-Esquermes,Studio/T1,,0.0,349.0,3.0,739.0,0.0,1014.0,0.0,946.0,0.0,704.0,0.0,117.0,4.0,1477.0,0.0,813.0,0.0,507.0,0.0,198.0,1.0,817.0,0.0,285.0,6.0,496.0,1.0,110.0,2.0,3132.0,0.0,1583.0,0.0,1677.0,0.0,2178.0,0.0,2203.0,0.0,gps,,,2026-09-25
1229,Vizzit,738.0,53.0,13.92,Appartement,2 pièce - 1 chambre - 53 m² - s,,,59000,Lille,50.6290951,3.0500414,https://www.vizzit.fr/fr/property/appartement/lille/Akdfc8acectc4f1y,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,152.0,52.0,299.0,2.0,361.0,2.0,279.0,4.0,296.0,1.0,220.0,4.0,492.0,1.0,301.0,2.0,192.0,2.0,257.0,9.0,184.0,3.0,99.0,10.0,264.0,2.0,1018.0,0.0,2107.0,0.0,522.0,0.0,614.0,0.0,1181.0,0.0,1903.0,0.0,gps,,,2026-09-25
1230,Vizzit,769.0,48.0,16.02,Appartement,2 pièce - 1 chambre - 48 m² - s,,,59000,Lille,50.630741,3.0544537,https://www.vizzit.fr/fr/property/appartement/lille/Avm1i51uw2hjwnzn,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,33.0,74.0,150.0,2.0,138.0,4.0,201.0,3.0,152.0,1.0,390.0,2.0,160.0,7.0,169.0,1.0,196.0,4.0,90.0,9.0,217.0,1.0,249.0,8.0,175.0,2.0,1135.0,0.0,1750.0,0.0,196.0,2.0,330.0,1.0,1035.0,0.0,2092.0,0.0,gps,,,2026-09-25
1231,Vizzit,718.0,41.0,17.51,Appartement,2 pièce - 1 chambre - 41 m² - s,,,59000,Lille,50.632435,3.056239,https://www.vizzit.fr/fr/property/appartement/lille/Aqd5uskdq2mh68mz,,2026-08-12,a_verifier,,False,Wazemmes,T2,,0.0,36.0,70.0,366.0,3.0,264.0,5.0,238.0,2.0,369.0,1.0,473.0,2.0,66.0,7.0,105.0,1.0,235.0,4.0,59.0,10.0,403.0,1.0,144.0,5.0,174.0,2.0,997.0,0.0,1570.0,0.0,235.0,2.0,368.0,1.0,1100.0,0.0,2069.0,0.0,gps,,,2026-09-25
1232,Vizzit,960.0,48.0,20.0,Appartement,2 pièce - 48 m² - s,,,59000,Lille,50.633073,3.051083,https://www.vizzit.fr/fr/property/appartement/lille/A5xq8wdvfu1xo1ly,,2026-08-12,a_verifier,,False,Vauban-Esquermes,T2,,0.0,60.0,56.0,466.0,1.0,87.0,2.0,528.0,0.0,466.0,1.0,461.0,3.0,269.0,6.0,276.0,2.0,514.0,0.0,173.0,9.0,286.0,1.0,93.0,5.0,338.0,2.0,1156.0,0.0,1907.0,0.0,524.0,0.0,668.0,0.0,1386.0,0.0,2335.0,0.0,gps,,,2026-09-25
1233,Vizzit,703.0,40.0,17.57,Appartement,2 pièce - 40 m² - s,,,59000,Lille,50.633714,3.029051,https://www.vizzit.fr/fr/property/appartement/lille/Abwvuyhvptsuaofg,,2026-08-12,a_verifier,,False,Bois Blancs,T2,,0.0,351.0,2.0,1034.0,0.0,326.0,1.0,1337.0,0.0,616.0,0.0,200.0,6.0,1823.0,0.0,453.0,2.0,668.0,0.0,408.0,1.0,240.0,1.0,139.0,2.0,1183.0,0.0,651.0,0.0,3438.0,0.0,2018.0,0.0,1008.0,0.0,2742.0,0.0,1651.0,0.0,gps,,,2026-09-25
1234,Vizzit,724.0,49.0,14.78,Appartement,2 pièce - 49 m² - s,,,59000,Lille,50.6339,3.07035,https://www.vizzit.fr/fr/property/appartement/lille/Ayvwvtcgg57a5q9s,,2026-08-12,a_verifier,,False,Lille-Centre,T2,,0.0,134.0,17.0,576.0,0.0,571.0,0.0,498.0,1.0,350.0,3.0,132.0,3.0,514.0,0.0,1114.0,0.0,118.0,6.0,284.0,5.0,1388.0,0.0,114.0,10.0,235.0,2.0,183.0,1.0,582.0,0.0,894.0,0.0,169.0,3.0,412.0,1.0,1259.0,0.0,gps,,,2026-09-25
1235,Vizzit,602.0,33.0,18.24,Studio,33 m² - Studio,,,59000,Lille,50.63482,3.04712,https://www.vizzit.fr/fr/property/appartement/lille/A33v5co3e0zw1tmb,,2026-08-12,a_verifier,,False,Vauban-Esquermes,Studio/T1,,0.0,36.0,10.0,574.0,0.0,388.0,1.0,846.0,0.0,785.0,0.0,214.0,11.0,577.0,0.0,517.0,0.0,798.0,0.0,391.0,2.0,567.0,0.0,254.0,7.0,611.0,0.0,997.0,0.0,2158.0,0.0,865.0,0.0,1009.0,0.0,1722.0,0.0,2500.0,0.0,gps,,,2026-09-25
1236,Vizzit,430.0,23.0,18.7,Appartement,1 pièce - 23 m²,,,59000,Lille,50.63561008327427,3.063614302526219,https://www.vizzit.fr/fr/property/immobilier/lille/Atdlj5q95wre72e5,,2026-08-12,a_verifier,,False,Lille-Centre,Studio/T1,,0.0,92.0,52.0,316.0,1.0,282.0,1.0,72.0,9.0,347.0,3.0,507.0,0.0,339.0,1.0,727.0,0.0,164.0,7.0,160.0,10.0,1031.0,0.0,288.0,7.0,194.0,5.0,605.0,0.0,991.0,0.0,510.0,0.0,93.0,7.0,738.0,0.0,1441.0,0.0,gps,,,2026-09-25
1237,Vizzit,700.0,40.0,17.5,Appartement,2 pièce - 1 chambre - 40 m² - s,,,59000,Lille,50.63595808423339,3.061880341985072,https://www.vizzit.fr/fr/property/appartement/lille/A4czfhuuu2mrxmcu,,2026-08-12,a_verifier,,False,Lille-Centre,T2,,0.0,114.0,69.0,343.0,1.0,307.0,1.0,158.0,11.0,407.0,2.0,460.0,3.0,406.0,1.0,649.0,0.0,249.0,7.0,62.0,9.0,955.0,0.0,160.0,5.0,173.0,6.0,727.0,0.0,1111.0,0.0,445.0,1.0,111.0,6.0,854.0,0.0,1518.0,0.0,gps,,,2026-09-25
1238,Vizzit,1850.0,124.0,14.92,Appartement,3 pièce - 2 chambre - 124 m² - s - s,,,59000,Lille,50.63615,3.05706,https://www.vizzit.fr/fr/property/appartement/lille/Aq12dvwopu11dp9z,,2026-08-12,a_verifier,,False,Vieux-Lille,T3,,0.0,127.0,85.0,520.0,0.0,494.0,1.0,279.0,12.0,298.0,1.0,129.0,3.0,325.0,6.0,463.0,1.0,153.0,1.0,324.0,10.0,743.0,0.0,161.0,5.0,231.0,5.0,1034.0,0.0,1450.0,0.0,513.0,0.0,370.0,3.0,1190.0,0.0,1801.0,0.0,gps,,,2026-09-25
1239,Vizzit,830.0,25.0,33.2,Appartement,2 pièce - 1 chambre - 25 m² - s,,,59000,Lille,50.63657115448655,3.060529064293821,https://www.vizzit.fr/fr/property/appartement/lille/Aws5ot5iqh3tqxsg,,2026-08-12,a_verifier,,False,Vieux-Lille,T2,,0.0,11.0,78.0,429.0,1.0,394.0,1.0,163.0,13.0,325.0,2.0,357.0,3.0,463.0,1.0,629.0,0.0,208.0,4.0,78.0,7.0,932.0,0.0,71.0,5.0,141.0,6.0,844.0,0.0,1206.0,0.0,377.0,1.0,184.0,5.0,944.0,0.0,1564.0,0.0,gps,,,2026-09-25
1240,Vizzit,613.0,41.0,14.95,Appartement,2 pièce - 41 m² - s,,,59000,Lille,50.63659085031984,3.060406302338052,https://www.vizzit.fr/fr/property/appartement/lille/A5x86x6ha9sahx80,,2026-08-12,a_verifier,,False,Vieux-Lille,T2,,0.0,18.0,80.0,434.0,1.0,399.0,1.0,167.0,13.0,318.0,2.0,348.0,3.0,471.0,1.0,625.0,0.0,204.0,4.0,87.0,7.0,927.0,0.0,65.0,5.0,146.0,6.0,852.0,0.0,1214.0,0.0,376.0,1.0,184.0,5.0,952.0,0.0,1570.0,0.0,gps,,,2026-09-25
1241,Vizzit,1000.0,92.0,10.87,Appartement,4 pièce - 2 chambre - 92 m² - s - s,,,59000,Lille,50.63722710521425,3.0631698612717555,https://www.vizzit.fr/fr/property/appartement/lille/As9gkmozk1rs4hxl,,2026-08-12,a_verifier,,False,Vieux-Lille,Grand (T4+),,0.0,53.0,86.0,486.0,1.0,450.0,1.0,51.0,14.0,257.0,2.0,354.0,2.0,263.0,1.0,811.0,0.0,331.0,7.0,42.0,10.0,1116.0,0.0,270.0,7.0,97.0,7.0,751.0,0.0,1024.0,0.0,331.0,1.0,90.0,6.0,758.0,0.0,1366.0,0.0,gps,,,2026-09-25
1242,Vizzit,468.0,21.0,22.29,Studio,21 m² - Studio,,,59000,Lille,50.637389,3.067465,https://www.vizzit.fr/fr/property/appartement/lille/A4wzy8abhzr7fhg8,,2026-08-12,a_verifier,,False,Lille-Centre,Studio/T1,,0.0,92.0,45.0,618.0,0.0,589.0,0.0,318.0,8.0,104.0,2.0,311.0,2.0,78.0,1.0,1062.0,0.0,300.0,5.0,86.0,8.0,1367.0,0.0,17.0,7.0,150.0,5.0,607.0,0.0,725.0,0.0,523.0,0.0,219.0,8.0,458.0,1.0,1105.0,0.0,gps,,,2026-09-25
1243,Vizzit,515.0,22.0,23.41,Studio,22 m² - Studio,,,59000,Lille,50.63787489325168,3.0628904387110865,https://www.vizzit.fr/fr/property/appartement/lille/Ab9z3tsa7xdu240w,,2026-08-12,a_verifier,,False,Vieux-Lille,Studio/T1,,0.0,40.0,90.0,556.0,0.0,520.0,0.0,42.0,14.0,259.0,2.0,307.0,2.0,272.0,1.0,848.0,0.0,257.0,4.0,96.0,10.0,1152.0,0.0,291.0,6.0,83.0,6.0,818.0,0.0,1052.0,0.0,257.0,1.0,48.0,5.0,785.0,0.0,1348.0,0.0,gps,,,2026-09-25
1244,Vizzit,544.0,22.0,24.73,Studio,22 m² - Studio,,,59000,Lille,50.63788477494643,3.0631103008232783,https://www.vizzit.fr/fr/property/appartement/lille/Ab01k05c507o60if,,2026-08-12,a_verifier,,False,Vieux-Lille,Studio/T1,,0.0,53.0,89.0,559.0,0.0,522.0,0.0,41.0,14.0,243.0,2.0,296.0,2.0,256.0,1.0,859.0,0.0,264.0,4.0,88.0,10.0,1164.0,0.0,304.0,6.0,97.0,6.0,809.0,0.0,1037.0,0.0,264.0,1.0,45.0,5.0,770.0,0.0,1334.0,0.0,gps,,,2026-09-25
1245,Vizzit,559.0,25.0,22.36,Appartement,1 pièce - 25 m²,,,59000,Lille,50.63795683084729,3.0635704902665446,https://www.vizzit.fr/fr/property/appartement/lille/Adr5egbu8b2qjc7j,,2026-08-12,a_verifier,,False,Vieux-Lille,Studio/T1,,0.0,56.0,89.0,571.0,0.0,535.0,0.0,43.0,14.0,210.0,2.0,270.0,2.0,224.0,1.0,887.0,0.0,275.0,4.0,84.0,10.0,1192.0,0.0,289.0,6.0,130.0,6.0,795.0,0.0,1006.0,0.0,275.0,1.0,48.0,5.0,739.0,0.0,1301.0,0.0,gps,,,2026-09-25
