Titre_Lieu,Prix,Infos,Lien,Image,DerniereVue,Quartier,Description
Location Appartement 3 pièces 79 m2,1 670 €par mois,"1 670 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-6-69006-f023133b-c2ad-4ee7-bf02-d86cac96c40e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/f023133b-c2ad-4ee7-bf02-d86cac96c40e--ba9a8450-a830-4455-b5dd-91a997a2a0ff.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=79936c53c94b27936ec0df444ad511d79bf04abd,2026-09-24,Foch,"Appartement T3 meublé à louer. 73 Rue de Créqui - 69006 Lyon. Proximité Parc de la Tête d'Or, métro Foch. Au 5ème étage avec ascenseur, appartement T3 meublé de 75.80m² composé d'un hall d'entrée desservant un séjour lumineux, deux chambres en parquet, une cuisine équipée et aménagée avec accès à une loggia, une salle d'eau. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 1415.89€ Complément de loyer : 134.11€ Provisions pour charges : 120€ (communs, chauffage)."
Location Stationnement,100 €par mois,"100 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-9-69009-6a0039c8-8b11-4491-a685-6a890efcdfda/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/6a0039c8-8b11-4491-a685-6a890efcdfda--d003a1d0-e225-4821-a81f-6342abbad39c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=6a6d4b001f28b433f5bf15aeba0b66e1b581be83,2026-09-24,La Duchère,"Box fermé À Louer. Exclusivité Orpi - Box fermé et sécurisé, Rue Roger Fenech - Lyon 9 Situé au cœur d’un secteur résidentiel recherché, ce box fermé offre une solution idéale pour stationner votre véhicule en toute sérénité. L’accès se fait par une résidence calme et sécurisée, assurant une parfaite tranquillité d’usage. Le box bénéficie d’une belle superficie permettant de garer une voiture."
Location Appartement 5 pièces 104 m2,1 907 €par mois,"1 907 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t5-lyon-5-69005-d2682902-2c14-4354-b1cd-2f69a6335c59/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/d2682902-2c14-4354-b1cd-2f69a6335c59--8262f4f4-4c93-465e-a889-583ad94c3b37.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=6811758776293ece72bf97d5af9f0be5e3a6c515,2026-09-24,Ménival,"Appartement Lyon 5 pièce(s) 104.39 m2. Lyon 5e – Limite Sainte-Foy-lès-Lyon Dans une résidence sécurisée avec piscine, découvrez ce très bel appartement meublé de plus de 104 m², aménagé et décoré avec goût. Il se compose de : D'un vaste séjour double avec cuisine américaine aménagée, de 3 chambres, dont une suite disposant d’une salle de bains avec WC. Une seconde salle d’eau avec douche et WC, un placard aménagé avec lave-linge et sèche-linge et un balcon exposé ouest, offrant une agréable vue sur le jardin. Un garage fermé complète ce bien. Loyer charges comprises : 1 907.90€ Provision de charges : 295€ qui comprend le chauffage, l’eau froide, l’eau chaude ainsi que l’entretien des parties communes. Loyer hors charges : 1612.90€ Dépôt de garantie : 3224€"
Location Appartement 4 pièces 107 m2,1 790 €par mois,"1 790 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-8-69008-f961f6a8-8385-45af-9f48-955a770ed7a6/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/f961f6a8-8385-45af-9f48-955a770ed7a6--624b9fdd-9a46-4344-89d7-eff44c8947b5.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=253b629991940fda74ee68da0c553ba33991763f,2026-09-24,Monplaisir - Frères Lumière,"T4 Meublé 107m² LYON 8 IDEAL COLOCATION Proche Facs. Situé au 1er étage d'un immeuble idéalement placé Avenue des Frères Lumière, à proximité de toutes les facultés et du métro D, ce superbe appartement meublé de 107m² allie le charme de l'ancien et de beaux volumes. Il se compose d'une jolie entrée, d'une cuisine aménagée et entièrement équipée, d'un vaste séjour avec le cachet de l'ancien, d'une salle à manger, d'une salle de bains, de WC séparés, d'une première chambre avec dressing, d'une deuxième chambre ainsi que d'une grande troisième chambre. Une cave vient compléter ce bien. Disponible immédiatement Loyer de référence majoré (loyer de base à ne pas dépasser) : 1772€ loyer de base : 1772€ complément de loyer 0€"
Location Appartement 4 pièces 99 m2,1 680 €par mois,"1 680 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-2-69002-f6ffb32c-44c5-4361-82d0-88ac0d94acb1/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/f6ffb32c-44c5-4361-82d0-88ac0d94acb1--2fe1b6aa-dac2-4851-a78b-a34265cb630c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=49a4273873367eda5effa7746990d9e02ede90aa,2026-09-24,Perrache,"Appartement T5 loué meublé OUVERT COLOCATION. Idéal colocation ! Appartement loué meublé disposant de quatre chambres (aménagé en trois chambres et un bureau à l'instant). Situé au cinquième et dernier étage d'une charmante copropriété avec ascenseur, le logement dispose: d'une belle entrée donnant sur séjour et cuisine séparée, aménagée et complétement équipée. D'un couloir de dégagement avec cellier, deux grands placards muraux, wc, salle d'eau, salle de bains et quatre chambres. Double vitrage récent dans chaque pièce! Chaudière individuelle au gaz (eau chaude et chauffage) dont l'entretien est à la charge du locataire. Loyer de référence: 12.50 € / m² Loyer de référence majoré: 15 € / m² Loyer hors charges: 1585 € Complément de loyer: 100.30 € justifiés par présence du balcon et liste du mobilier supérieur à celle du décret encadrant le mobilier minimum. Provision pour charges: 95 € comprenant les charges locatives de copropriété et l'eau froide. Honoraires: 1.187,76 € dont 197,96 € d'état des lieux. Disponibilité immédiate !"
Location Stationnement,80 €par mois,"80 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-8-69008-9f3f7e96-e4ec-4e8c-a3a6-bbe8afe0c221/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/9f3f7e96-e4ec-4e8c-a3a6-bbe8afe0c221--41820703-be7d-41a6-869c-f79b602d1ce3.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=601fe11f1f2c90774d82374f8eab270bf7807645,2026-09-24,Monplaisir - Frères Lumière,"Garage en sous sol. À louer : box fermé en sous-sol, situé au niveau -2 d’une résidence sécurisée situé 11 rue Antoine Lumière Disponible immédiatement."
Location Appartement 2 pièces 43 m2,1 050 €par mois,"1 050 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-69006-b93ef6d1-bded-4ce0-b17a-d60c8e5576f2/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/b93ef6d1-bded-4ce0-b17a-d60c8e5576f2--1bfe64c1-b989-4164-a647-15cafca5f9c8.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=5e6f55cf44ad8a6b71ca821e3b7ca88e5a22b011,2026-09-24,Bellecombe,"Appartement meublé T2 bis à louer. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous et le dépôt de dossier. 15 Rue Notre Dame - 69006. Secteur Bellecombe. Dans un immeuble ancien totalement réhabilité, au deuxième étage, appartement T2 bis de 43m² composé d'une pièce à vivre lumineuse avec cuisine ouverte équipée et aménagée, une chambre avec penderie, un bureau, une salle d'eau avec lave-linge, WC séparés. Double vitrage, volets électriques. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 804.85€ Complément de loyer : 195.15€ Provisions pour charges : 50€ (parties communes)"
Location Appartement 4 pièces 110 m2,2 000 €par mois,"2 000 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-69006-c0164be1-2415-40df-af3f-90fea66e2ed4/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/c0164be1-2415-40df-af3f-90fea66e2ed4--cdd469ab-4cfc-410e-b8fe-bbe534ef5f0a.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=6f3018df74efe88b914404201440c3a42e2047d2,2026-09-24,Bellecombe,"Appartement T4 meublé à Louer. 173 Avenue Thiers - 69006 Lyon A quelques pas des Brotteaux, au troisième étage avec ascenseur d'un bel immeuble ancien, appartement T4 meublé composé d'un hall d'entrée, un grand séjour d'angle lumineux avec placards, une cuisine équipée et aménagée, 3 chambres avec placards dont une suite parentale avec salle d'eau, une salle de bains, wc séparés. Une cave complète l'appartement. Double vitrage, chauffage individuel électrique. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 1713.35€ Complément de loyer : 216.65€ Provisions pour charges : 70€ (entretien des parties communes)"
Location Appartement 3 pièces 68 m2,1 300 €par mois,"1 300 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-4-69004-e0870919-2688-4c2d-a435-b75d2297dea0/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/e0870919-2688-4c2d-a435-b75d2297dea0--09cefed9-13e7-4a38-b336-b30c80e0f63c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=85fc5fd3fda67b30d0bde3943e47c87587f4317d,2026-09-24,Place des Tapis,"Appartement T2 bis Lyon Croix Rousse 68.34 m². Lyon, Croix Rousse, Rue Jacquard. Beaucoup de charme pour ce magnifique Canut. Appartement meublé de type 2 bis de 68 m². Il est composé d'une entrée, un séjour lumineux avec une cuisine ouverte meublée et entièrement équipée, une chambre, une mezzanine, une salle d'eau avec douche à l'italienne, un WC séparé. Belles prestations, parquet dans toutes les pièces de vie, mobilier contemporain, Pierres apparentes. Une cave complète ce bien. Chauffage individuel gaz de ville. Charges de 11€ à ajouter au loyer comprenant l'entretien des parties communes. Prévoir l'entretien de la chaudière et la taxe d'ordures ménagères en sus également."
Location Appartement 3 pièces 45 m2,1 050 €par mois,"1 050 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-3-69003-4f9e9a28-9efc-4774-9ef2-958d57b36bf0/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/4f9e9a28-9efc-4774-9ef2-958d57b36bf0--7f0f6474-8858-477e-9cb2-96067a0a6788.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=5b2e1e39a9ade29d7c7d06090fc62ea83e08dce1,2026-09-24,Montchat,"Appartement meublé T3 pièces 45m². Situé cours Richard-Vitton, au cœur du quartier de Montchat, cet appartement meublé de 44,17m² entièrement refait à neuf offre une configuration particulièrement adaptée à une colocation. Au premier étage d’un immeuble sans ascenseur, il se compose d’un séjour avec cuisine entièrement aménagée et équipée, d’une chambre et d’une seconde pièce aménagée en espace nuit, d’une superficie inférieure à 9 m². Le logement comprend également une salle d’eau et des toilettes séparées. Chauffage individuel électrique, une climatisation mobile. À proximité immédiate des commerces de la place Ronde et des lignes de bus C9 et C26. Le tramway T3 est également accessible en quelques minutes. Disponible immédiatement. Loyer de référence majoré (loyer de base à ne pas dépasser) : 725€ loyer de base : 725€ complément de loyer 300€"
Location Appartement 2 pièces 36 m2,815 €par mois,"815 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-6-69006-1732ab8b-9527-46af-adf8-0cff6ac97ba2/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/1732ab8b-9527-46af-adf8-0cff6ac97ba2--4cf1e7bf-1e54-427e-be25-8d7ed82a2f02.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=e747224b8013613cb3674a8c2fb68cc910255d28,2026-09-24,Bellecombe,"Appartement À Louer. Exclusivité ORPI - LYON 6ème - 17 Rue Notre Dame - Charmant T2 meublé d'une superficie de 36,28 m²n situé au 3ème étage d'un très bel immeuble calme et sécurisé. Cet appartement combine le charme de l'ancien et le confort moderne, offrant une vie agréable au coeur de Lyon. Ce bien se compose d'une entrée, d'un séjour avec une cuisine meublée et équipée, d'une chambre avec une salle d'eau et d'un WC indépendant. Situation idéale à proximité des commerces et des transports (métros A et B, bus et tram). Logement soumis à l'encadrement des loyers : - Loyer de référence : 658,80 € - Loyer de référence majoré : 792,00 €"
Location Appartement 3 pièces 93 m2,1 836 €par mois,"1 836 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-2-69002-bd4cce8f-dd01-447a-861b-5f06b0bdaccb/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/bd4cce8f-dd01-447a-861b-5f06b0bdaccb--45d756cd-e3b8-4915-9bdf-171e02eceb02.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=d4b23328788c95fb3fcb82b6e0f13e02d6e91100,2026-09-24,Ampère,"Appartement Lyon 3 pièce(s) 92.59 m2. 4, Place d'Ainay, superbe T3 de 92,59 m² au 1er étage avec ascenseur. Rénovation intégrale datant de quatre ans! Il est composé d'une entrée avec wc indépendants, d'un grand séjour (47 m²) avec très beau parquet Versailles et cheminée ainsi qu'une mezzanine habitable, d'une cuisine entièrement aménagée et équipée avec salle à manger adjacente et cellier, de 2 chambres (dont 1 avec mezzanine habitable et l'autre avec salle de douche privative), d'une salle de bains. Belle rénovation avec matériaux de qualité. Chauffage individuel électrique, appartement entièrement climatisé. Loyer de référence : 13,2 € /m2 Loyer de référence majoré : 1462,92 € Loyer de référence majoré au m2 : 15,8€ complément de loyer : 343,08 € (Cuisine entièrement meublée et équipée, climatisation, rénovation totale). Loyer hors charges : 1806 € Provisions sur charges : 30 € (charges locatives de copropriété), Dépôt de garantie : 1806 € Honoraires : 925,90 € (dont 185,18 € d'état des lieux). Disponible à partir du 25/09/2026 !"
Location Appartement 4 pièces 99 m2,1 570 €par mois,"1 570 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-3-69003-61ff4a78-3ca7-4f90-9817-d154255e4aa8/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/61ff4a78-3ca7-4f90-9817-d154255e4aa8--1aacfdb9-8226-442e-adcf-0b4b64cfe6ba.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=e944efc660f14e472724879d20f8e12a71ecedd4,2026-09-24,Villette,"appartement T4 loué nu idéal colocation. Situé au cœur du quartier de la Part-Dieu, à deux pas de la gare et proche du site manufacture des tabacs! Au 4ème étage d’une résidence calme et bien entretenue, accessible par une agréable allée piétonne, ce bien séduit immédiatement par sa luminosité exceptionnelle et sa distribution idéale. Son vaste séjour de plus de 30 m², baigné de lumière grâce à sa triple exposition, constitue un véritable espace de vie chaleureux et convivial. Il s’ouvre sur deux balcons-loggias confortables (5,01 m² et 4,34 m²). La cuisine, indépendante vient d'être aménagée. Côté nuit, l’appartement dispose de trois chambres, dont deux avec accès direct aux balcons, d’une belle salle de bains et de WC séparés. Nombreux rangements, dont un placard d’accueil dans l’entrée. Chauffage individuel électrique. Une cave en sous-sol ainsi qu'un garage viennent compléter ce bien. Loyer de référence: 13.30 € / m² Loyer de référence majoré: 14.30 € / m² soit 1410.84 €. Loyer hors charges: 1500 € Dont complément de loyer: 89.16 € (justifié par deux balcons + garage) Provision pour charges : 70 € / mois comprenant charges locatives de copropriété + eau froide. Dépôt de garantie: 1500 € Honoraires: 1183.92 € dont 197,32 € d'état des lieux. Disponible immédiatement !"
Location Stationnement,150 €par mois,"150 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-6-69006-9e69ebf2-444a-4d5a-8bfb-3a7d3ee187c9/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/9e69ebf2-444a-4d5a-8bfb-3a7d3ee187c9--5292b70f-a711-4748-ae66-bc71d81c7572.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=e93615e28b0f0a42d960f6d7ca54ef48c015b2f4,2026-09-24,Masséna,"Box fermé à louer. 71 Rue Bugeaud - 69006 Lyon Dans une résidence sécurisée, box fermé à louer Loyer : 137€ Provisions pour charges : 13€"
Location Appartement 3 pièces 56 m2,785 €par mois,"785 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-8-69008-cef13788-8078-42da-bf19-59948b996f27/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/cef13788-8078-42da-bf19-59948b996f27--4f0a97e0-5b8e-4c85-909b-460fc018fdc1.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=8a233ff1ed9d7ff40bebfbe02242f5e73a2f3a5a,2026-09-24,Santy,"T3 Résidence de standing avec piscine. 8 Bis Rue Hugues Guérin, 69008 Lyon Dans une résidence de standing avec piscine, au cœur du 8ᵉ arrondissement de Lyon, cet appartement de type 3 d'une superficie de 56 m² est situé au dernier étage. Il se compose d'un séjour donnant sur un agréable balcon, d'une cuisine ouverte aménagée et équipée, de deux chambres avec placards, d'une salle de bains, ainsi que d'un WC indépendant. En annexe, vous bénéficierez d'un parking. Les charges comprennent l'entretien des parties communes ainsi que l'eau froide. Le chauffage et l'eau chaude sont individuels électriques. La visite virtuelle : https://envisite.net/vtour/fr/dbd8wr/frame Disponible à partir du 30/09/2026. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Stationnement,98 €par mois,"98 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-69006-a96c1f56-d086-42b3-bba1-d54cf6bfc367/,"data:image/svg+xml,%3csvg%20width='24'%20height='24'%20viewBox='0%200%2093%2093'%20xmlns='http://www.w3.org/2000/svg'%20fill='%23595959'%3e%3cpath%20d='M25.5%2037.5c-5%200-9%204-9%209s4%209%209%209%209-4%209-9-4-9-9-9z'/%3e%3cpath%20d='M46.5%200C20.8%200%200%2020.8%200%2046.5S20.8%2093%2046.5%2093%2093%2072.2%2093%2046.5%2072.2%200%2046.5%200zm-21%2061.2c-8.1%200-14.6-6.6-14.6-14.6S17.5%2032%2025.5%2032s14.6%206.6%2014.6%2014.6-6.5%2014.5-14.6%2014.6zm27-17.3c0%20.3-.2.5-.5.5h-.7c-2.2%200-4.1%201.8-4.1%204.1v8.4c0%20.3-.2.5-.5.5h-4.5c-.3%200-.5-.2-.5-.5v-8.4c0-5.2%204.3-9.5%209.5-9.5h.7c.3%200%20.5.2.5.5l.1%204.4zm11%2014c-1.5%200-3.1-.4-4.4-1.1v8.4c0%20.3-.2.5-.5.5h-4.5c-.3%200-.5-.2-.5-.5V44.9c0-.3.2-.5.5-.5h2.7c1.2%200%202.2%201%202.2%202.2v1.8c0%202.8%202.4%204.1%204.4%204.1%202.2%200%204.1-1.8%204.1-4.1s-1.8-4.1-4.1-4.1H62c-1.2%200-2.2-1-2.2-2.2v-2.7c0-.3.2-.5.5-.5h3.2c5.2.2%209.3%204.7%209.1%209.9-.2%205-4.2%208.9-9.1%209.1zm13.9-28c1.7%200%203%201.3%203%203s-1.3%203-3%203-3-1.3-3-3c0-1.6%201.4-3%203-3zm2.8%2026.9c0%20.3-.2.5-.5.5h-4.5c-.3%200-.5-.2-.5-.5V39.4c0-.3.2-.5.5-.5h4.5c.3%200%20.5.2.5.5v17.4z'/%3e%3c/svg%3e",2026-09-24,Bellecombe,"Garage (box) fermé - À Louer. 241 Cours Lafayette 69006 Lyon À louer garage (box) fermé, à proximité de la station T1 Thiers-Lafayette et de la Gare de la Part-Dieu. Dimensions : L 5 m x l 2,50 m x H 1,90 m. Libre de suite."
Location Appartement 3 pièces 70 m2,1 800 €par mois,"1 800 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-7-69007-e7678ca6-0769-41c3-8cfc-83cc02384a9e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/e7678ca6-0769-41c3-8cfc-83cc02384a9e--1c14d6aa-ef88-4b13-83f8-ec227c36966b.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=f2d1bdafa74894cf157d72bc1383cd4da8d72bcf,2026-09-24,Saxe - Gambetta,"T3 meublé et climatisé - balcon et garage - 69007 Lyon. 7 Place Victor Basch, 69007 Lyon La résidence senior Les Hespérides propose des appartements à la location, alliant indépendance et sérénité. Située au cœur de Lyon, elle offre un cadre sécurisé, proche de toutes les commodités, avec des espaces communs conviviaux, un service de restauration sur place (option), des activités variées (option) pour favoriser les rencontres, et une équipe disponible 24h/24 et 7j/7 pour accompagner les résidents dans leur quotidien. Au sein de cette résidence, et ouverte à tout type de profil (les seniors étant toutefois privilégiés), venez découvrir ce T3 meublé et climatisé d’une superficie de 69 m², situé au 4ᵉ étage avec ascenseur. L’appartement se compose d’une entrée, d’un salon/séjour climatisé donnant accès à un balcon exposé Sud/Ouest, d’un dégagement avec placards intégrés, et d’une cuisine meublée et équipée (plaques, hotte, four, lave-vaisselle et réfrigérateur avec compartiment congélateur). Il comprend également deux chambres avec placards intégrés et climatisation ainsi que deux salles d’eau avec WC, dont une équipée d’un lave-linge. Annexe : un garage en sous-sol. Les charges comprennent l’entretien des parties communes, l’eau chaude et froide, ainsi que les services proposés au sein de la résidence. Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 4 pièces 104 m2,1 450 €par mois,"1 450 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t4-lyon-7-69007-34f04bfc-bef2-4df7-ae06-bd3ae818cb42/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/34f04bfc-bef2-4df7-ae06-bd3ae818cb42--140c90f4-1557-4be8-8847-a822680edcb3.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=a38d60cf8356e7afa40cb38166e41d084c50feb3,2026-09-24,Garibaldi,"T4 à Louer - 152 cours Gambetta - 69007 LYON. 152 Cours Gambetta 69007 Lyon À deux pas de la Gare de la Part-Dieu et des transports en commun. Situé au dernier étage avec ascenseur d'un bel immeuble ancien, cet appartement séduira par sa vue exceptionnelle ainsi que par la qualité de sa rénovation. Cet appartement de type T4 se compose d'un beau séjour avec parquet, cheminée et balconnet donnant sur une cuisine meublée, suivie de trois belles chambres (dont une avec balcon, une avec une petite salle d'eau, et une avec dressing), d'une salle de bains et des WC séparés. Les charges comprennent le chauffage, l'eau froide ainsi que l'entretien des parties communes. La visite virtuelle : https://envisite.net/vtour/fr/h44j85/frame COLOCATION REFUSEE. Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 3 pièces 54 m2,1 043 €par mois,"1 043 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-8-69008-047f2d46-a80f-4fbc-9431-a8b40e87e2be/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/047f2d46-a80f-4fbc-9431-a8b40e87e2be--d186fc7c-596a-472b-840e-d74affbdfea3.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=ec3fb11e4e85ebbfc42d2b9599d59b0f02713274,2026-09-24,Moulin à Vent,"LUMINEUX T3 MEUBLE 69008. 3 rue Antoine Dumont 69008 Lyon Venez découvrir cet agréable appartement T3 meublé situé au 1ᵉʳ étage avec ascenseur. Cet appartement de 53,65 m² se compose d'une entrée avec placard, d'une cuisine aménagée et équipée, d'un séjour, d'un dégagement, de deux chambres, d'une salle de bains ainsi que de toilettes séparées. Vous profiterez également d'une terrasse de 5,28 m². En annexe, vous bénéficierez d'un garage en sous-sol. Les charges comprennent l'entretien des parties communes ainsi que l'eau froide. Le chauffage et l'eau chaude sont individuels au gaz. La visite virtuelle : https://envisite.net/vtour/fr/pae9i8/frame Disponible à partir du 24/08/2026. Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. /!\ Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 3 pièces 76 m2,1 222 €par mois,"1 222 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-7-69007-fd17b3d9-0a31-4de3-9074-b25c57f035ba/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/fd17b3d9-0a31-4de3-9074-b25c57f035ba--e88782bc-a1ae-4b56-8e61-e9845d96abfd.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=cbc2a0357c2e2a58bb0320952baab964d792298c,2026-09-24,Saxe - Gambetta,"Grand T3 69007. 20 avenue Félix Faure 69007 Lyon Venez découvrir cet agréable appartement T3 de 76,29 m², situé au sein d'une résidence sécurisée édifiée sur sous-sol en 1996, au 5ᵉ étage avec ascenseur. Cet appartement se compose d'une entrée avec placard distribuant un séjour, une cuisine équipée (plaque de cuisson vitrocéramique, hotte) ouverte sur un balcon de 5 m², deux chambres avec placard dont une avec un accès au balcon, une salle de bains ainsi que de toilettes séparées. En annexe, vous bénéficierez d'une cave ainsi deux places de parking en sous-sol. Le chauffage et l'eau chaude sont individuels électriques. L'eau froide est individuelle, à souscrire au près de l'Eau du Grand Lyon. La visite virtuelle : https://envisite.net/vtour/fr/f2rzfw/frame Disponible à partir du 05/09/2026. Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. /!\ Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 2 pièces 56 m2,950 €par mois,"950 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-7-69007-a5dc1e80-5c62-4c38-9784-ec00c35edf42/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/a5dc1e80-5c62-4c38-9784-ec00c35edf42--3313aaff-686f-404f-89d6-08355acc01f8.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=73ad5bc74dbb71a192b109c0076ba965cf6a09bd,2026-09-24,Guillotière,"Appartement T3 à louer. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la dépôt de dossier et la prise de rendez-vous en ligne. 3 Rue d'Aguesseau - 69007 Lyon. En face de la piscine du Rhône, au rdc d'un immeuble ancien, appartement T3 composé d'un hall d'entrée avec placards, une cuisine équipée et aménagée (four, plaques de cuisson, hotte, placards de rangement), une première chambre avec évier et douche. A l'étage, un espace rangement avec placards, une seconde chambre en parquet avec salle d'eau attenante. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 806.93€ Complément de loyer : 93.07€ Provisions pour charges : 50€ (parties communes)"
