Titre_Lieu,Prix,Infos,Lien,Image,DerniereVue,Quartier,Description
Location Appartement 3 pièces 86 m2,1 466 €par mois,"1 466 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t3-lyon-5-69005-e65318e8-9ac4-4c2e-9ab0-5f428ca9c8f6/,,2026-09-24,,"Appartement T3 Vue sur Saône. LYON 5ème - QUARTIER ST GEORGES - Appartement T3 de 86m2 offrant une magnifique vue sur la Saône. Dans un immeuble datant de 1850, il vous séduira par ses volumes généreux, sa luminosité et ses parquets. Il se compose d’un vaste séjour avec alcove, de deux chambres sur cour, d'une salle de bains, d'un WC, d’une cuisine, d'un grenier et d'une cave. Proche des commerces, transports et services. Libre de suite. Indice de performance énergétique : E Loyer charges comprises : 1.466 € (dont 66€ de charges) Dépôt de garantie : 1.400 € Honoraires d'agence : 1.124,25 €"
Location Appartement 2 pièces 40 m2,1 071 €par mois,"1 071 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-7293beb2-ad19-475e-980c-0c94848b5a67/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/7293beb2-ad19-475e-980c-0c94848b5a67--021b194d-f97e-438f-b664-8cdc1df9255b.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=267e57a5a2ea62da3822a6d051ed8ade0fd7033a,2026-09-24,Part-Dieu,"T2 meublé - Part-Dieu - 69003 LYON. 39 Rue Desaix, 69003 Lyon Exceptionnel par son emplacement, à deux pas de la Part-Dieu, cet appartement bénéficie d'un cadre de vie privilégié au sein d'une résidence récente. Ce 2 pièces meublé de standing, situé au 7ᵉ étage avec ascenseur, offre une superficie de 40 m². Il se compose d'une entrée desservant une agréable pièce de vie avec une cuisine équipée (plaque de cuisson, hotte, four, lave-vaisselle et réfrigérateur), le tout ouvrant sur une loggia exposée sud. L'appartement dispose également d'une chambre avec placard aménagé ainsi que d'une salle d'eau avec douche à l'italienne, toilettes et lave-linge séchant. Le chauffage, l'eau chaude et l'eau froide sont compris dans les charges. Un garage individuel complète ce bien. La visite virtuelle : https://envisite.net/vtour/fr/4tjt4o/frame Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 2 pièces 47 m2,640 €par mois,"640 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-7-69007-32943651-db26-4a65-a76a-235ad964786e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/32943651-db26-4a65-a76a-235ad964786e--c4e03416-519f-4328-83b5-a71133977205.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=5ecdf1595a03ec8f9b73f95a634ef888bdf5b42b,2026-09-24,Gerland,"T2 métro Debourg. 269 avenue Jean Jaurès 69007 Lyon Au pied du métro Debourg, vous rejoindrez très facilement le quartier d'affaires de la Part-Dieu, les commerces de proximité et les accès autoroutiers. Venez découvrir cet agréable appartement T2 en étage élevé, situé au sein d'un immeuble sécurisé, au 5ᵉ étage sans ascenseur. Vous serez séduit par la luminosité de cet appartement plein de charme. Il se compose d'une cuisine ouverte sur un séjour avec cheminée, d'une chambre spacieuse ainsi que d'une salle d'eau. En annexe, vous bénéficierez d'une cave. Le chauffage et l'eau chaude sont individuels électriques. L'eau froide est individuelle, à souscrire au près de l'Eau du Grand Lyon. La visite virtuelle : https://envisite.net/vtour/fr/5p5ffb/frame Disponible immédiatement. Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. /!\ Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 2 pièces 36 m2,748 €par mois,"748 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-253748b2-9fd0-4a14-9fa7-b0742dc7f6b2/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/253748b2-9fd0-4a14-9fa7-b0742dc7f6b2--15e53362-4d87-49bb-a731-796d66a2c450.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c6649621959574a6b5dc61e867d5104f85a1e898,2026-09-24,Villette,"T2 COURS LAFAYETTE. 300 Bis Cours Lafayette, 69003 Lyon Bel appartement dans un immeuble de standing, très bien situé entre commerces et transports en commun. Situé au 2ᵉ étage avec ascenseur, il se compose d'un séjour ouvert sur le coin cuisine aménagée et équipée (plaques, hotte, frigo top) ainsi qu'un spacieux balcon, d'une chambre en parquet avec placard puis que d'une salle de bains avec WC. En annexe, vous bénéficierez d'une place de parking en sous-sol, équipée d'une borne électrique. Les charges comprennent le chauffage, l'eau chaude (collectifs gaz), l'eau froide ainsi que l'entretien des parties communes. Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 1 pièce 23 m2,554 €par mois,"554 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-9-69009-a21cc823-f6a3-4878-91ba-53ad3977012e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/a21cc823-f6a3-4878-91ba-53ad3977012e--b9298ab8-4ccc-43b1-a353-dc031c311abe.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=bb6c0427607b17596c9ab7863e32a9d25fd626f0,2026-09-24,Ile Barbe,"Appartement Lyon 1 pièce(s) 22,54 m2. Studio meublé rénové. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous en ligne et le dépôt de dossier. 2 impasse de l'horloge - studio meublé à louer ! Studio meublé de 22.54m2, situé au premier étage composé d'un séjour avec un coin cuisine entièrement équipé et aménagé , salle d'eau avec WC, sans vis-à-vis lumineux. Logement disponible dès le 2 octobre ! Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 475,59€ Complément de loyer : 38,41€ Provisions pour charges : 40€ (parties communes)"
Location Appartement 2 pièces 43 m2,924 €par mois,"924 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-7-69007-75ef7531-2a6a-4e81-9a88-369e518c47fa/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/75ef7531-2a6a-4e81-9a88-369e518c47fa--10922eeb-8fc5-4c4f-b55b-53a9e1b18161.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=fa880b3480cab59f400ad7ed3d05331ea09b953f,2026-09-24,Place Jean Jaurès,"T2 MEUBLE + PARKING. T2 Meublé d'exception - Lyon 7ème - Résidence récente au calme Découvrez ce superbe appartement de type 2, situé rue Félix Brun, dans une résidence arborée et sécurisée construite en 2020. Entièrement meublé, cet appartement se distingue par son agencement optimisé : une entrée accueillante s'ouvrant sur un salon lumineux prolongé par une cuisine moderne, aménagée et équipée. Vous profiterez d'une belle chambre, d'une salle d'eau fonctionnelle avec WC, et surtout d'un balcon privatif pour vos moments de détente. Un stationnement en sous-sol complète ce bien. Idéalement situé dans le 7ème arrondissement, vous bénéficiez d'un environnement privilégié à proximité immédiate de la place Jean Jaurès et de Jean Macé. Tout est accessible en quelques minutes : commerces, boulangeries, restaurants, mairie, transports (métro) et les agréables promenades des quais du Rhône. Loyer : 855,11 € HC + 69,08 € de charges Dépôt de garantie : 1 710,22 € Honoraires d'agence : 520 € (dont 400 € pour la constitution du dossier, visite et bail / 120 € pour l'état des lieux) DPE : B Disponibilité : 15 octobre 2026 Zone soumis à l'encadrement des loyers Loyer de Référence: 16.40 Loyer Majoré: 19.70 N'hésitez pas à nous contacter pour plus d'informations ou pour organiser une visite. _______ Votre dossier locataire : Démarquez vous et mettez toutes les chances de votre côté, merci d’utiliser DossierFacile (dossierfacile.logement.gouv.fr) pour constituer et nous envoyer votre dossier locataire, c'est un service gratuit du gouvernement qui aide les locataires à constituer un Dossier unique, complet et sécurisé afin de le partager simplement aux Propriétaires et Agences."
Location Appartement 1 pièce 31 m2,612 €par mois,"612 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-7-69007-babd46b1-52b6-4ba8-9388-9b6abaab055e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/babd46b1-52b6-4ba8-9388-9b6abaab055e--30239c29-12b2-4a06-8780-775eca17058c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=15bbfbe577852459c0fa3401b7e12964cf896421,2026-09-24,Parc Blandan,"Appartement T1 de 30.81m² SECTEUR GARIBALDI. A 20 minutes à pied des quais du Rhône / Proximité toutes commodités et transports en commun. Appartement de type studio situé au 5ème étage comprenant une cuisine équipée, une pièce principale, une salle de bains avec emplacement machine à laver et des toilettes. Ses plus : une cave et une place de parking Chauffage individuel électrique Eau chaude individuelle Eau froide collective comprise dans les provisions pour charges DISPONIBLE A PARTIR DU 07/10/26 Loyer : 570€ + 42€ = 612€ Honoraires de location : 308.10€ (visites, constitution de dossiers et rédaction de bail) + 92.43€ (état des lieux)= 400.53€  Dépôt de garantie : 570€ Zone soumise à encadrement des loyers Loyer de référence : 14.10€/m² Loyer majoré : 16.90€/m² Complément déjà inclut dans le loyer : 50€ ( cave + place de parking ) Diagnostic de performance énergétique noté C-192 Gaz effet de serre noté A-5 Estimation des dépenses : entre 530€ et 760€ Années de référence des prix : 2021,2022,2023 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ *La taxe d'ordure ménagère n'est pas comprise dans les charges, celle ci sera quittancée en sus."
Location Appartement 1 pièce 18 m2,695 €par mois,"695 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-8-69008-3797a4eb-009d-4de2-b296-3b3d9ab762df/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/3797a4eb-009d-4de2-b296-3b3d9ab762df--13e7060b-26a3-4f78-b5dd-59203c5d6768.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=6a134f95d9d948907f7d59656e37cb06603e83d3,2026-09-24,Monplaisir - Frères Lumière,"Studio meublé rénové. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous en ligne et le dépôt de dossier. 20 Rue Antoine Lumière, proximité du métro Monplaisir Lumière. Studio meublé de 17.65m² (26.96m² au sol) refait à neuf au dernier étage d'une copropriété entièrement rénovée. Pièce principale éclairée par un velux, coin cuisine équipée et aménagée (plaques de cuisson, hotte, rangements), une salle d'eau avec arrivée d'eau, WC séparés. Logement disponible dès maintenant. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 409,48€ Complément de loyer : 265.52€ Provisions pour charges : 20€ (parties communes)"
Location Appartement 2 pièces 63 m2,1 243 €par mois,"1 243 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-da31b6af-7eea-4eb0-b63d-ed75f78a722b/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/da31b6af-7eea-4eb0-b63d-ed75f78a722b--e3c463a0-096f-4c27-b5d2-10bd4282924c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=29b95ea52dd7d1dc11c61ce0d4e1622d53983758,2026-09-24,Préfecture,"Appartement T2 meublé. MERCI DE PRENDRE RDV EN LIGNE VIA LE FORMULAIRE DE CONTACT AGENCE - Vous recevrez un lien par mail pour la prise de rendez-vous en ligne et le dépôt de dossier. 12 Rue Mazenod - 69003. Secteur Préfecture. Magnifique T2 meublé entièrement refait à neuf de 63.25 m², composé d'une pièce de vie avec cuisine entièrement équipée et aménagée (Four, micro-ondes, lave-vaisselle, plaques, hottes, réfrigérateur), 1 chambre avec alcôve, une salle d'eau, un WC séparé. Logement disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer HC : 1193€ Provisions pour charges : 50€ (parties communes)"
Location Appartement 2 pièces 40 m2,822 €par mois,"822 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-8-69008-688f1d81-ebea-45ce-a0d4-9a3f41b2fbc4/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/688f1d81-ebea-45ce-a0d4-9a3f41b2fbc4--84c4460a-8371-4edf-9047-a0c4a136aa8a.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=be11ca3aedada9c99c0b5c14094352cb965e386b,2026-09-24,Bachut,"Appartement - Non meublé À Louer. À louer, joli appartement de 40 m² situé rue Maryse Bastié, au 5ᵉ étage d’une résidence récente avec ascenseur. Il se compose d’une cuisine aménagée ouverte sur un séjour lumineux, donnant accès à une grande terrasse de 6 m², une chambre, d’une salle de bain, et d’un garage en sous-sol. Disponible le 27/10/2026. A environ 10min du T6 et T2 Loyer de référence majoré (loyer de base à ne pas dépasser) : 697€ loyer de base : 697€ complément de loyer 91€"
Location Appartement 1 pièce 47 m2,795 €par mois,"795 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-7-69007-12934c75-9b66-4c60-acbd-d1cbdd3b6c05/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/12934c75-9b66-4c60-acbd-d1cbdd3b6c05--bf1fa017-a18f-4363-a416-af324e8b962c.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=dba24bd595295384381e24c913e710549465ece7,2026-09-24,Guillotière,"T2 - Proximité des transports. T2 - 68 Rue Montesquieu, 69007 Lyon À proximité des quais du Rhône et des transports (Tram ligne T1 et Métro ligne D), cet appartement de type 2 est situé au 2ᵉ étage sans ascenseur. Il se compose d'une entrée, d'un séjour, d'une cuisine, d'une chambre, ainsi que d'une salle de bains avec WC. Le chauffage et l'eau chaude sont individuels électriques. L'eau froide est individuelle, à souscrire auprès de l'Eau du Grand Lyon. La visite virtuelle : https://envisite.net/vtour/fr/annmi8/frame Disponible immédiatement. /!\ Pour visiter, rien de plus simple : faites la demande de contact en complétant le formulaire et vous recevrez un lien qui vous permettra de réserver une visite. Si vous n'avez aucun créneau de visite disponible à la réservation, cela signifie que le nombre maximum de visites prévu pour le moment a été atteint. /!\"
Location Appartement 1 pièce 23 m2,696 €par mois,"696 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-3-69003-a6a407f1-5ef0-4dd1-bb5a-a469a761d8d4/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/a6a407f1-5ef0-4dd1-bb5a-a469a761d8d4--75af35d0-d1e8-4ae5-88f1-dabc76388e4f.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=b0ac5dd2934955d99649326d886fdc752f7930d6,2026-09-24,Garibaldi,"Location T1 Meublé - Part-Dieu. Appartement de type T1 meublé de 23m², situé au 2ème étage avec ascenseur, comprenant un hall avec placard, une cuisine séparée, une pièce à vivre lumineuse avec placard, une salle de bains avec WC. Les résidents bénéficient d'un accès à une laverie, une salle de sport et un parking en sous-sol, le tout inclus dans le loyer. Idéalement situé à proximité de la gare Part-Dieu et de l'arrêt de métro Garibaldi (ligne D), ce bien est parfait pour des étudiants ou jeunes professionnels désirant résider au cœur de Lyon. Disponible le 22/09/2026 Loyer de base: 605€ Loyer de référence majoré ( loyer à ne pas dépasser ) : 605 € Complément de loyer : 51 €"
Location Appartement 2 pièces 40 m2,959 €par mois,"959 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-6e15aa09-ed09-40a2-8b33-3bf22246b8c4/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/6e15aa09-ed09-40a2-8b33-3bf22246b8c4--d5b1cbca-f31c-427f-a228-12d6d96ae877.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=c8d61c92747503d7fe28b3519473e44c466c0ac1,2026-09-24,Montchat,"Appartement À Louer secteur Montchat. Agréable T2 meublé de 39,62 m², situé cours Docteur Long, Lyon 3e, dans le secteur recherché de Montchat. Situé au 3e étage d’une résidence récente datant de 2015, l’appartement se compose de une cuisine équipée et aménagée ouverte sur le séjour, un séjour lumineux donnant accès à un balcon, une chambre et une salle de bains avec WC. Le + : Un balcon et un garage privatif en sous-sol complète le bien. chauffage collectif ; eau chaude collective ; eau froide individuelle. Disponible au 05/10/26 Loyer : 877€ + 82€ = 959€ Dépôt de garantie : 1754€ Honoraires de location : 396.20€ (visites, constitution de dossiers et rédaction de bail) + 118.86€ (frais état des lieux) = 515.06€ Zone soumise à encadrement des loyers Complément de loyer déjà inclus : 65€ (garage + balcon) Loyer majoré : 20.50€/m² Loyer de référence : 17.10€/m² DPE noté : C-110 Gaz à effet de serre noté : C-21 Estimation des dépenses annuelles d'énergie : entre 350€ et 510€ Année de référence des prix de l'énergie : 2021,2022,2023 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ *La taxe d'ordure ménagère n'est pas comprise dans les charges, celle ci sera quittancée en sus."
Location Appartement 2 pièces 48 m2,953 €par mois,"953 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-3-69003-9eceec25-5517-4283-b18c-d6223fd1acd0/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/9eceec25-5517-4283-b18c-d6223fd1acd0--63a45f66-18ab-4743-b7da-8c0bf8ee2109.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=ead62cec6111c14591e90f482c73a85bdbae377a,2026-09-24,Garibaldi,"Appartement T2 MEUBLE - 953.99€ CC. Appartement de type 2 pièces MEUBLE à 953.99€ CC à 48,2 m2 - 12 rue Lavoisier à LYON 69003. Cet appartement lumineux de 48,20 m2 au 8ème étage dans une copropriété avec ascenseur est composé : d'une entrée, d'une pièce de vie avec cuisine équipée, salle d'eau, d'une chambre et WC séparés. Loyer de référence majoré : 886.88 € Complément de loyer : 17.11 € (étage élevé) Loyer HC : 903.99 € Provisions pour charges : 50 € Loyer CC : 953.99 € Logement disponible à partir du 22/09/2026. Visite accompagnée sur RDV, contacter le service location au 04 72 33 00 81."
Location Appartement 1 pièce 26 m2,700 €par mois,"700 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t1-lyon-1-69001-b349db13-e262-4179-a528-237da95a5d05/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/b349db13-e262-4179-a528-237da95a5d05--854b9779-b941-42e1-89dd-a3fe005bcd40.jpeg?p=estate-result-item&ci_url_encoded=1&ci_sign=494f965288fd3097d5b55f7666e697f03d9a37c1,2026-09-24,Chartreux,"Appartement Lyon 1 pièce Mezzanine. CROIX ROUSSE - Sur les pentes, en dernier étage avec ascenseur, grand studio rénové récemment de 26m2 carrez mais 40m2 au sol. Très lumineux avec volume comprenant une pièce principale avec coin cuisine, une salle d'eau avec WC et une mezzanine. Libre à partir du 18 Septembre 2026. Indice de performance énergétique : C Loyer charges comprises : 700  (dont 10  de charges communes) Honoraires locataires : 343  Dépôt de garantie : 690 "
Location Stationnement,160 €par mois,"160 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-9-69009-0aa56560-4c6b-4c1c-b808-a1acfb18ad30/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/0aa56560-4c6b-4c1c-b808-a1acfb18ad30--b53fc9a5-8bca-4391-83d3-66f6fc4e469d.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=845e00b596b44ec849a208ca6df2ccf4e379f2b8,2026-09-24,Saint-Rambert,"Garage Double - Rue Hector Berlioz - Plateau de Saint-Rambert. Exclusivité Orpi ! A louer box double fermé situé 3 Rue du Hector Berlioz 69009 Lyon - Plateau de Saint-Rambert. Résidence fermée et sécurisée. Disponible de suite ! Loyer CC : 160€ Honoraires visite, constitution de dossier, rédaction du bail et état des lieux : 150 euros"
Location Appartement 2 pièces 47 m2,910 €par mois,"910 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-8-69008-5bed5823-3d6a-4bfd-a6df-ed65da47881e/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/5bed5823-3d6a-4bfd-a6df-ed65da47881e--ac27b4b9-1a70-49fa-a650-6c28016b3165.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=254061487a502a6e7efa162e2930197bdfe583b6,2026-09-24,Monplaisir - Frères Lumière,"Appartement Lyon T2 de 46.76 m2. Appartement de type 2 de 46.76m2 au 3ème étage avec ascenseur, situé Rue des Alouettes 69008 LYON. Il se compose d'un hall d'entrée avec rangements, de WC séparés, un séjour ouvert sur une cuisine donnant sur un balcon, d'une chambre et d'une salle de bains attenante. L'appartement est loué avec un garage et une cave. A proximité immédiate de la station de métro D arrêt Monplaisir Lumière, du Tramway T2 et de la place Ambroise Courtois. Disponible 16/10/2026 Loyer de référence majoré (loyer de base à ne pas dépasser) : 806€ loyer de base : 806€ complément de loyer : 54€"
Location Appartement 2 pièces 49 m2,1 090 €par mois,"1 090 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-4-69004-d4b6e150-2222-4005-87d1-2adfb65f1e7f/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/d4b6e150-2222-4005-87d1-2adfb65f1e7f--e4d05fc6-d874-4841-ae2c-fbfede42af22.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=5a52a477f33fc1fa2d2088e1dd41f177bc60ea13,2026-09-24,Parc Popy,"APPARTEMENT T2 DE 48.75 m² - avec garage - LYON 4ème. Orpi Côté Mont d'Or – Appartement T2, Plateau de la Croix-Rousse, Lyon Prise de rendez-vous uniquement via le formulaire de contact de l'agence. Un email automatique vous sera envoyé afin de réserver votre créneau de visite. Situé au cœur du plateau de la Croix-Rousse, ce superbe deux pièces non meublé de 48,75 m² se trouve au premier étage d'une résidence récente (2020). Il se compose d'un séjour prolongé par une loggia, d'une cuisine équipée fonctionnelle, d'un espace buanderie, ainsi que d'une chambre avec placard aménagé et salle d'eau attenante. Un garage fermé en sous-sol complète ce bien. Le logement garantit un excellent confort thermique au quotidien. Loyer charges comprises : 1090 Euros (zone soumise à l'encadrement des loyers) Loyer hors charges : 1001 Euros Charges : 89 Euros Dépôt de garantie : 1001 Euros Le complément de loyer comprend la loggia et un garage privatif (118.62 Euros). Honoraires locataire : 633,75 Euros TTC (487,50 Euros dossier/visite/bail + 146,25 Euros état des lieux) Estimation des coûts annuels d'énergie du logement : entre 460 Euros et 660 Euros par an."
Location Appartement 2 pièces 47 m2,906 €par mois,"906 €par mois
LOCATION",https://www.orpi.com/annonce-location-appartement-t2-lyon-7-69007-81eda2d9-b87b-436e-83ff-5ac3c000619a/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/81eda2d9-b87b-436e-83ff-5ac3c000619a--58d5bfa1-ecb6-4f6c-ad3f-b646f1cc01ed.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=3bbbf23652c0d2f061a90ac64885f83b36c5f383,2026-09-24,Debourg,"Appartement LYON 07 2 pièce(s) 46.67 m²/ SOUMIS AU DISPOSITIF SCELLIER. LYON 7, Dans le secteur de la ZAC DU BON LAIT, à 5 minutes du Métro Place Jean Jaurès, Beau T2 dans un immeuble de 2013 de 46,67m2 au 4ème étage avec ascenseur, composé d'une pièce principale avec coin cuisine, d'une chambre et d'une salle de bain avec WC. Cet appartement dispose d'un beau balcon, et d'un garage en sous-sol. Eau froide, eau chaude et chauffage collectif au gaz. Disponible LE 22/10/26 VISITE DES DEBUT OCTOBRE ATTENTION APPARTEMENT SOUMIS AU DISPOSITIF SCELLIER Loyer : 770€ + 136€ = 906€ Honoraires d'Agence : 466.70€ (visites, constitution de dossiers et rédaction de bail) + 140.01€ (frais état des lieux) = 606.71€ Dépôt de Garantie : 770€ Zone soumise à encadrement des loyers : Loyer de référence : 14.50€/m² Loyer majoré : 17.40€/m² DPE noté : C-140 Gaz Effet de Serre noté : C-28 Estimation des dépenses annuelles d'énergie : entre 370€ et 540€  *La taxe d'ordure ménagère n'est pas comprise dans la provision pour charges"
Location Stationnement,60 €par mois,"60 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-9-69009-8db4016f-fe0d-45dc-8d2c-b9455f4b402c/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/8db4016f-fe0d-45dc-8d2c-b9455f4b402c--31490634-38b1-41b7-9f7b-a724b0e54878.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=d5fbbec695185783d8b7a7111e2aed8d4b892af6,2026-09-24,Gorge de Loup,"Parking en sous-sol VAISE. Exclusivité Orpi ! A LOUER, place de parking en sous-sol, idéalement située au 22 Rue de la Fraternelle 69009, au cœur du quartier de VAISE. Loyer 60 € CC Honoraires d'agence (constitution de dossier, visite, contrat de location, état des lieux ) : 150€ TTC Contactez-nous dès maintenant pour plus d'informations !"
Location Stationnement,50 €par mois,"50 €par mois
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-3-69003-99e09c4e-12b1-435f-861e-f76799d3256f/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/99e09c4e-12b1-435f-861e-f76799d3256f--9a7a8a77-0313-4f74-801c-34c64ea3ba73.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=28be4eab1fea2c4bdeb822c519bda08e52387968,2026-09-24,Part-Dieu,"Parking 2 roues à louer - PART DIEU. Exclusivité Orpi ! Emplacement Parking 2 Roues Sécurisé – Lyon 3ᵉ (Rue Desaix / Part-Dieu) Marre de chercher une place ou de laisser votre deux-roues à la merci des intempéries et du vol ? Louez votre emplacement réservé et sécurisé en plein cœur du 3ᵉ arrondissement ! Localisation idéale : Situé au 57 rue Desaix (Lyon 3ᵉ), dans un quartier dynamique et recherché : À 5 minutes à pied de la Gare de la Part-Dieu et du centre d'affaires. Proche des lignes de Tramway (T1) et Métros (B & D). Accès rapide aux axes principaux. Sécurité et Confort : Résidence sécurisée : Accès par portail automatique avec bip / badge. Couverts & Fermé : Situé en sous-sol, à l'abri de la pluie et des regards. Emplacement dédié : Idéal pour moto, scooter, vélo électrique ou cargo bike. Accès libre 24h/24 et 7j/7."
Location Stationnement,95 €par mois,"95 €par mois
PRIX EN BAISSE
LOCATION",https://www.orpi.com/annonce-location-stationnement-lyon-9-69009-b418c6ab-a513-4e19-827d-b2c4a8a2e868/,https://cutjhqvjma.cloudimg.io/_prod_/sweepbright-s3/b418c6ab-a513-4e19-827d-b2c4a8a2e868--4dc459dd-d025-4fcf-b30b-6ca8da0e6c7e.jpg?p=estate-result-item&ci_url_encoded=1&ci_sign=08ae6d901d561694765f5c7597243ec75f6e4191,2026-09-24,La Duchère,"Box fermé À Louer. Exclusivité Orpi - Box fermé et sécurisé, Rue Roger Fenech - Lyon 9 Situé au cœur d’un secteur résidentiel recherché, ce box fermé offre une solution idéale pour stationner votre véhicule en toute sérénité. L’accès se fait par une résidence calme et sécurisée, assurant une parfaite tranquillité d’usage. Le box bénéficie d’une belle superficie permettant de garer une voiture. Au 1er sous-sol, un garage référencé G24"
