Titre,Prix,Lien,Image,DerniereVue,Description
Duplex/triplex 101 m2 Lyon 1,1 490 € CC*,https://www.paruvendu.fr/immobilier/location/duplex-triplex/1290237962A1KILHDU000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/f8/0d/L3dhL2ltYWdlcy9iaWVucy8xL2U5N2Y3MWQxNzU5OWVlYWRhNTUzOGFmZWZhNWUzOGU5L3Bob3RvXzE0Y2E3Nzg0OWE3MTk5M2ZlNDQ2MWE5OTBiODhiNTBjLmpwZz8yMDI2MDkwMzIyNTczNQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"Découvrez ce duplex T4 refait à neuf au c?ur de Lyon. Lumineux et spacieux avec ses 101 m2, il dispose de 3 chambres et d'une cuisine ouverte. À seulement 3 minutes du métro, il offre un cadre de vie privilégié en hypercentre. A louer ce magnifique duplex REFAIT A NEUF de type T4, situé en hypercentre à 3 minutes à pied du métro Hôtel de Ville d'une surface de 101 m2, au sixième étage sans ascenseur, comprenant un séjour avec cuisine ouverte, 3 chambres, salle de bain, W.C, espaces de rangement. Chauffage individuel gaz, double vitrage. DPE : D Loyer : 1.400,00 EUR Montant des charges : 90,00 EUR Dépôt de garantie : 1.400,00 EUR Honoraires à la charge du locataire : 1.325,12€ TTC comprenant l'état des lieux Loyer de référence : 1.232,20 EUR HC Loyer de référence majoré : 1.474,60 EUR HC PREMIER CONTACT PAR MAIL IMPERATIF Détails : Nombre de chambre(s) : 3 Nombre de pièces : 4 Nombre de niveaux : 2 Nb de salle de bains : 1 Mode de chauffage : CHAUDIERE Type de chauffage : GAZ Format de chauffage : CENTRAL Nombre de wc : 1 Part Honoraires Etat des lieux : 306.03 euros Type de charge : forfaitaires mensuelles Charges : 90 euros/mois Lieu : Rhône (69)"
Appartement 117 m2 Lyon 1,1 990 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294693905A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/expertimo.staticlbi.com/2f/22/L3dhL2ltYWdlcy9iaWVucy80NjkvYWU2MjBhNGEwZjI3OTM3OTUyZjM4YWQwYjhkYjE1MDMvcGhvdG9fNTc5OWVlYmYyMzFmNzQ3Y2I2NmZkM2UwOTYwNWQwNGMuanBnPzIwMjYwOTI0MDIzOTE2_rct?func=crop&w=320&gravity=auto,2026-09-24,"À LOUER NU 20 RUE DES FLESSELLES, 69001, LYON - Appartement T3 vide de 117m2, dans un immeuble canut au cœur du quartier des Pentes de la Croix-Rousse. Situé au Nord de la Presqu'île, dans un quartier agréable et commerçant, à 15 minutes à pied de l'Hôtel de Ville. Au 6ème et dernier étage avec ascenseur + demi étage à monter, venez découvrir cet appartement entièrement rénové en 2018. Ce bien se compose d'une entrée, d'un vaste séjour avec cuisine ouverte et équipée de 62,20 m2 avec espace de travail, de 2 grandes chambres de 14,25 m2 et 19,95 m2, dont une avec double dressing. Un projet d'aménagement prévu par les propriétaire permet également d'envisager la création d'une troisième chambre d'environ 10 m2, disposant d'une fenêtre. L'appartement comprend également une salle de bains avec baignoire et meuble vasque, ainsi qu'un WC séparé. Charme de l'ancien avec les tomettes au sol, les murs en pierres apparentes et les poutres sous plafond. Transports en commun à proximité (Métro ligne C à 10 minutes, arrêts Croix-Paquet ou Croix-Rousse). Possibilité de stationnement dans la rue. Chauffage individuel au gaz Eau chaude individuelle Contacter O6.48.8O.43.53 de l'agence FLAT FISH IMMO pour visiter cet appartement disponible immédiatement à la location www.flat-fish.fr Chauffage au gaz Loyer C.C. : 1 990€ /mois Honoraire à la charge du locataire : 1535€ dont 354€ pour l'état des lieux Dépôt de garantie 1890€ Disponible à la location immédiatement Détails : Nombre de chambre(s) : 3 Nombre de pièces : 4 Nombre de niveaux : 1 Nb de salle de bains : 1 Cuisine : Americaine -Equipee Mode de chauffage : CONVECTEUR Type de chauffage : GAZ Format de chauffage : INDIVIDUEL Nombre de wc : 1 Cave : 1 Part Honoraires Etat des lieux : 351 euros Type de charge : prévisionnelles mensuelles Charges : 100 euros/moisCharges complémentaires : part des charges de copropriété pour le locataire avec accès local à vélo et cave N°41 Lieu : Rhône (69)"
Appartement 11 m2 Lyon 7,600 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294637022A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/d8/d4/L29mZmljZTIwL2ltbW96b25fMzEwNTIyL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNi8xLzQvMy8zLzUvNC85LzYxNDMzNTQ5YS5qcGc_REFURU1BSj0xOC8wOS8yMDI2LTE4OjIwOjUzJjIwMjYwOTE5MDczMDA2_rct?func=crop&w=320&gravity=auto,2026-09-24,"Située dans le dynamique quartier LECLERC - Gerland, cette chambre lumineuse constitue un pied-à-terre pratique proche des services et des transports. La chambre, de 11 m², fait partie d'un appartement partagé, de chauffage collectif. L'appartement totalise salles de bain sur 69 m².Disposition idéale pour une vie partagée entre étudiants et jeunes actifs : 3 pièces et 3 lits, situé au 4éme étage. Idéal pour étudiants ou jeunes professionnels recherchant un logement équipé à Lyon. Charges : 100 Provision sur Charges : 100 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/257520.pdf Honoraires Etat des lieux Locataires : 70 Lieu : Rhône (69)"
Appartement 82 m2 Lyon 4,1 785 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292685504A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/img.netty.immo/cf/75/L3Byb2R1Y3QvY29tcGFueTUzODM2d2JlL0xBNTMzMC8xNzQ5MjM4MDMyX0xBNTMzMF8xX29yaWdpbmFsLmpwZz8yMDI2MDkxNzE0MzgwNA_rct?func=crop&w=320&gravity=auto,2026-09-24,"CROIX ROUSSE. RARE. Rue Bournes. Dans une résidence de standing de 1988, T3 de 82 m² avec terrasse et balcon de 41 m² sans vis à vis, situé au 6ème étage et dernier étage avec ascenseur. Il se compose d'une entrée avec placard, un séjour, une buanderie, une cuisine séparée aménagée, 2 chambres, une salle de douche, WC séparé. Une cave. Charges : 135 euros/mois comprenant eau froide, TOM, entretiens communs, garage. Disponible le 8/07/2026. Dépôt de garantie 1 mois de loyer HC. Honoraires agence 827,38€ TTC ou 1 mois de loyer HC en cas de bail de droit commun. Merci de contacter Claudia Bal . Honoraires de 827,38 € TTC à la charge du locataire. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 1180.80 €/mois. Loyer de base 1180.80 €/mois. Provision sur charges 135 €/mois, régularisation annuelle. Complément de loyer 469,20 €/mois. Dépôt de garantie 1 650 €. Classe énergie D, Classe climat B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1570.00 € et 1570.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. CC TTC Rente mensuelle : 0.00 euros. Numéro de mandat : 6931 Lieu : Rhône (69)"
Appartement 45 m2 Lyon 3,1 050 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294629096A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/3d/4e/LzY5MTQ5MS81NDY2NjU4NzkvcGhvdG9zLzEuanBnPzIwMjYwOTA4MDM0MTQx_rct?func=crop&w=320&gravity=auto,2026-09-24,"Situé cours Richard-Vitton, au cœur du quartier de Montchat, cet appartement meublé de 44,17m² entièrement refait à neuf offre une configuration particulièrement adaptée à une colocation. Au premier étage d'un immeuble sans ascenseur, il se compose d'un séjour avec cuisine entièrement aménagée et équipée, d'une chambre et d'une seconde pièce aménagée en espace nuit, d'une superficie inférieure à 9 m². Le logement comprend également une salle d'eau et des toilettes séparées. Chauffage individuel électrique, une climatisation mobile. À proximité immédiate des commerces de la place Ronde et des lignes de bus C9 et C26. Le tramway T3 est également accessible en quelques minutes. Disponible immédiatement. Loyer de référence majoré (loyer de base à ne pas dépasser) : 725€ loyer de base : 725€ complément de loyer 300€ Nom du négociateur : BON Fanny Honoraires d'état des lieux : 132.51 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 725 euros Montant du complément de loyer : 300 euros Adresse : 49, Cours Richard Vitton, Lyon, Rhône (69)"
Appartement 68 m2 Lyon 9,1 115 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294538875A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/0c/37/L3dhL2ltYWdlcy9iaWVucy8xL2VhODE0ZjExZGY0YjliY2NmNDExZmEzNTQyMDY3NjM2L3Bob3RvX2IxY2I2MWE3N2YyOGI2ZmQwNWYxYWRmMTY2YzNkMjQyLmpwZz8yMDI2MDgyNDIzMTgyNw_rct?func=crop&w=320&gravity=auto,2026-09-24,"PREMIER CONTACT PAR MAIL IMPERATIF 71 RUE DE L'OBSERVANCE T3 - 68 M2 AVEC BALCON POSSIBILITE DE SE GARER FACILEMENT ET GRATUITEMENT DANS LA RUE COLOCATION POSSIBLE Venez découvrir ce bel appartement de type T3, vue exceptionnelle sur Lyon et Fourvière, d'une surface de 68 m2 et situé au quatrième étage avec ascenseur, et comprenant : séjour, cuisine indépendante, deux chambres dont l'une avec dressing, salle d'eau, W.C indépendant, balcon Prestation complémentaire : lave-vaisselle, machine à laver Arrêt de bus à proximité immédiate Loyer appartement : 1015,00 EUR Loyer de référence : 924,80 EUR Loyer de référence majoré : 1.108,40 EUR Charges : 100,00 EUR comprenant l'eau froide Honoraires comprenant l'état des lieux : 892,16 EUR TTC DPE : E Détails : Nombre de chambre(s) : 2 Nombre de pièces : 3 Nombre de niveaux : 1 Nb de salle d'eau : 1 Cuisine : Separee -Equipee Mode de chauffage : RADIATEUR Type de chauffage : ELECTRIQUE Format de chauffage : INDIVIDUEL Balcon : 1 Nombre de wc : 1 Part Honoraires Etat des lieux : 204 euros Type de charge : forfaitaires mensuelles Charges : 100 euros/mois Lieu : Rhône (69)"
Appartement 60 m2 Lyon 9,1 030 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294375659A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/35/57/L21lZGlhLXBhL1dJMTcvNy83L1dJMTc3NzQ4OTkzXzEuanBlZz8yMDI2MDgxOTE4NTIxMA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement meublé de 60 m² au 3e étage sans ascenseur du 36 rue Salengro , métro Gare de Vaise. disponible tout de suite. grande cuisine équipée avec four, hotte, plaque vitro , frigo et nombreux placards. salle de bain avec baignoire , WC séparé. Tres grand séjour avec vue sur la Place de Paris, et 1 chambre avec placards. compteurs eau et EDF individuels. Chauffage gaz.. garant physique français demandé. Bail et état des lieux faits par un professionnel, donc prevoir des honoraires. Lieu : Rhône (69)"
Appartement 111 m2 Lyon 8,550 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292846281A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/ef/4b/LzMxMTY1Ni81NDI1MjE3MDAvcGhvdG9zLzEuanBnPzIwMjYwOTAyMDUxNTA3_rct?func=crop&w=320&gravity=auto,2026-09-24,"Grande colocation rénovée de 111 m² – 4 chambres – Lyon 8? 75 rue Philippe Fabia – 69008 Lyon Vous recherchez une colocation spacieuse, moderne et idéalement située pour vos études ou votre vie active ? Découvrez cette superbe colocation de 111 m², entièrement rénovée et pensée pour offrir à chacun confort, intimité et convivialité. Les points forts 4 chambres privatives entièrement meublées. Une grande cuisine entièrement équipée et aménagée. Un vaste espace de vie convivial. 2 salles de bain avec douche. 2 WC pour plus de confort au quotidien. Une table de billard pour partager de bons moments entre colocataires. De nombreux rangements, avec un espace dédié à chacun. Un emplacement idéal La colocation est située au 75 rue Philippe Fabia, dans le quartier des États-Unis (Lyon 8?)**, un secteur calme et parfaitement desservi par les transports. À environ 5 minutes à pied : Tramway T4, permettant de rejoindre rapidement le campus de l'Université Lyon 2 (Porte des Alpes), Jean Jaurès, Charpennes et de nombreuses correspondances. Tramway T6, avec un accès direct à Grange Blanche, Lyon 3? et Villeurbanne. Plusieurs lignes de bus permettent également de rejoindre facilement le campus Lyon 2 de Bron. Grâce à ces nombreuses connexions, les principales écoles et universités de la métropole sont facilement accessibles. Un supermarché se trouve à seulement 2 minutes à pied, au bout de la rue, pour faciliter votre quotidien. Un loyer tout compris Le loyer est charges comprises. Vous profitez d'un forfait unique incluant : - Électricité / Eau froide et eau chaude / Chauffage / Gaz / Internet (fibre) Aucune mauvaise surprise en fin de mois : tout est inclus. Un cadre de vie agréable Cette colocation est idéale pour des étudiants ou jeunes actifs souhaitant vivre dans un appartement spacieux, confortable et bien desservi. Contactez-nous pour obtenir davantage d'informations ou organiser une visite. Cette annonce référence 340875 vous est présentée par votre agent commercial BSK Immobilier UGO SILVY (EI) immatriculé au RSAC de LYON-3E-ARRONDISSEMENT (69003) sous le numéro 98074718200023. Honoraires à la charge du locataire : 180,00 € - 12€ TTC le M2 Zone très tendue : le département de Paris (75) et certaines communes des Yvelines (78), des Hauts-de-Seine (92), de Seine-Saint-Denis (93), du Val de Marne (94) et du Val d'Oise (95) (il s'agit des territoires de la zone A bis, au sens de l'article R. 304-1 du CCH et listés par l'arrêté du 1.8.14 : JO du 6.8.14) - 10€ TTC le M2 Zone tendue : les territoires soumis à l'encadrement des loyers et pour lesquels s'applique la taxe sur les logements vacants, à l'exclusion des communes de la zone très tendue (ces territoires sont listés par le décret n° 2013-392 du 10.5.13) - 8€ TTC le m2 Hors zone tendue : Pour le reste du territoire et les DOM-TOM. Avance sur charges mensuelles incluses : 100,00 € Dépôt de garantie : 900,00 € A propos de la copropriété : Pas de procédure en cours. Nombre de lots : 60 Charges prévisionnelles annuelles : 4 000,00 € A propos des performances énergétiques : Date de réalisation du diagnostic énergétique : 08/01/2024 Score DPE : 259 kWhEP/m²/an Score GES : 57 kgepCO2/m²/an Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1550.00 € et 2130.00 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Nom du négociateur : UGO SILVY Lieu : Rhône (69)"
Appartement 58 m2 Lyon 5,1 134 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294340752A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/3d/08/L21lZGlhLXBhL1dJMTcvNy83L1dJMTc3NzQ0MzEyXzEuanBlZz8yMDI2MDgyOTExMzgzNQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement 2 pièces - 58 m² - Vieux Lyon Vieux Lyon ? Saint-Jean | 58 m² | 2? étage sans ascenseur Au coeur du Vieux Lyon, dans un immeuble ancien typiquement lyonnais, appartement de 58 m² comprenant : -> Entrée -> Séjour avec coin repas et canapé-lit double -> Cuisine ouverte équipée : évier, réfrigérateur, micro-ondes et rangements -> Grande chambre avec rangements -> Salle de bains avec baignoire d'angle -> WC indépendant avec fenêtre -> 2 fenêtres sans vis-à-vis, vue sur verdure et ruelle piétonne pavée -> Emplacement idéal : à 5 min à pied du métro Vieux Lyon, du parking Saint-Georges et des établissements Les Lazaristes et Les Maristes. Convient également à une colocation étudiante. Cadre privilégié, au c?ur du Vieux Lyon, entre Fourvière et la Saône. Lieu : Rhône (69)"
Appartement 95 m2 Lyon 3,1 487 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294330891A1KILHAP000,https://img.paruvendu.fr/_static_/2026092408/communfo/img/sitemobile/transparent_1x1.png,2026-09-24,"LYON 3 - PREFECTURE - APPARTEMENT T4 RENOVE - LYON 3 - PREFECTURE - 6 RUE DE SEVIGNE. Dans un bel immeuble ancien, idéalement placé, un appartement rénové de 91 m² situé au4e étage, comprenant une belle entrée, un séjour avec alcôve, cuisine aménagée et équipée (pose début septembre), trois chambres, une salle d'eau et un WC. Chauffage individuel électrique. Les charges comprennent l'entretien des parties communes. Bien soumis à l'encadrement des loyers. - Loyer de référence majoré (loyer de base à ne pas dépasser) : 14.6 €/m² soit 1382.62 € - Loyer de base : 12.2 €/m² soit 1155.34 €. Loyer de 1 487,00 euros par mois charges comprises dont 105,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 700,00 euros ( soit 7,39 euros/m² ) dont 275,73 euros pour état des lieux ( soit 2,91 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 100 et 1 520 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 1 382 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 1 382,62 euros Nom négociateur : GATEWAY CORNEILLE null Lieu : Rhône (69)"
Appartement 102 m2 Lyon 8,530 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294360806A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/45/f9/L29mZmljZS9saW1vdXppL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNS84LzgvMC8yLzAvNy80LzU4ODAyMDc0YS5qcGc_REFURU1BSj0yOC8wNy8yMDI2LTE3OjMyOjMwJjIwMjYwOTIyMDY1MjI2_rct?func=crop&w=320&gravity=auto,2026-09-24,"Réf : 257VIENNE -CHB Chambre à louer dans bel appartement standing - Moulin à Vent LE QUARTIER : Moulin à Vent / Lyon 8 - au pied du Tram T6 Moulin à Vent. Nombreux commerces de proximité (boulangerie, restau, coiffeur, pharmacie) et transport (bus, trams, station Vélov). L'APPART : 103m², hyper lumineux, exposé Est avec vue dégagée Dans une résidence sécurisée, standing avec badge vigik, immeuble calme, bel appartement type Haussmannien situé au 4e étage sans ascenseur. Une grande entrée avec grands placards muraux - chacun son placard/penderie Un coin salon / séjour avec canapé, grande TV, table et chaises Cuisine toute équipée et meublée, ouverte sur le salon. 2 salles d'eau 1WC LES CHAMBRES : toutes exposées Ouest - côté cour/route de Vienne Chambre lumineuse, spacieuse 11.40m² toute meublée et équipée : lit double, linge de lit, bureau avec chaise, grande armoire + placards muraux, étagère. Fenêtre double vitrage. Le chauffage est individuel électrique, et l'eau chaude est produite par ballon électrique. L'appartement bénéficie d'un emplacement pratique, à proximité immédiate du quartier Moulin-à-Vent et à moins de 200 mètres du tramway, permettant de rejoindre rapidement Debourg et le centre de Lyon. Éligible aux APL. Les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr ---------------- Loyer HC : 450 euros/mois Forfait de charges : 80 euros/mois comprenant l'eau chaude produite par ballon électrique , l'eau froide, l'électricité, le chauffage, forfait ménage 1 fois par semaine Dépôt de garantie : 2 mois de loyer hors charges Honoraires de location : 267.65 euros TTC comprenant (61.81 euros TTC pour l'état des lieux et 205.84 euros TTC pour la constitution du dossier). Garants physiques ou morales demandés. --------------------- POUR PLANIFIER UNE VISITE : envoie nous un message depuis l'annonce et tu recevras un lien pour déposer ton dossier sur la plateforme sécurisée UPLACE. Etat général : Bon Etat Année de construction : 1945 Chauffage : Individuel Chauffage (mécanisme) : Radiateur Chauffage (mode) : Electrique Fenêtre : PVC Double Vitrage Cuisine : AmenageeEquipee Ascenceur : oui Interphone : oui Charges : 80 Numéro de mandat : 257VIENNE-APP12-CHB Provision sur Charges : 80 euros Modalité de règlement des charges : Remboursement_annuel_locataire euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/138198.pdf Honoraires Etat des lieux Locataires : 61.81 Lieu : Rhône (69)"
Appartement 93 m2 Lyon 4,4 160 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294161955A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/img.netty.immo/64/88/L3Byb2R1Y3QvY29tcGFueTUzODM2d2JlL0xBMTQ0NzAvMTc4MzUwMzM3N19MQTE0NDcwXzFfb3JpZ2luYWwuanBnPzIwMjYwOTEzMDE0NDQ1_rct?func=crop&w=320&gravity=auto,2026-09-24,"BIEN D'EXCEPTION. TOIT TERRASSE AVEC PISCINE. RARE A LA LOCATION. BAIL DE DROIT COMMUN OBLIGATOIRE (POUR BAIL SOCIÉTÉ OU RÉSIDENCE SECONDAIRE). CROIX ROUSSE. Magnifique T2 de 93 m², situé au 6ème et dernier étage par ascenseur d'un immeuble de 2019. Entièrement meublé et équipé avec prestations de qualité. Pièce de vie/cuisine de 57m² entièremement équipée (lave-vaisselle, frigidaire, plaques gaz, four, micro-ondes, cave à vin...), donnant sur une terrasse de 25m² exposé ouest, 1 chambre spacieuse avec salle d'eau, buanderie/dressing avec lave-linge donnant sur un balcon exposé est, WC séparés. Climatisation reversible. Volets roulants electriques. TOIT TERRASSE DE 120m² avec PISCINE ET BAR. VUE MAGNIFIQUE SUR LYON. Provision de charges comprenant l'entretien des parties communes et des espaces verts privatifs et de la piscine (hivernage). DPE B (réalisé le 10/09/2024). DISPONIBLE DE SUITE. DÉPÔT DE GARANTIE 2 MOIS DE LOYER HC. Honoraires agence 1 mois de loyer (visites, étude de dossier et rédaction de bail, État des lieux entrant). Merci de contacter Amanda COOK au 06x63x53x21x70. . comprenant 279 € TTC pour l'état des lieux. Loyer de base 3800.00 €/mois. Provision sur charges 360 €/mois, régularisation annuelle. Classe énergie B, Classe climat B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 680.00 € et 980.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. CC TTC Rente mensuelle : 0.00 euros. Numéro de mandat : 2080 Plus d'information : - Piscine Précision localisation : Croix Rousse-Centre Part Honoraires Etat des lieux : 279.00 euros TTC Charges : 360.00 euros/mois prévisionnelles mensuelles avec régularisation annuelle Montant du complément de loyer : 0.00 euros/mois Lieu : Rhône (69)"
Chambre 10 m2 Lyon 5,570 € CC*,https://www.paruvendu.fr/immobilier/location/chambre/1294138360A1KILHCM000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/af/92/L21lZGlhLXBhL1dJMTcvNy83L1dJMTc3NzIxMTg1XzEuanBlZz8yMDI2MDgxMjExMjIwOA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Je propose une jolie chambre meublée chez l'habitant, dans un appartement situé au rez-de-chaussée surélevé, au c?ur d'un parc arboré, dans un quartier résidentiel très calme entre le Point du Jour et Tassin. La chambre comprend : Lit double 140 cm avec matelas confortable Bureau et rangements Wi-Fi fibre Linge de lit fourni Vous profitez également des espaces communs : Grand salon cocooning avec télévision Fauteuils de massage Balançoire intérieure pour un moment de détente Cuisine entièrement équipée Lave-linge (selon les modalités de la maison) L'objectif est que chacun se sente chez soi, dans une ambiance respectueuse, paisible et conviviale. Un quartier très agréable Le quartier de Ménival / Point du Jour est apprécié pour son calme, sa sécurité et son ambiance de village, tout en restant très proche du centre de Lyon. Vous trouverez à quelques minutes à pied : boulangeries, supermarchés, pharmacie, banque et commerces de proximité, restaurants, marché et services, nombreux espaces verts pour se promener ou courir. Les transports en commun permettent de rejoindre rapidement Gorge de Loup, le métro D et la gare de Perrache. Selon les correspondances, le centre de Lyon est accessible en une vingtaine de minutes environ. Cette chambre est idéale pour une étudiante recherchant un cadre de vie serein et respectueux. Lieu : Rhône (69)"
Appartement 45 m2 Lyon 4,1 565 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1291929935A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/48/cc/L21lZGlhLXBhL1dJMTcvNy8zL1dJMTc3Mzg1ODA0XzEuanBlZz8yMDI2MDgyMDA4MjAxOA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Place Bertone dans l'hypercentre de la Croix Rousse et proche de toutes commodités. T2 de 45,05 m2, entièrement refait à neuf, très lumineux et sans vis-à-vis, orientation Sud Est. Quatrième étage sans ascenseur dans une copropriété sécurisée avec digicode et vigik. Cet appartement a été totalement refait à neuf entièrement meublé avec des prestations haut de gamme (internet-fibre,TV Samsung 104 cm avec 13 000 chaines et 15 000 films, lave linge Bosch, lave vaisselle, table induction, hotte, réfrigérateur et congélateur Samsung, four a micro-ondes, machine a café Nespresso, couverts, vaisselle et batterie de cuisine, literie avec couette, fer à repasser, sèche cheveux, canapé convertible, stores électriques, chauffage électrique dirigé par smartphone, etc ....) Vous serez idéalement situé dans l'hypercentre de la Croix Rousse proche du marché, de tous les commerces et des transports en commun. Loyer : 1.500 € tout compris sauf électricité Bail courte durée (bail code civil type résidence secondaire ou logement de fonction). Caution et garant demandés. Pas d'agences SVP !! Disponible en Septembre Lieu : Rhône (69)"
Appartement 55 m2 Lyon 7,858 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1289691284A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/28/1e/L2Nvcl9DT1JORUlMTEVfaWtsL2xvY2F0aW9uL3Bob3RvLzEzLTgxMzY3Nzg4OTM0MzE0OTM0ODguanBnPzIwMjYwOTA3MTE1MTA2_rct?func=crop&w=320&gravity=auto,2026-09-24,"profitez d'un appartement t2 de 55 m² avec ascenseur dans le quartier animé de lyon 7. bien agencé, il dispose d'une cuisine indépendante et d'un séjour agréable. Loyer compétitif de 858?/mois dans un secteur soumis à encadrement des loyers. LYON 7 - APPARTEMENT T2 DE 55 M² - LYON 7 - 7 RUE DE L'UNIVERSITE. Agréable et spacieux T2 de 55 m² environ idéalement situé , au 2ème étage d'un bel immeuble avec ascenseur, comprenant : une entrée, une cuisine indépendante et aménagée, un séjour, une chambre, une salle d'eau et un WC séparé. Chauffage individuel gaz. Bien soumis à l'encadrement des loyers. - Loyer de référence majoré (loyer de base à ne pas dépasser) : 16.9 €/m² soit 933.56 € - Loyer de base : 14.1 €/m² soit 778.88 €. Loyer de 858,00 euros par mois charges comprises dont 48,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 550,00 euros ( soit 9,96 euros/m² ) dont 167,26 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 490 et 2 050 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 810 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 933,556 euros Nom négociateur : GATEWAY CORNEILLE null Lieu : Rhône (69)"
Appartement 106 m2 Lyon 8,1 790 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293828088A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/6a/84/LzY5MTQ5MS81NDM2ODg3NjAvcGhvdG9zLzEuanBnPzIwMjYwOTEwMDMzODE1_rct?func=crop&w=320&gravity=auto,2026-09-24,"Situé au 1er étage d'un immeuble idéalement placé Avenue des Frères Lumière, à proximité de toutes les facultés et du métro D, ce superbe appartement meublé de 107m² allie le charme de l'ancien et de beaux volumes. Il se compose d'une jolie entrée, d'une cuisine aménagée et entièrement équipée, d'un vaste séjour avec le cachet de l'ancien, d'une salle à manger, d'une salle de bains, de WC séparés, d'une première chambre avec dressing, d'une deuxième chambre ainsi que d'une grande troisième chambre. Une cave vient compléter ce bien. Disponible immédiatement Loyer de référence majoré (loyer de base à ne pas dépasser) : 1772€ loyer de base : 1772€ complément de loyer 0€ Nom du négociateur : BON Fanny Honoraires d'état des lieux : 320.31 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 1772 euros Adresse : 46, Avenue des Frères Lumière, Lyon, Rhône (69)"
